	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Nyctibius_bracteatus	Nyctibius_grandis	Mesitornis_unicolor	Colius_striatus	Urocolius_indicus	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Gavia_stellata	Aptenodytes_forsteri	Pygoscelis_adeliae	Thalassarche_chlororhynchos	Hydrobates_tethys	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Steatornis_caripensis	Podargus_strigoides	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Rynchops_niger	Phaetusa_simplex	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Ciconia_maguari	Cochlearius_cochlearius	Egretta_garzetta	Scopus_umbretta	Balaeniceps_rex	Pelecanus_crispus	Mesembrinibis_cayennensis	Nipponia_nippon	Fregata_magnificens	Sula_dactylatra	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phaethon_lepturus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Geococcyx_californianus	Crotophaga_sulcirostris	Centropus_bengalensis	Centropus_unirufus	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Columbina_picui	Columba_livia	Patagioenas_fasciata	Alopecoenas_beccarii	Caloenas_nicobarica	Opisthocomus_hoazin	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Cariama_cristata	Chunga_burmeisteri	Tricholaema_leucomelas	Psilopogon_haemacephalus	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Picoides_pubescens	Indicator_maculatus	Bucco_capensis	Galbula_dea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Todus_mexicanus	Baryphthengus_martii	Chloroceryle_aenea	Ceyx_cyanopectus	Halcyon_senegalensis	Leptosomus_discolor	Rhinopomastus_cyanomelas	Upupa_epops	Buceros_rhinoceros	Bucorvus_abyssinicus	Apaloderma_vittatum	Trogon_melanurus	Cathartes_aura	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Acanthisitta_chloris	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Dyaphorophyia_castanea	Dryoscopus_gambensis	Mystacornis_crossleyi	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Mohoua_ochrocephala	Edolisoma_coerulescens	Chaetorhynchus_papuensis	Rhipidura_dahli	Paradisaea_raggiana	Myiagra_hebetior	Ifrita_kowaldi	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Dicrurus_megarhynchus	Struthidea_cinerea	Ptilorrhoa_leucosticta	Eulacestoma_nigropectus	Aleadryas_rufinucha	Falcunculus_frontatus	Daphoenositta_chrysoptera	Pachycephala_philippinensis	Oriolus_oriolus	Melanocharis_versteri	Drymodes_brunneopygia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Promerops_cafer	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Lonchura_striata	Taeniopygia_guttata	Emberiza_fucata	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Nesospiza_acunhae	Geospiza_fortis	Sporophila_hypoxantha	Spizella_passerina	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Calcarius_ornatus	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Prunella_fulvescens	Prunella_himalayana	Dicaeum_eximium	Leptocoma_aspasia	Chloropsis_cyanopogon	Chloropsis_hardwickii	Sitta_europaea	Tichodroma_muraria	Polioptila_caerulea	Thryothorus_ludovicianus	Certhia_brachydactyla	Certhia_familiaris	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Elachura_formosa	Cinclus_mexicanus	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Ficedula_albicollis	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Toxostoma_redivivum	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Alaudala_cheleensis	Hirundo_rustica	Locustella_ochotensis	Oxylabes_madagascariensis	Donacobius_atricapilla	Sinosuthora_webbiana	Pomatorhinus_ruficollis	Illadopsis_cleaveri	Leiothrix_lutea	Sylvia_atricapilla	Sylvia_borin	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Brachypodius_atriceps	Pycnonotus_jocosus	Hylia_prasina	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Phylloscopus_trochilus	Rhadina_sibilatrix	Cisticola_juncidis	Panurus_biarmicus	Nicator_chloris	Sylvietta_virens	Acrocephalus_arundinaceus	Hippolais_icterina	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Callaeas_wilsoni	Notiomystis_cincta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Scytalopus_superciliaris	Formicarius_rufipectus	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Lepidothrix_coronata	Manacus_manacus	Pachyramphus_minor	Tachuris_rubrigastra	Neopipo_cinnamomea	Tyrannus_savana	Piprites_chloris	Mionectes_macconnelli	Cephalopterus_ornatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Eurypyga_helias	Rhynochetos_jubatus
Nyctiprogne_leucopyga	0	3.80887e+06	4.00548e+06	1.09764e+07	1.20723e+07	1.19058e+07	1.2249e+07	1.07256e+07	8.96023e+06	8.6566e+06	1.18817e+07	1.33636e+07	1.36403e+07	1.21987e+07	1.33155e+07	1.36669e+07	1.3443e+07	1.22343e+07	1.23039e+07	8.87935e+06	7.7889e+06	7.99528e+06	8.04231e+06	8.77098e+06	8.62747e+06	8.75699e+06	9.22292e+06	8.34556e+06	8.46454e+06	1.10274e+07	1.12518e+07	1.71445e+07	9.50482e+06	1.05627e+07	1.06355e+07	9.83765e+06	9.52999e+06	9.3369e+06	9.52118e+06	9.48872e+06	9.5298e+06	9.43741e+06	9.20048e+06	9.20547e+06	9.19946e+06	1.18349e+07	1.16528e+07	1.20613e+07	1.0638e+07	1.11927e+07	9.38265e+06	9.3608e+06	9.57683e+06	9.04394e+06	9.4776e+06	8.7511e+06	9.13946e+06	9.37498e+06	9.70098e+06	9.83235e+06	1.04259e+07	1.01391e+07	1.02687e+07	8.66431e+06	9.77993e+06	1.02872e+07	1.02968e+07	8.95913e+06	9.49713e+06	8.82539e+06	8.95127e+06	8.822e+06	1.00468e+07	9.99603e+06	1.00038e+07	9.06998e+06	9.03369e+06	9.02973e+06	9.12743e+06	9.12193e+06	1.02693e+07	8.29425e+06	9.41876e+06	9.86034e+06	1.43054e+07	1.3355e+07	1.50806e+07	1.45862e+07	1.39802e+07	1.39424e+07	1.48146e+07	1.1994e+07	1.1967e+07	1.24853e+07	1.35235e+07	1.28673e+07	1.29439e+07	1.28841e+07	1.23893e+07	1.22692e+07	1.51995e+07	1.43061e+07	1.39959e+07	1.22737e+07	1.08011e+07	1.03915e+07	1.02155e+07	1.13153e+07	1.16828e+07	1.19093e+07	1.0689e+07	1.06473e+07	1.06451e+07	1.02449e+07	1.02378e+07	1.76135e+07	1.7865e+07	1.75256e+07	1.69474e+07	1.76099e+07	1.69984e+07	1.64723e+07	1.54003e+07	1.49793e+07	1.50146e+07	1.35492e+07	1.3149e+07	1.47177e+07	1.45318e+07	1.44946e+07	1.60983e+07	1.33004e+07	1.18226e+07	1.9514e+07	1.92595e+07	1.38944e+07	1.29006e+07	1.40073e+07	1.38301e+07	9.36244e+06	1.06761e+07	1.05901e+07	9.80952e+06	9.40985e+06	9.41285e+06	9.78147e+06	9.82607e+06	1.50827e+07	1.67355e+07	1.552e+07	1.57653e+07	1.55487e+07	1.55423e+07	1.52443e+07	1.55408e+07	1.5214e+07	1.58674e+07	1.56675e+07	1.59581e+07	1.59751e+07	1.60849e+07	1.63435e+07	1.62174e+07	1.52347e+07	1.50182e+07	1.53661e+07	1.61926e+07	1.51193e+07	1.56812e+07	1.53771e+07	1.63634e+07	1.49859e+07	1.47697e+07	1.47138e+07	1.47019e+07	1.52038e+07	1.5304e+07	1.49372e+07	1.53517e+07	1.53865e+07	1.54722e+07	1.56246e+07	1.53597e+07	1.56046e+07	1.53038e+07	1.62295e+07	1.71967e+07	1.61182e+07	1.63056e+07	1.61667e+07	1.59377e+07	1.6819e+07	1.65462e+07	1.65744e+07	1.62022e+07	1.65257e+07	1.64936e+07	1.69364e+07	1.68458e+07	1.76021e+07	1.74599e+07	1.75614e+07	1.75824e+07	1.78785e+07	1.79295e+07	1.74425e+07	1.76586e+07	1.75487e+07	1.75609e+07	1.75126e+07	1.75106e+07	1.77293e+07	1.77759e+07	1.78294e+07	1.77637e+07	1.74367e+07	1.70988e+07	1.67934e+07	1.67717e+07	1.70928e+07	1.68971e+07	1.68824e+07	1.71535e+07	1.66127e+07	1.7163e+07	1.66377e+07	1.65079e+07	1.64491e+07	1.59585e+07	1.62847e+07	1.65526e+07	1.73486e+07	1.64562e+07	1.68245e+07	1.71478e+07	1.68119e+07	1.68107e+07	1.65802e+07	1.60956e+07	1.78472e+07	1.85264e+07	1.74373e+07	1.72183e+07	1.6667e+07	1.67633e+07	1.6925e+07	1.73883e+07	1.70039e+07	1.6916e+07	1.67535e+07	1.62431e+07	1.64839e+07	1.63863e+07	1.63525e+07	1.7042e+07	1.74385e+07	1.69877e+07	1.6505e+07	1.70944e+07	1.67645e+07	1.68142e+07	1.68522e+07	1.70409e+07	1.6623e+07	1.64614e+07	1.66916e+07	1.65941e+07	1.65784e+07	1.69412e+07	1.69009e+07	1.69818e+07	1.73057e+07	1.70692e+07	1.70641e+07	1.69225e+07	1.65249e+07	1.64598e+07	1.76216e+07	1.6682e+07	1.66048e+07	1.67182e+07	1.5924e+07	1.60484e+07	1.62822e+07	1.58914e+07	1.51725e+07	1.536e+07	1.61589e+07	1.52603e+07	1.59984e+07	1.52802e+07	1.44156e+07	1.46243e+07	1.3692e+07	1.53377e+07	1.53486e+07	1.64358e+07	1.45527e+07	1.51269e+07	1.51535e+07	1.59427e+07	1.58856e+07	1.60139e+07	1.55211e+07	1.68236e+07	1.52194e+07	1.55431e+07	1.55501e+07	1.54623e+07	1.25505e+07	1.26201e+07	1.43916e+07	1.46103e+07	1.40742e+07	1.45565e+07	1.45954e+07	1.51632e+07	1.38987e+07	1.42484e+07	1.41564e+07	1.17753e+07	1.16298e+07	1.02585e+07	1.02531e+07	1.28469e+07	1.25822e+07
Antrostomus_carolinensis	3.80887e+06	0	3.64844e+06	1.14759e+07	1.25717e+07	1.24053e+07	1.27485e+07	1.12251e+07	9.45971e+06	9.15607e+06	1.23812e+07	1.38631e+07	1.41398e+07	1.26982e+07	1.38149e+07	1.41664e+07	1.39425e+07	1.27337e+07	1.28033e+07	9.37882e+06	8.28838e+06	8.49476e+06	8.54179e+06	9.27046e+06	9.12695e+06	9.25646e+06	9.72239e+06	8.84504e+06	8.96401e+06	1.15269e+07	1.17513e+07	1.7644e+07	1.00043e+07	1.10622e+07	1.11349e+07	1.03371e+07	1.00295e+07	9.83638e+06	1.00207e+07	9.98819e+06	1.00293e+07	9.93688e+06	9.69996e+06	9.70494e+06	9.69894e+06	1.23344e+07	1.21523e+07	1.25608e+07	1.11375e+07	1.16922e+07	9.88213e+06	9.86027e+06	1.00763e+07	9.54341e+06	9.97707e+06	9.25058e+06	9.63894e+06	9.87446e+06	1.02005e+07	1.03318e+07	1.09254e+07	1.06386e+07	1.07681e+07	9.16378e+06	1.02794e+07	1.07867e+07	1.07963e+07	9.4586e+06	9.9966e+06	9.32487e+06	9.45074e+06	9.32148e+06	1.05463e+07	1.04955e+07	1.05032e+07	9.56946e+06	9.53317e+06	9.5292e+06	9.6269e+06	9.62141e+06	1.07688e+07	8.79373e+06	9.91823e+06	1.03598e+07	1.48048e+07	1.38545e+07	1.55801e+07	1.50857e+07	1.44797e+07	1.44418e+07	1.5314e+07	1.24935e+07	1.24665e+07	1.29848e+07	1.4023e+07	1.33668e+07	1.34434e+07	1.33836e+07	1.28888e+07	1.27687e+07	1.5699e+07	1.48056e+07	1.44954e+07	1.27731e+07	1.13005e+07	1.0891e+07	1.0715e+07	1.18148e+07	1.21822e+07	1.24087e+07	1.11885e+07	1.11467e+07	1.11446e+07	1.07444e+07	1.07373e+07	1.8113e+07	1.83645e+07	1.80251e+07	1.74469e+07	1.81094e+07	1.74979e+07	1.69718e+07	1.58998e+07	1.54788e+07	1.55141e+07	1.40487e+07	1.36485e+07	1.52172e+07	1.50313e+07	1.4994e+07	1.65978e+07	1.37999e+07	1.23221e+07	2.00135e+07	1.97589e+07	1.43939e+07	1.34001e+07	1.45068e+07	1.43296e+07	9.86191e+06	1.11756e+07	1.10895e+07	1.0309e+07	9.90932e+06	9.91233e+06	1.02809e+07	1.03255e+07	1.55822e+07	1.72349e+07	1.60195e+07	1.62648e+07	1.60482e+07	1.60417e+07	1.57437e+07	1.60403e+07	1.57135e+07	1.63669e+07	1.6167e+07	1.64576e+07	1.64746e+07	1.65844e+07	1.6843e+07	1.67169e+07	1.57342e+07	1.55177e+07	1.58656e+07	1.66921e+07	1.56188e+07	1.61807e+07	1.58766e+07	1.68629e+07	1.54854e+07	1.52692e+07	1.52133e+07	1.52014e+07	1.57033e+07	1.58035e+07	1.54366e+07	1.58512e+07	1.5886e+07	1.59716e+07	1.61241e+07	1.58592e+07	1.6104e+07	1.58033e+07	1.6729e+07	1.76961e+07	1.66176e+07	1.6805e+07	1.66661e+07	1.64371e+07	1.73185e+07	1.70457e+07	1.70739e+07	1.67017e+07	1.70252e+07	1.69931e+07	1.74359e+07	1.73453e+07	1.81016e+07	1.79594e+07	1.80609e+07	1.80819e+07	1.8378e+07	1.8429e+07	1.79419e+07	1.81581e+07	1.80481e+07	1.80603e+07	1.80121e+07	1.80101e+07	1.82288e+07	1.82753e+07	1.83289e+07	1.82632e+07	1.79361e+07	1.75983e+07	1.72929e+07	1.72712e+07	1.75923e+07	1.73966e+07	1.73819e+07	1.76529e+07	1.71122e+07	1.76625e+07	1.71372e+07	1.70074e+07	1.69485e+07	1.6458e+07	1.67841e+07	1.70521e+07	1.78481e+07	1.69556e+07	1.73239e+07	1.76473e+07	1.73114e+07	1.73102e+07	1.70797e+07	1.65951e+07	1.83467e+07	1.90259e+07	1.79368e+07	1.77177e+07	1.71665e+07	1.72628e+07	1.74245e+07	1.78878e+07	1.75034e+07	1.74154e+07	1.7253e+07	1.67426e+07	1.69834e+07	1.68858e+07	1.6852e+07	1.75415e+07	1.7938e+07	1.74871e+07	1.70045e+07	1.75939e+07	1.7264e+07	1.73137e+07	1.73517e+07	1.75404e+07	1.71225e+07	1.69609e+07	1.71911e+07	1.70936e+07	1.70779e+07	1.74407e+07	1.74004e+07	1.74812e+07	1.78051e+07	1.75687e+07	1.75636e+07	1.7422e+07	1.70244e+07	1.69593e+07	1.81211e+07	1.71815e+07	1.71043e+07	1.72177e+07	1.64235e+07	1.65479e+07	1.67817e+07	1.63909e+07	1.5672e+07	1.58594e+07	1.66584e+07	1.57598e+07	1.64978e+07	1.57796e+07	1.49151e+07	1.51237e+07	1.41914e+07	1.58371e+07	1.58481e+07	1.69353e+07	1.50522e+07	1.56264e+07	1.5653e+07	1.64422e+07	1.63851e+07	1.65134e+07	1.60206e+07	1.73231e+07	1.57189e+07	1.60426e+07	1.60496e+07	1.59618e+07	1.305e+07	1.31196e+07	1.48911e+07	1.51098e+07	1.45737e+07	1.5056e+07	1.50949e+07	1.56627e+07	1.43981e+07	1.47478e+07	1.46559e+07	1.22748e+07	1.21293e+07	1.0758e+07	1.07526e+07	1.33464e+07	1.30817e+07
Chordeiles_acutipennis	4.00548e+06	3.64844e+06	0	1.16725e+07	1.27683e+07	1.26019e+07	1.29451e+07	1.14217e+07	9.65631e+06	9.35268e+06	1.25778e+07	1.40597e+07	1.43364e+07	1.28948e+07	1.40115e+07	1.4363e+07	1.41391e+07	1.29304e+07	1.29999e+07	9.57543e+06	8.48498e+06	8.69137e+06	8.7384e+06	9.46706e+06	9.32355e+06	9.45307e+06	9.919e+06	9.04165e+06	9.16062e+06	1.17235e+07	1.19479e+07	1.78406e+07	1.02009e+07	1.12588e+07	1.13315e+07	1.05337e+07	1.02261e+07	1.0033e+07	1.02173e+07	1.01848e+07	1.02259e+07	1.01335e+07	9.89657e+06	9.90155e+06	9.89554e+06	1.2531e+07	1.23489e+07	1.27574e+07	1.13341e+07	1.18888e+07	1.00787e+07	1.00569e+07	1.02729e+07	9.74002e+06	1.01737e+07	9.44719e+06	9.83555e+06	1.00711e+07	1.03971e+07	1.05284e+07	1.1122e+07	1.08352e+07	1.09648e+07	9.36039e+06	1.0476e+07	1.09833e+07	1.09929e+07	9.65521e+06	1.01932e+07	9.52147e+06	9.64735e+06	9.51809e+06	1.07429e+07	1.06921e+07	1.06998e+07	9.76607e+06	9.72977e+06	9.72581e+06	9.82351e+06	9.81801e+06	1.09654e+07	8.99034e+06	1.01148e+07	1.05564e+07	1.50014e+07	1.40511e+07	1.57767e+07	1.52823e+07	1.46763e+07	1.46385e+07	1.55106e+07	1.26901e+07	1.26631e+07	1.31814e+07	1.42196e+07	1.35634e+07	1.364e+07	1.35802e+07	1.30854e+07	1.29653e+07	1.58956e+07	1.50022e+07	1.4692e+07	1.29697e+07	1.14971e+07	1.10876e+07	1.09116e+07	1.20114e+07	1.23788e+07	1.26053e+07	1.13851e+07	1.13433e+07	1.13412e+07	1.0941e+07	1.09339e+07	1.83096e+07	1.85611e+07	1.82217e+07	1.76435e+07	1.8306e+07	1.76945e+07	1.71684e+07	1.60964e+07	1.56754e+07	1.57107e+07	1.42453e+07	1.38451e+07	1.54138e+07	1.52279e+07	1.51906e+07	1.67944e+07	1.39965e+07	1.25187e+07	2.02101e+07	1.99556e+07	1.45905e+07	1.35967e+07	1.47034e+07	1.45262e+07	1.00585e+07	1.13722e+07	1.12862e+07	1.05056e+07	1.01059e+07	1.01089e+07	1.04775e+07	1.05221e+07	1.57788e+07	1.74315e+07	1.62161e+07	1.64614e+07	1.62448e+07	1.62383e+07	1.59403e+07	1.62369e+07	1.59101e+07	1.65635e+07	1.63636e+07	1.66542e+07	1.66712e+07	1.6781e+07	1.70396e+07	1.69135e+07	1.59308e+07	1.57143e+07	1.60622e+07	1.68887e+07	1.58154e+07	1.63773e+07	1.60732e+07	1.70595e+07	1.5682e+07	1.54658e+07	1.54099e+07	1.5398e+07	1.58999e+07	1.60001e+07	1.56333e+07	1.60478e+07	1.60826e+07	1.61683e+07	1.63207e+07	1.60558e+07	1.63006e+07	1.59999e+07	1.69256e+07	1.78927e+07	1.68142e+07	1.70016e+07	1.68627e+07	1.66337e+07	1.75151e+07	1.72423e+07	1.72705e+07	1.68983e+07	1.72218e+07	1.71897e+07	1.76325e+07	1.75419e+07	1.82982e+07	1.8156e+07	1.82575e+07	1.82785e+07	1.85746e+07	1.86256e+07	1.81385e+07	1.83547e+07	1.82447e+07	1.82569e+07	1.82087e+07	1.82067e+07	1.84254e+07	1.8472e+07	1.85255e+07	1.84598e+07	1.81327e+07	1.77949e+07	1.74895e+07	1.74678e+07	1.77889e+07	1.75932e+07	1.75785e+07	1.78495e+07	1.73088e+07	1.78591e+07	1.73338e+07	1.7204e+07	1.71452e+07	1.66546e+07	1.69808e+07	1.72487e+07	1.80447e+07	1.71522e+07	1.75205e+07	1.78439e+07	1.7508e+07	1.75068e+07	1.72763e+07	1.67917e+07	1.85433e+07	1.92225e+07	1.81334e+07	1.79143e+07	1.73631e+07	1.74594e+07	1.76211e+07	1.80844e+07	1.77e+07	1.7612e+07	1.74496e+07	1.69392e+07	1.718e+07	1.70824e+07	1.70486e+07	1.77381e+07	1.81346e+07	1.76837e+07	1.72011e+07	1.77905e+07	1.74606e+07	1.75103e+07	1.75483e+07	1.7737e+07	1.73191e+07	1.71575e+07	1.73877e+07	1.72902e+07	1.72745e+07	1.76373e+07	1.7597e+07	1.76779e+07	1.80017e+07	1.77653e+07	1.77602e+07	1.76186e+07	1.7221e+07	1.71559e+07	1.83177e+07	1.73781e+07	1.73009e+07	1.74143e+07	1.66201e+07	1.67445e+07	1.69783e+07	1.65875e+07	1.58686e+07	1.60561e+07	1.6855e+07	1.59564e+07	1.66944e+07	1.59762e+07	1.51117e+07	1.53204e+07	1.4388e+07	1.60338e+07	1.60447e+07	1.71319e+07	1.52488e+07	1.5823e+07	1.58496e+07	1.66388e+07	1.65817e+07	1.671e+07	1.62172e+07	1.75197e+07	1.59155e+07	1.62392e+07	1.62462e+07	1.61584e+07	1.32466e+07	1.33162e+07	1.50877e+07	1.53064e+07	1.47703e+07	1.52526e+07	1.52915e+07	1.58593e+07	1.45947e+07	1.49445e+07	1.48525e+07	1.24714e+07	1.23259e+07	1.09546e+07	1.09492e+07	1.3543e+07	1.32783e+07
