	Alectura_lathami	Penelope_pileata	Numida_meleagris	Odontophorus_gujanensis	Colinus_virginianus	Callipepla_squamata	Coturnix_japonica	Gallus_gallus	Phasianus_colchicus	Meleagris_gallopavo	Tympanuchus_cupido	Chauna_torquata	Anseranas_semipalmata	Anser_cygnoid	Asarcornis_scutulata	Cairina_moschata	Anas_platyrhynchos	Anas_zonorhyncha	Herpetotheres_cachinnans	Falco_cherrug	Falco_peregrinus	Leptosomus_discolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Todus_mexicanus	Baryphthengus_martii	Halcyon_senegalensis	Ceyx_cyanopectus	Chloroceryle_aenea	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Picoides_pubescens	Indicator_maculatus	Psilopogon_haemacephalus	Tricholaema_leucomelas	Semnornis_frantzii	Eubucco_bourcierii	Ramphastos_sulfuratus	Bucco_capensis	Galbula_dea	Sagittarius_serpentarius	Pandion_haliaetus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Aquila_chrysaetos	Spizaetus_tyrannus	Apaloderma_vittatum	Trogon_melanurus	Tyto_alba	Glaucidium_brasilianum	Ciccaba_nigrolineata	Strix_occidentalis	Lophotis_ruficrista	Ardeotis_kori	Chlamydotis_macqueenii	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Phaethon_lepturus	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Geococcyx_californianus	Crotophaga_sulcirostris	Cuculus_canorus	Ceuthmochares_aereus	Piaya_cayana	Centropus_bengalensis	Centropus_unirufus	Mesitornis_unicolor	Steatornis_caripensis	Podargus_strigoides	Mesembrinibis_cayennensis	Nipponia_nippon	Cochlearius_cochlearius	Egretta_garzetta	Fregata_magnificens	Pelecanus_crispus	Balaeniceps_rex	Scopus_umbretta	Gavia_stellata	Sula_dactylatra	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Anhinga_anhinga	Anhinga_rufa	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Calypte_anna	Oreotrochilus_melanogaster	Eurypyga_helias	Rhynochetos_jubatus	Ciconia_maguari	Thalassarche_chlororhynchos	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Fulmarus_glacialis	Calonectris_borealis	Pelecanoides_urinatrix	Aptenodytes_forsteri	Pygoscelis_adeliae	Heliornis_fulica	Atlantisia_rogersi	Zapornia_atra	Psophia_crepitans	Aramus_guarauna	Balearica_regulorum	Grus_americana	Cathartes_aura	Colius_striatus	Urocolius_indicus	Nyctibius_bracteatus	Nyctibius_grandis	Nyctiprogne_leucopyga	Antrostomus_carolinensis	Chordeiles_acutipennis	Limosa_lapponica	Arenaria_interpres	Calidris_pugnax	Pedionomus_torquatus	Thinocorus_orbignyianus	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Turnix_velox	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Stercorarius_parasiticus	Cepphus_grylle	Alca_torda	Uria_aalge	Uria_lomvia	Rissa_tridactyla	Chroicocephalus_maculipennis	Larus_smithsonianus	Phaetusa_simplex	Rynchops_niger	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Himantopus_himantopus	Ibidorhyncha_struthersii	Charadrius_alexandrinus	Charadrius_vociferus	Tauraco_erythrolophus	Corythaeola_cristata	Corythaixoides_concolor	Opisthocomus_hoazin	Nestor_notabilis	Amazona_guildingii	Agapornis_roseicollis	Melopsittacus_undulatus	Eolophus_roseicapillus	Probosciger_aterrimus	Acanthisitta_chloris	Climacteris_rufus	Ptilonorhynchus_violaceus	Malurus_elegans	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Edolisoma_coerulescens	Machaerirhynchus_nigripectus	Gymnorhina_tibicen	Dryoscopus_gambensis	Rhagologus_leucostigma	Dyaphorophyia_castanea	Mystacornis_crossleyi	Aleadryas_rufinucha	Falcunculus_frontatus	Ptilorrhoa_leucosticta	Pachycephala_philippinensis	Oreocharis_arfaki	Pteruthius_melanotis	Erpornis_zantholeuca	Vireo_altiloquus	Oriolus_oriolus	Daphoenositta_chrysoptera	Paradisaea_raggiana	Ifrita_kowaldi	Myiagra_hebetior	Chaetorhynchus_papuensis	Rhipidura_dahli	Lanius_ludovicianus	Aphelocoma_coerulescens	Corvus_moneduloides	Corvus_brachyrhynchos	Corvus_cornix	Dicrurus_megarhynchus	Struthidea_cinerea	Mohoua_ochrocephala	Eulacestoma_nigropectus	Cnemophilus_loriae	Bombycilla_garrulus	Phainopepla_nitens	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Regulus_satrapa	Catharus_fuscescens	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Cinclus_mexicanus	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Elachura_formosa	Promerops_cafer	Ploceus_nigricollis	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Serinus_canaria	Loxia_curvirostra	Loxia_leucoptera	Calcarius_ornatus	Nesospiza_acunhae	Pheucticus_melanocephalus	Cardinalis_cardinalis	Passerina_amoena	Geospiza_fortis	Sporophila_hypoxantha	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Spizella_passerina	Melospiza_melodia	Junco_hyemalis	Zonotrichia_albicollis	Emberiza_fucata	Prunella_fulvescens	Prunella_himalayana	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Urocynchramus_pylzowi	Passer_domesticus	Hypocryptadius_cinnamomeus	Motacilla_alba	Dicaeum_eximium	Leptocoma_aspasia	Anthoscopus_minutus	Poecile_atricapillus	Parus_major	Pseudopodoces_humilis	Hirundo_rustica	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sylvietta_virens	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Pomatorhinus_ruficollis	Sylvia_atricapilla	Sylvia_borin	Sinosuthora_webbiana	Illadopsis_cleaveri	Leiothrix_lutea	Brachypodius_atriceps	Pycnonotus_jocosus	Acrocephalus_arundinaceus	Hippolais_icterina	Cisticola_juncidis	Oxylabes_madagascariensis	Donacobius_atricapilla	Locustella_ochotensis	Nicator_chloris	Alaudala_cheleensis	Panurus_biarmicus	Tichodroma_muraria	Callaeas_wilsoni	Notiomystis_cincta	Orthonyx_spaldingii	Pomatostomus_ruficeps	Drymodes_brunneopygia	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Atrichornis_clamosus	Menura_novaehollandiae	Sapayoa_aenigma	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Neodrepanis_coruscans	Serilophus_lunatus	Cephalopterus_ornatus	Pachyramphus_minor	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Piprites_chloris	Onychorhynchus_coronatus	Neopipo_cinnamomea	Tachuris_rubrigastra	Mionectes_macconnelli	Tyrannus_savana	Grallaria_varia	Formicarius_rufipectus	Scytalopus_superciliaris	Sclerurus_mexicanus	Furnarius_figulus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cariama_cristata	Chunga_burmeisteri	Struthio_camelus	Casuarius_casuarius	Dromaius_novaehollandiae	Tinamus_guttatus	Crypturellus_soui	Crypturellus_cinnamomeus	Crypturellus_undulatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_perdicaria	Nothoprocta_ornata	Nothoprocta_pentlandii	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Rhea_americana	Rhea_pennata
Alectura_lathami	0	1.01239e+07	9.8318e+06	1.13952e+07	1.16199e+07	1.16935e+07	1.21061e+07	1.0692e+07	1.08574e+07	1.09876e+07	1.14915e+07	1.00337e+07	9.82039e+06	1.1172e+07	1.21131e+07	1.20156e+07	1.20174e+07	1.20177e+07	1.49993e+07	1.49645e+07	1.49628e+07	1.59442e+07	1.76709e+07	1.68426e+07	2.23546e+07	2.21424e+07	1.83571e+07	1.82021e+07	1.71758e+07	1.95078e+07	1.81711e+07	1.86045e+07	1.73832e+07	1.70497e+07	2.02579e+07	1.98195e+07	2.09802e+07	2.07706e+07	2.07676e+07	2.06973e+07	2.02154e+07	1.8926e+07	1.85751e+07	1.49886e+07	1.49169e+07	1.42663e+07	1.39332e+07	1.39357e+07	1.4243e+07	1.42801e+07	1.7765e+07	1.76173e+07	1.59048e+07	1.57834e+07	1.46406e+07	1.46361e+07	1.55213e+07	1.58276e+07	1.60164e+07	1.68289e+07	1.64165e+07	1.73618e+07	1.68149e+07	1.68787e+07	1.54486e+07	1.6087e+07	1.60645e+07	1.64965e+07	1.38025e+07	1.47397e+07	1.51078e+07	1.80134e+07	1.72213e+07	1.77424e+07	1.77109e+07	1.84378e+07	1.86595e+07	1.82475e+07	1.69468e+07	1.61928e+07	1.63798e+07	1.43215e+07	1.44264e+07	1.51171e+07	1.55399e+07	1.43187e+07	1.48814e+07	1.4433e+07	1.55478e+07	1.44445e+07	1.53395e+07	1.45732e+07	1.45687e+07	1.45254e+07	1.44951e+07	1.44918e+07	1.52972e+07	1.53036e+07	1.67681e+07	1.78287e+07	1.6559e+07	1.76814e+07	1.75426e+07	1.67978e+07	1.65773e+07	1.41872e+07	1.37468e+07	1.43541e+07	1.39996e+07	1.40987e+07	1.42345e+07	1.43425e+07	1.47308e+07	1.35356e+07	1.37076e+07	1.87587e+07	1.80141e+07	1.77555e+07	1.63201e+07	1.50927e+07	1.47514e+07	1.46047e+07	1.38937e+07	1.81819e+07	1.84125e+07	1.49939e+07	1.47409e+07	1.56002e+07	1.60165e+07	1.61804e+07	1.4822e+07	1.48038e+07	1.49838e+07	1.68658e+07	1.67141e+07	1.70545e+07	1.58683e+07	1.63306e+07	2.12911e+07	1.49238e+07	1.58055e+07	1.58661e+07	1.49446e+07	1.48676e+07	1.46702e+07	1.46743e+07	1.46693e+07	1.47839e+07	1.49374e+07	1.49104e+07	1.49448e+07	1.52012e+07	1.48156e+07	1.50873e+07	1.51968e+07	1.42956e+07	1.46193e+07	1.45397e+07	1.49011e+07	1.56555e+07	1.54164e+07	1.55244e+07	1.63164e+07	1.7211e+07	1.81418e+07	1.84347e+07	1.82481e+07	1.72406e+07	1.72986e+07	1.86613e+07	1.88259e+07	1.81053e+07	2.00388e+07	1.90258e+07	1.92302e+07	1.90497e+07	1.90443e+07	1.86075e+07	1.90431e+07	1.87959e+07	1.91487e+07	1.87707e+07	1.93153e+07	1.93909e+07	1.89145e+07	1.89859e+07	1.854e+07	1.88922e+07	1.94051e+07	1.94966e+07	1.97121e+07	1.9607e+07	1.90962e+07	1.9113e+07	1.86918e+07	1.89066e+07	1.91601e+07	1.88975e+07	1.95863e+07	1.97287e+07	1.85806e+07	1.84004e+07	1.83538e+07	1.83439e+07	1.87622e+07	1.88457e+07	1.8788e+07	1.88855e+07	1.87361e+07	1.99094e+07	1.95055e+07	2.01025e+07	2.01015e+07	2.0113e+07	2.03824e+07	2.05498e+07	2.09654e+07	2.04412e+07	2.05829e+07	2.01968e+07	2.02625e+07	2.01892e+07	1.99817e+07	2.0062e+07	2.06237e+07	1.96285e+07	1.98291e+07	2.00539e+07	1.97478e+07	1.97196e+07	2.15314e+07	1.93738e+07	1.95943e+07	2.02063e+07	2.01308e+07	1.9864e+07	1.98372e+07	2.03416e+07	2.00871e+07	2.0069e+07	2.03366e+07	2.01735e+07	2.01613e+07	2.06232e+07	2.07267e+07	2.0628e+07	2.08082e+07	2.07166e+07	2.06865e+07	2.06848e+07	2.06426e+07	2.07272e+07	2.07447e+07	2.09914e+07	2.10339e+07	2.08671e+07	2.08958e+07	2.09059e+07	2.09506e+07	2.07611e+07	1.99573e+07	1.98491e+07	1.96631e+07	1.98864e+07	2.01084e+07	1.9881e+07	1.99046e+07	2.03872e+07	1.99365e+07	2.03951e+07	1.98001e+07	1.93912e+07	2.04232e+07	1.95243e+07	1.96805e+07	1.95647e+07	2.06247e+07	2.00023e+07	1.9921e+07	1.99079e+07	2.00244e+07	2.0514e+07	2.03169e+07	2.03127e+07	2.01947e+07	2.02441e+07	1.98633e+07	1.9809e+07	2.01044e+07	1.99451e+07	1.98104e+07	2.0063e+07	2.01361e+07	2.02934e+07	2.02103e+07	2.01767e+07	1.93625e+07	1.94661e+07	2.07774e+07	1.98467e+07	2.0338e+07	2.0249e+07	1.99299e+07	2.02943e+07	1.99943e+07	1.9806e+07	1.88924e+07	1.95583e+07	1.88093e+07	1.94244e+07	1.96171e+07	1.88456e+07	1.9661e+07	1.93353e+07	1.82792e+07	1.75022e+07	1.87203e+07	1.82196e+07	1.86982e+07	1.9789e+07	1.88738e+07	1.88829e+07	1.76745e+07	1.80853e+07	1.78893e+07	1.65508e+07	1.66088e+07	1.82551e+07	1.79659e+07	1.78207e+07	1.82675e+07	1.87284e+07	1.82227e+07	1.94374e+07	2.01123e+07	1.90267e+07	1.87752e+07	1.9045e+07	1.90509e+07	1.89777e+07	1.93781e+07	1.93305e+07	1.46292e+07	1.46233e+07	1.66935e+07	1.55421e+07	1.57776e+07	2.15174e+07	2.16842e+07	2.1301e+07	2.12666e+07	2.112e+07	2.11286e+07	2.28456e+07	2.12086e+07	2.0629e+07	2.06292e+07	1.52975e+07	1.52905e+07	1.53064e+07	1.53114e+07	1.75498e+07	1.75568e+07
Penelope_pileata	1.01239e+07	0	8.80941e+06	1.03728e+07	1.05975e+07	1.06711e+07	1.10837e+07	9.66962e+06	9.83498e+06	9.96519e+06	1.04691e+07	1.03771e+07	1.01637e+07	1.15154e+07	1.24564e+07	1.2359e+07	1.23607e+07	1.2361e+07	1.53427e+07	1.53079e+07	1.53061e+07	1.62875e+07	1.80143e+07	1.71859e+07	2.26979e+07	2.24858e+07	1.87004e+07	1.85455e+07	1.75192e+07	1.98511e+07	1.85144e+07	1.89479e+07	1.77265e+07	1.7393e+07	2.06013e+07	2.01628e+07	2.13235e+07	2.11139e+07	2.1111e+07	2.10407e+07	2.05588e+07	1.92693e+07	1.89185e+07	1.5332e+07	1.52602e+07	1.46097e+07	1.42766e+07	1.42791e+07	1.45863e+07	1.46235e+07	1.81083e+07	1.79606e+07	1.62481e+07	1.61268e+07	1.49839e+07	1.49794e+07	1.58647e+07	1.61709e+07	1.63597e+07	1.71722e+07	1.67598e+07	1.77051e+07	1.71582e+07	1.72221e+07	1.5792e+07	1.64303e+07	1.64078e+07	1.68398e+07	1.41458e+07	1.5083e+07	1.54511e+07	1.83567e+07	1.75646e+07	1.80857e+07	1.80542e+07	1.87811e+07	1.90029e+07	1.85908e+07	1.72901e+07	1.65361e+07	1.67232e+07	1.46648e+07	1.47697e+07	1.54604e+07	1.58832e+07	1.4662e+07	1.52247e+07	1.47763e+07	1.58912e+07	1.47878e+07	1.56828e+07	1.49166e+07	1.4912e+07	1.48687e+07	1.48384e+07	1.48351e+07	1.56405e+07	1.5647e+07	1.71114e+07	1.8172e+07	1.69023e+07	1.80247e+07	1.7886e+07	1.71412e+07	1.69206e+07	1.45306e+07	1.40902e+07	1.46975e+07	1.43429e+07	1.44421e+07	1.45779e+07	1.46858e+07	1.50741e+07	1.3879e+07	1.4051e+07	1.9102e+07	1.83574e+07	1.80988e+07	1.66634e+07	1.54361e+07	1.50947e+07	1.4948e+07	1.4237e+07	1.85252e+07	1.87558e+07	1.53373e+07	1.50842e+07	1.59436e+07	1.63599e+07	1.65237e+07	1.51653e+07	1.51471e+07	1.53272e+07	1.72092e+07	1.70574e+07	1.73978e+07	1.62116e+07	1.66739e+07	2.16344e+07	1.52671e+07	1.61489e+07	1.62095e+07	1.5288e+07	1.5211e+07	1.50135e+07	1.50176e+07	1.50126e+07	1.51272e+07	1.52808e+07	1.52537e+07	1.52881e+07	1.55445e+07	1.51589e+07	1.54306e+07	1.55401e+07	1.4639e+07	1.49626e+07	1.4883e+07	1.52445e+07	1.59988e+07	1.57597e+07	1.58677e+07	1.66597e+07	1.75544e+07	1.84851e+07	1.8778e+07	1.85914e+07	1.7584e+07	1.7642e+07	1.90046e+07	1.91692e+07	1.84487e+07	2.03821e+07	1.93691e+07	1.95736e+07	1.9393e+07	1.93876e+07	1.89509e+07	1.93864e+07	1.91393e+07	1.9492e+07	1.91141e+07	1.96587e+07	1.97342e+07	1.92579e+07	1.93292e+07	1.88833e+07	1.92355e+07	1.97484e+07	1.98399e+07	2.00555e+07	1.99503e+07	1.94396e+07	1.94563e+07	1.90352e+07	1.925e+07	1.95035e+07	1.92408e+07	1.99297e+07	2.0072e+07	1.8924e+07	1.87437e+07	1.86971e+07	1.86872e+07	1.91056e+07	1.91891e+07	1.91313e+07	1.92288e+07	1.90795e+07	2.02527e+07	1.98488e+07	2.04458e+07	2.04448e+07	2.04563e+07	2.07258e+07	2.08931e+07	2.13087e+07	2.07845e+07	2.09263e+07	2.05401e+07	2.06058e+07	2.05326e+07	2.03251e+07	2.04053e+07	2.09671e+07	1.99718e+07	2.01725e+07	2.03972e+07	2.00911e+07	2.0063e+07	2.18748e+07	1.97172e+07	1.99377e+07	2.05496e+07	2.04741e+07	2.02073e+07	2.01805e+07	2.0685e+07	2.04304e+07	2.04124e+07	2.068e+07	2.05168e+07	2.05046e+07	2.09665e+07	2.10701e+07	2.09714e+07	2.11515e+07	2.10599e+07	2.10298e+07	2.10281e+07	2.09859e+07	2.10705e+07	2.1088e+07	2.13348e+07	2.13773e+07	2.12104e+07	2.12391e+07	2.12493e+07	2.12939e+07	2.11045e+07	2.03006e+07	2.01925e+07	2.00064e+07	2.02298e+07	2.04518e+07	2.02244e+07	2.02479e+07	2.07305e+07	2.02798e+07	2.07384e+07	2.01434e+07	1.97345e+07	2.07665e+07	1.98676e+07	2.00238e+07	1.9908e+07	2.09681e+07	2.03456e+07	2.02643e+07	2.02512e+07	2.03677e+07	2.08574e+07	2.06603e+07	2.06561e+07	2.0538e+07	2.05874e+07	2.02066e+07	2.01524e+07	2.04478e+07	2.02884e+07	2.01537e+07	2.04063e+07	2.04794e+07	2.06367e+07	2.05536e+07	2.052e+07	1.97058e+07	1.98095e+07	2.11207e+07	2.019e+07	2.06813e+07	2.05923e+07	2.02732e+07	2.06376e+07	2.03376e+07	2.01493e+07	1.92357e+07	1.99016e+07	1.91526e+07	1.97678e+07	1.99604e+07	1.91889e+07	2.00043e+07	1.96786e+07	1.86225e+07	1.78455e+07	1.90636e+07	1.85629e+07	1.90415e+07	2.01324e+07	1.92171e+07	1.92262e+07	1.80178e+07	1.84286e+07	1.82326e+07	1.68942e+07	1.69522e+07	1.85985e+07	1.83092e+07	1.81641e+07	1.86109e+07	1.90717e+07	1.8566e+07	1.97808e+07	2.04556e+07	1.937e+07	1.91185e+07	1.93883e+07	1.93942e+07	1.9321e+07	1.97214e+07	1.96738e+07	1.49725e+07	1.49666e+07	1.70368e+07	1.58855e+07	1.6121e+07	2.18608e+07	2.20275e+07	2.16443e+07	2.16099e+07	2.14633e+07	2.14719e+07	2.31889e+07	2.15519e+07	2.09723e+07	2.09725e+07	1.56408e+07	1.56338e+07	1.56497e+07	1.56547e+07	1.78931e+07	1.79001e+07
Numida_meleagris	9.8318e+06	8.80941e+06	0	6.87324e+06	7.09792e+06	7.17152e+06	7.82597e+06	6.41185e+06	6.57721e+06	6.70741e+06	7.21131e+06	1.0085e+07	9.87167e+06	1.12233e+07	1.21644e+07	1.20669e+07	1.20687e+07	1.20689e+07	1.50506e+07	1.50158e+07	1.50141e+07	1.59954e+07	1.77222e+07	1.68939e+07	2.24059e+07	2.21937e+07	1.84083e+07	1.82534e+07	1.72271e+07	1.95591e+07	1.82224e+07	1.86558e+07	1.74345e+07	1.7101e+07	2.03092e+07	1.98708e+07	2.10315e+07	2.08219e+07	2.08189e+07	2.07486e+07	2.02667e+07	1.89773e+07	1.86264e+07	1.50399e+07	1.49682e+07	1.43176e+07	1.39845e+07	1.3987e+07	1.42942e+07	1.43314e+07	1.78163e+07	1.76686e+07	1.5956e+07	1.58347e+07	1.46918e+07	1.46874e+07	1.55726e+07	1.58789e+07	1.60677e+07	1.68802e+07	1.64678e+07	1.74131e+07	1.68662e+07	1.693e+07	1.54999e+07	1.61383e+07	1.61158e+07	1.65477e+07	1.38538e+07	1.4791e+07	1.5159e+07	1.80647e+07	1.72726e+07	1.77937e+07	1.77622e+07	1.84891e+07	1.87108e+07	1.82988e+07	1.69981e+07	1.62441e+07	1.64311e+07	1.43728e+07	1.44777e+07	1.51684e+07	1.55911e+07	1.437e+07	1.49327e+07	1.44842e+07	1.55991e+07	1.44958e+07	1.53908e+07	1.46245e+07	1.46199e+07	1.45766e+07	1.45464e+07	1.45431e+07	1.53485e+07	1.53549e+07	1.68193e+07	1.788e+07	1.66103e+07	1.77327e+07	1.75939e+07	1.68491e+07	1.66285e+07	1.42385e+07	1.37981e+07	1.44054e+07	1.40509e+07	1.415e+07	1.42858e+07	1.43938e+07	1.47821e+07	1.35869e+07	1.37589e+07	1.88099e+07	1.80653e+07	1.78068e+07	1.63714e+07	1.5144e+07	1.48027e+07	1.4656e+07	1.3945e+07	1.82332e+07	1.84638e+07	1.50452e+07	1.47922e+07	1.56515e+07	1.60678e+07	1.62317e+07	1.48733e+07	1.48551e+07	1.50351e+07	1.69171e+07	1.67653e+07	1.71058e+07	1.59196e+07	1.63819e+07	2.13424e+07	1.49751e+07	1.58568e+07	1.59174e+07	1.49959e+07	1.49189e+07	1.47214e+07	1.47256e+07	1.47206e+07	1.48351e+07	1.49887e+07	1.49617e+07	1.49961e+07	1.52525e+07	1.48669e+07	1.51386e+07	1.52481e+07	1.43469e+07	1.46706e+07	1.4591e+07	1.49524e+07	1.57068e+07	1.54677e+07	1.55757e+07	1.63676e+07	1.72623e+07	1.8193e+07	1.84859e+07	1.82993e+07	1.72919e+07	1.73499e+07	1.87126e+07	1.88771e+07	1.81566e+07	2.00901e+07	1.90771e+07	1.92815e+07	1.9101e+07	1.90956e+07	1.86588e+07	1.90944e+07	1.88472e+07	1.92e+07	1.8822e+07	1.93666e+07	1.94422e+07	1.89658e+07	1.90372e+07	1.85913e+07	1.89434e+07	1.94563e+07	1.95479e+07	1.97634e+07	1.96583e+07	1.91475e+07	1.91642e+07	1.87431e+07	1.89579e+07	1.92114e+07	1.89488e+07	1.96376e+07	1.978e+07	1.86319e+07	1.84517e+07	1.84051e+07	1.83952e+07	1.88135e+07	1.8897e+07	1.88393e+07	1.89368e+07	1.87874e+07	1.99607e+07	1.95568e+07	2.01538e+07	2.01528e+07	2.01643e+07	2.04337e+07	2.06011e+07	2.10166e+07	2.04925e+07	2.06342e+07	2.02481e+07	2.03138e+07	2.02405e+07	2.0033e+07	2.01133e+07	2.0675e+07	1.96797e+07	1.98804e+07	2.01051e+07	1.97991e+07	1.97709e+07	2.15827e+07	1.94251e+07	1.96456e+07	2.02576e+07	2.0182e+07	1.99153e+07	1.98885e+07	2.03929e+07	2.01384e+07	2.01203e+07	2.03879e+07	2.02248e+07	2.02126e+07	2.06745e+07	2.0778e+07	2.06793e+07	2.08595e+07	2.07678e+07	2.07378e+07	2.07361e+07	2.06939e+07	2.07785e+07	2.0796e+07	2.10427e+07	2.10852e+07	2.09184e+07	2.09471e+07	2.09572e+07	2.10018e+07	2.08124e+07	2.00086e+07	1.99004e+07	1.97144e+07	1.99377e+07	2.01597e+07	1.99323e+07	1.99559e+07	2.04385e+07	1.99878e+07	2.04464e+07	1.98514e+07	1.94425e+07	2.04745e+07	1.95756e+07	1.97318e+07	1.9616e+07	2.0676e+07	2.00535e+07	1.99723e+07	1.99592e+07	2.00757e+07	2.05653e+07	2.03682e+07	2.0364e+07	2.02459e+07	2.02954e+07	1.99146e+07	1.98603e+07	2.01557e+07	1.99963e+07	1.98617e+07	2.01143e+07	2.01874e+07	2.03447e+07	2.02615e+07	2.02279e+07	1.94137e+07	1.95174e+07	2.08287e+07	1.9898e+07	2.03892e+07	2.03003e+07	1.99812e+07	2.03456e+07	2.00455e+07	1.98573e+07	1.89437e+07	1.96096e+07	1.88606e+07	1.94757e+07	1.96684e+07	1.88969e+07	1.97123e+07	1.93866e+07	1.83305e+07	1.75535e+07	1.87716e+07	1.82708e+07	1.87494e+07	1.98403e+07	1.89251e+07	1.89342e+07	1.77257e+07	1.81366e+07	1.79406e+07	1.66021e+07	1.66601e+07	1.83064e+07	1.80172e+07	1.7872e+07	1.83188e+07	1.87797e+07	1.8274e+07	1.94887e+07	2.01636e+07	1.9078e+07	1.88265e+07	1.90963e+07	1.91021e+07	1.9029e+07	1.94293e+07	1.93818e+07	1.46805e+07	1.46746e+07	1.67448e+07	1.55934e+07	1.58289e+07	2.15687e+07	2.17355e+07	2.13523e+07	2.13179e+07	2.11713e+07	2.11799e+07	2.28969e+07	2.12598e+07	2.06803e+07	2.06805e+07	1.53488e+07	1.53418e+07	1.53577e+07	1.53627e+07	1.76011e+07	1.76081e+07
