T54	T119	795328188.2826362	32649.85643576095
T54	T26	795328188.2826362	32649.85643576095
T159	T139	2077522382.7368977	95913.8452233804
T159	T176	2077522382.7368977	95913.8452233804
T100	T159	2446462232.389494	8682.754421313603
T192	T61	3399871280.120843	39131.789833186325
T192	T87	3399871280.120843	39131.789833186325
T44	T115	3976238956.748477	48252.29817190358
T44	T122	3976238956.748477	48252.29817190358
T147	T55	4110397303.177396	65302.14057355979
T147	T98	4110397303.177396	65302.14057355979
T170	T103	4233626364.779485	64474.54395178237
T170	T106	4233626364.779485	64474.54395178237
T57	T44	4874151360.097052	17797.682633020635
T193	T121	5129512891.218975	110022.58400407432
T193	T174	5129512891.218975	110022.58400407432
T59	T192	5720508440.847751	86546.2983166469
T179	T172	6240226941.623723	122780.84967419847
T179	T73	6240226941.623723	122780.84967419847
T135	T117	6409177611.706447	63254.354460730545
T135	T185	6409177611.706447	63254.354460730545
T29	T193	6774717089.080874	23019.89956791971
T133	T131	6862524662.394826	40639.86476959043
T133	T86	6862524662.394826	40639.86476959043
T95	T129	7317909200.003169	4289.268713035992
T95	T158	7317909200.003169	4289.268713035992
T11	T170	7338193141.099893	81481.82491792485
T163	T179	7484030170.752825	1865.1563294512277
T39	T163	8127378426.944624	39632.69111983905
T8	T14	8592846835.669178	129449.58465538474
T8	T85	8592846835.669178	129449.58465538474
T144	T54	9524671487.896067	216459.28987315655
T32	T29	10480209369.348148	34016.78756647145
T53	T59	10948969731.26397	51259.33955329222
T17	T173	12846377468.487299	271336.0251629983
T17	T198	12846377468.487299	271336.0251629983
T155	T2	14453277349.232758	123216.75661581795
T155	T71	14453277349.232758	123216.75661581795
T96	T114	15247756729.127598	28315.229892334824
T96	T183	15247756729.127598	28315.229892334824
T128	T11	15247891990.292192	137061.6294493889
T5	T19	15577687931.9513	210586.70818863052
T5	T9	15577687931.9513	210586.70818863052
T48	T138	17419106219.02735	122579.65094959998
T48	T190	17419106219.02735	122579.65094959998
T104	T24	20049825002.4564	218106.50994344128
T104	T84	20049825002.4564	218106.50994344128
T113	T167	20455028432.259804	304104.26779894624
T113	T199	20455028432.259804	304104.26779894624
T160	T5	22116681327.80134	62276.39416226221
T47	T17	22685126885.869892	117982.90834131125
T46	T12	22754798763.273106	66024.65657958738
T46	T25	22754798763.273106	66024.65657958738
T164	T57	24032506470.611786	350831.6785853724
T74	T37	25371171013.66142	151771.9141282926
T74	T60	25371171013.66142	151771.9141282926
T22	T175	32157404274.453747	355737.396422918
T22	T191	32157404274.453747	355737.396422918
T27	T101	33209533523.363636	364841.0290887013
T27	T33	33209533523.363636	364841.0290887013
T10	T120	35031467582.77492	336887.56663499534
T10	T166	35031467582.77492	336887.56663499534
T148	T144	37311360665.61692	343455.9171778739
T143	T22	38023689024.25526	38799.10692036045
T34	T149	39657691477.275246	36849.01603973864
T34	T79	39657691477.275246	36849.01603973864
T195	T100	41579309715.75303	155555.260259741
T180	T8	42102156232.629875	71632.23516753282
T13	T45	42567192847.3126	160253.50427379136
T13	T92	42567192847.3126	160253.50427379136
T15	T42	48672627607.02625	92770.81672716454
T15	T82	48672627607.02625	92770.81672716454
T123	T194	53923612448.12462	532674.5120597595
T123	T69	53923612448.12462	532674.5120597595
T89	T47	53927781696.22037	159755.7618398881
T83	T150	55439814447.10856	510239.7566265884
T83	T72	55439814447.10856	510239.7566265884
T21	T155	59474167651.75914	428510.97012264415
T49	T135	63286356206.4699	603553.1808784005
T58	T148	65219874643.75818	18299.71655843005
T156	T134	72672406496.58139	43175.4406473439
T156	T6	72672406496.58139	43175.4406473439
T169	T186	85972749858.29929	35224.47282519998
T91	T102	87779596074.91478	212267.02007321423
T91	T65	87779596074.91478	212267.02007321423
T140	T187	88097003643.15155	143737.67237708284
T67	T53	92283195128.87286	649696.6327679236
T43	T142	96491500489.75209	493644.46117001947
T43	T16	96491500489.75209	493644.46117001947
T153	T165	102507458668.71556	624101.0165702967
T153	T78	102507458668.71556	624101.0165702967
T38	T90	114203411929.47046	3451.9061152477257
T38	T94	114203411929.47046	3451.9061152477257
T137	T38	129811352586.21793	249197.00809597305
T18	T137	131940664336.34592	24673.356355002004
