	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Sylvietta_virens	Illadopsis_cleaveri	Leiothrix_lutea	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Brachypodius_atriceps	Pycnonotus_jocosus	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Hirundo_rustica	Cisticola_juncidis	Donacobius_atricapilla	Locustella_ochotensis	Oxylabes_madagascariensis	Alaudala_cheleensis	Nicator_chloris	Panurus_biarmicus	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Rhodinocichla_rosea	Geospiza_fortis	Emberiza_fucata	Calcarius_ornatus	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Nesospiza_acunhae	Sporophila_hypoxantha	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Peucedramus_taeniatus	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Cinclus_mexicanus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Tichodroma_muraria	Elachura_formosa	Regulus_satrapa	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Melanocharis_versteri	Drymodes_brunneopygia	Callaeas_wilsoni	Notiomystis_cincta	Aleadryas_rufinucha	Daphoenositta_chrysoptera	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Falcunculus_frontatus	Oreocharis_arfaki	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Paradisaea_raggiana	Dicrurus_megarhynchus	Myiagra_hebetior	Struthidea_cinerea	Oriolus_oriolus	Eulacestoma_nigropectus	Pachycephala_philippinensis	Mohoua_ochrocephala	Dryoscopus_gambensis	Rhagologus_leucostigma	Mystacornis_crossleyi	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Dyaphorophyia_castanea	Edolisoma_coerulescens	Ptilorrhoa_leucosticta	Pomatostomus_ruficeps	Orthonyx_spaldingii	Dasyornis_broadbenti	Grantiella_picta	Malurus_elegans	Origma_solitaria	Pardalotus_punctatus	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Piprites_chloris	Neopipo_cinnamomea	Mionectes_macconnelli	Tyrannus_savana	Tachuris_rubrigastra	Onychorhynchus_coronatus	Pachyramphus_minor	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Ciconia_maguari	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Phaethon_lepturus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Phaetusa_simplex	Stercorarius_parasiticus	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Apaloderma_vittatum	Aptenodytes_forsteri	Pygoscelis_adeliae	Eurypyga_helias	Rhynochetos_jubatus	Opisthocomus_hoazin	Podargus_strigoides	Gavia_stellata	Leptosomus_discolor	Mesembrinibis_cayennensis	Nipponia_nippon	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Steatornis_caripensis	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Corythaixoides_concolor	Tauraco_erythrolophus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Cochlearius_cochlearius	Egretta_garzetta	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Thalassarche_chlororhynchos	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Cathartes_aura	Nyctibius_bracteatus	Nyctibius_grandis	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Eudromia_elegans	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Struthio_camelus	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Colius_striatus	Urocolius_indicus	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Alopecoenas_beccarii	Columbina_picui	Columba_livia	Patagioenas_fasciata	Caloenas_nicobarica	Mesitornis_unicolor	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Cariama_cristata	Chunga_burmeisteri	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Indicator_maculatus	Picoides_pubescens	Merops_nubicus	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Upupa_epops	Falco_cherrug	Falco_peregrinus
Acanthisitta_chloris	0	0.196762	0.196831	0.197275	0.202906	0.207396	0.205936	0.213185	0.201427	0.212067	0.207207	0.20601	0.195209	0.202425	0.197706	0.201028	0.205653	0.206969	0.219696	0.205409	0.207612	0.215106	0.196425	0.204435	0.210744	0.202829	0.197119	0.206097	0.200724	0.200857	0.204178	0.220755	0.224242	0.223209	0.2089	0.209901	0.206319	0.207911	0.21006	0.207704	0.214438	0.20781	0.203065	0.211009	0.220947	0.223496	0.208693	0.219463	0.212256	0.212474	0.214334	0.208758	0.199069	0.202717	0.213097	0.214306	0.213168	0.205536	0.207314	0.218419	0.201463	0.194629	0.206412	0.205176	0.216153	0.215964	0.190062	0.188924	0.183098	0.20868	0.202152	0.202859	0.200902	0.193131	0.201599	0.212167	0.194644	0.206152	0.193263	0.215397	0.218481	0.210332	0.19459	0.198895	0.206293	0.209537	0.201079	0.199853	0.209932	0.225204	0.213196	0.209565	0.197177	0.197504	0.204549	0.208323	0.216528	0.211859	0.208837	0.20163	0.18466	0.200642	0.187234	0.18078	0.18772	0.177129	0.183112	0.223801	0.195764	0.182773	0.176905	0.180336	0.198381	0.186365	0.184025	0.192302	0.211598	0.182627	0.20236	0.193722	0.197349	0.183969	0.193698	0.186798	0.184334	0.186777	0.18433	0.1685	0.18571	0.181651	0.182214	0.185474	0.179772	0.177311	0.175074	0.175125	0.191952	0.180868	0.165794	0.181659	0.192398	0.181564	0.1733	0.173211	0.161933	0.170812	0.15334	0.174509	0.179759	0.192746	0.164358	0.177719	0.182308	0.194798	0.184248	0.187084	0.178029	0.195945	0.1752	0.184204	0.187868	0.195026	0.160493	0.1874	0.160612	0.195159	0.17966	0.179697	0.176982	0.171695	0.169189	0.159269	0.163346	0.229309	0.271019	0.276803	0.231126	0.259016	0.204657	0.197575	0.203804	0.179648	0.206497	0.208928	0.234321	0.216247	0.206115	0.191069	0.192198	0.192208	0.196904	0.189866	0.188709	0.189874	0.198049	0.199421	0.19345	0.202549	0.228984	0.215167	0.292481	0.211897	0.213816	0.189872	0.219042	0.214392	0.233356	0.244671	0.211145	0.18758	0.204844	0.209334	0.246114	0.161097	0.16908	0.215603	0.211898	0.231682	0.201546	0.172353	0.177836	0.182597	0.187604	0.177122	0.185208	0.214742	0.212376	0.207399	0.205823	0.208212	0.179254	0.172577	0.176204	0.17785	0.268807	0.181909	0.180747	0.17508	0.167453	0.211959	0.174115	0.180755	0.19455	0.203299	0.210102	0.199298	0.186636	0.190107	0.213111	0.264749	0.282016	0.282136	0.185007	0.194141	0.163746	0.170429	0.169761	0.176548	0.170877	0.173358	0.161634	0.173185	0.174352	0.17983	0.177561	0.162954	0.191774	0.181377	0.295823	0.37924	0.374586	0.368692	0.360604	0.35817	0.359661	0.344374	0.349465	0.339657	0.306051	0.30298	0.306372	0.297031	0.301105	0.28486	0.247157	0.274024	0.29221	0.288696	0.288494	0.289926	0.387379	0.37894	0.371176	0.381447	0.3561	0.35498	0.377538	0.377485	0.392832	0.377747	0.311005	0.304223	0.324364	0.316729	0.314313	0.283018	0.281838	0.24449	0.269785	0.278531	0.246816	0.270438	0.194977	0.234479	0.251013	0.292753	0.295572	0.226976	0.234287	0.216235	0.231049	0.248629	0.240182	0.243639	0.225484	0.228051	0.208904	0.220986	0.212995	0.254603	0.248513	0.253485	0.239151	0.247155	0.219494	0.196886	0.19475	0.227297	0.302995	0.260933	0.234796	0.248095	0.237618	0.222221	0.287907	0.280495	0.365977	0.354422	0.373242	0.298452	0.321669	0.318141	0.258639	0.223763	0.393835	0.41228	0.190392	0.189237
Acrocephalus_arundinaceus	0.196762	0	0.0370339	0.0688275	0.0766241	0.0811138	0.0796537	0.0869032	0.075145	0.0857847	0.080925	0.079728	0.0689265	0.0784059	0.0736868	0.0793364	0.083961	0.0852774	0.0980048	0.0837174	0.0859202	0.0934148	0.0747332	0.0827454	0.0890548	0.0811396	0.0754292	0.0914388	0.0860657	0.0861989	0.0919196	0.108497	0.111983	0.11095	0.0989371	0.0999386	0.0963566	0.0979489	0.100098	0.097741	0.104475	0.0978475	0.0931023	0.101047	0.110985	0.113534	0.0987303	0.1095	0.102293	0.102511	0.104371	0.0987953	0.0891064	0.0927548	0.103134	0.104343	0.103206	0.0955731	0.0973517	0.108457	0.0915008	0.0846668	0.0964494	0.0952139	0.10619	0.106002	0.0800998	0.0789618	0.073135	0.0987178	0.0921894	0.0928961	0.0909392	0.0831682	0.0916365	0.102204	0.0846816	0.0961897	0.0833004	0.105434	0.108518	0.100369	0.0846271	0.0889327	0.0963309	0.0995747	0.0911161	0.0898908	0.0999691	0.115241	0.103235	0.0996046	0.0872164	0.087543	0.0945882	0.0983625	0.106567	0.101899	0.110919	0.103712	0.0867416	0.102723	0.0952873	0.0944579	0.101398	0.100449	0.106432	0.14712	0.119084	0.106093	0.100224	0.103655	0.121701	0.109685	0.107345	0.115621	0.134917	0.105947	0.12568	0.117041	0.120668	0.107289	0.117017	0.110117	0.107654	0.110096	0.10765	0.0918192	0.10903	0.10497	0.105534	0.108793	0.103091	0.100631	0.0983934	0.0984441	0.115271	0.104187	0.10788	0.123745	0.134484	0.12365	0.115386	0.151236	0.139958	0.152028	0.134556	0.187093	0.192343	0.205329	0.176942	0.190302	0.194892	0.207382	0.196832	0.199668	0.190613	0.208528	0.187783	0.196788	0.200452	0.20761	0.173077	0.199984	0.173196	0.207743	0.192243	0.192281	0.189566	0.184279	0.181773	0.171853	0.17593	0.258722	0.300433	0.306216	0.260539	0.288429	0.23407	0.226988	0.233217	0.209061	0.23591	0.238341	0.263734	0.24566	0.235528	0.220482	0.221611	0.221621	0.226318	0.219279	0.218122	0.219287	0.227462	0.228834	0.222864	0.231962	0.258397	0.24458	0.321894	0.24131	0.243229	0.219285	0.248455	0.243805	0.262769	0.274084	0.240558	0.216993	0.234257	0.238748	0.275527	0.19051	0.198493	0.245016	0.241311	0.261095	0.230959	0.201766	0.207249	0.21201	0.217017	0.206535	0.214621	0.244155	0.241789	0.236812	0.235236	0.237625	0.208667	0.20199	0.205617	0.207263	0.29822	0.211322	0.21016	0.204493	0.196866	0.241372	0.203529	0.210168	0.223963	0.232712	0.239515	0.228711	0.216049	0.21952	0.242524	0.294162	0.311429	0.31155	0.21442	0.223554	0.193159	0.199842	0.199174	0.205961	0.20029	0.202771	0.191047	0.202598	0.203765	0.209243	0.206974	0.192367	0.221187	0.21079	0.325236	0.408654	0.403999	0.398105	0.390017	0.387583	0.389074	0.373787	0.378878	0.36907	0.335464	0.332393	0.335785	0.326444	0.330518	0.314273	0.27657	0.303437	0.321623	0.318109	0.317907	0.319339	0.416792	0.408353	0.400589	0.41086	0.385514	0.384393	0.406952	0.406898	0.422245	0.40716	0.340418	0.333636	0.353777	0.346142	0.343726	0.312431	0.311251	0.273903	0.299198	0.307944	0.27623	0.299851	0.22439	0.263892	0.280426	0.322166	0.324985	0.256389	0.2637	0.245648	0.260462	0.278042	0.269595	0.273052	0.254897	0.257464	0.238317	0.250399	0.242408	0.284017	0.277926	0.282898	0.268564	0.276568	0.248907	0.226299	0.224163	0.25671	0.332408	0.290346	0.264209	0.277508	0.267031	0.251634	0.31732	0.309908	0.39539	0.383835	0.402655	0.327865	0.351082	0.347554	0.288052	0.253176	0.423248	0.441693	0.219806	0.21865
Hippolais_icterina	0.196831	0.0370339	0	0.0688969	0.0766935	0.0811832	0.079723	0.0869726	0.0752143	0.085854	0.0809944	0.0797973	0.0689959	0.0784753	0.0737562	0.0794057	0.0840304	0.0853468	0.0980742	0.0837867	0.0859896	0.0934842	0.0748026	0.0828147	0.0891241	0.0812089	0.0754985	0.0915081	0.0861351	0.0862682	0.0919889	0.108566	0.112053	0.11102	0.0990065	0.100008	0.0964259	0.0980182	0.100167	0.0978103	0.104544	0.0979169	0.0931716	0.101116	0.111054	0.113603	0.0987996	0.109569	0.102363	0.102581	0.104441	0.0988646	0.0891758	0.0928242	0.103204	0.104413	0.103275	0.0956425	0.0974211	0.108526	0.0915702	0.0847361	0.0965187	0.0952832	0.10626	0.106071	0.0801692	0.0790311	0.0732044	0.0987872	0.0922587	0.0929654	0.0910085	0.0832375	0.0917058	0.102273	0.0847509	0.0962591	0.0833697	0.105504	0.108588	0.100438	0.0846964	0.0890021	0.0964002	0.0996441	0.0911855	0.0899601	0.100038	0.11531	0.103305	0.099674	0.0872858	0.0876123	0.0946576	0.0984319	0.106636	0.101968	0.110988	0.103781	0.0868109	0.102793	0.0953566	0.0945273	0.101467	0.100518	0.106501	0.14719	0.119153	0.106162	0.100294	0.103725	0.12177	0.109754	0.107414	0.115691	0.134986	0.106016	0.125749	0.117111	0.120738	0.107358	0.117087	0.110186	0.107723	0.110166	0.107719	0.0918886	0.109099	0.10504	0.105603	0.108863	0.103161	0.1007	0.0984628	0.0985134	0.115341	0.104256	0.10795	0.123815	0.134553	0.123719	0.115455	0.151306	0.140028	0.152098	0.134626	0.187162	0.192412	0.205399	0.177011	0.190372	0.194961	0.207451	0.196901	0.199737	0.190682	0.208598	0.187853	0.196858	0.200521	0.207679	0.173146	0.200054	0.173265	0.207812	0.192313	0.19235	0.189635	0.184348	0.181842	0.171922	0.175999	0.258791	0.300502	0.306285	0.260609	0.288499	0.23414	0.227057	0.233286	0.20913	0.23598	0.238411	0.263803	0.245729	0.235597	0.220551	0.22168	0.221691	0.226387	0.219349	0.218192	0.219356	0.227532	0.228904	0.222933	0.232031	0.258467	0.244649	0.321963	0.24138	0.243298	0.219354	0.248524	0.243874	0.262838	0.274153	0.240628	0.217062	0.234327	0.238817	0.275597	0.190579	0.198562	0.245085	0.24138	0.261165	0.231028	0.201835	0.207318	0.21208	0.217087	0.206604	0.214691	0.244225	0.241858	0.236881	0.235305	0.237694	0.208736	0.20206	0.205686	0.207332	0.298289	0.211392	0.21023	0.204562	0.196935	0.241441	0.203598	0.210237	0.224033	0.232782	0.239585	0.22878	0.216119	0.219589	0.242594	0.294231	0.311498	0.311619	0.21449	0.223623	0.193228	0.199912	0.199244	0.206031	0.200359	0.20284	0.191117	0.202667	0.203834	0.209312	0.207044	0.192437	0.221256	0.21086	0.325305	0.408723	0.404069	0.398174	0.390086	0.387652	0.389144	0.373856	0.378947	0.36914	0.335534	0.332462	0.335854	0.326514	0.330587	0.314342	0.276639	0.303506	0.321693	0.318178	0.317976	0.319408	0.416861	0.408422	0.400659	0.41093	0.385583	0.384463	0.407021	0.406968	0.422315	0.407229	0.340488	0.333705	0.353846	0.346211	0.343795	0.3125	0.31132	0.273972	0.299267	0.308013	0.276299	0.29992	0.22446	0.263961	0.280496	0.322235	0.325055	0.256458	0.263769	0.245717	0.260531	0.278111	0.269664	0.273121	0.254966	0.257533	0.238387	0.250468	0.242477	0.284086	0.277995	0.282967	0.268633	0.276637	0.248976	0.226369	0.224233	0.256779	0.332478	0.290416	0.264278	0.277577	0.2671	0.251704	0.317389	0.309978	0.395459	0.383904	0.402724	0.327934	0.351152	0.347623	0.288121	0.253245	0.423318	0.441763	0.219875	0.21872
Sylvietta_virens	0.197275	0.0688275	0.0688969	0	0.0771372	0.0816269	0.0801667	0.0874163	0.075658	0.0862977	0.081438	0.080241	0.0694396	0.078919	0.0741999	0.0798494	0.0844741	0.0857905	0.0985179	0.0842304	0.0864333	0.0939279	0.0752462	0.0832584	0.0895678	0.0816526	0.0759422	0.0919518	0.0865787	0.0867119	0.0924326	0.10901	0.112496	0.111464	0.0994502	0.100452	0.0968696	0.0984619	0.100611	0.098254	0.104988	0.0983606	0.0936153	0.10156	0.111498	0.114047	0.0992433	0.110013	0.102806	0.103024	0.104884	0.0993083	0.0896194	0.0932678	0.103647	0.104856	0.103719	0.0960862	0.0978648	0.10897	0.0920138	0.0851798	0.0969624	0.0957269	0.106703	0.106515	0.0806128	0.0794748	0.073648	0.0992308	0.0927024	0.0934091	0.0914522	0.0836812	0.0921495	0.102717	0.0851946	0.0967027	0.0838134	0.105947	0.109031	0.100882	0.0851401	0.0894457	0.0968439	0.100088	0.0916292	0.0904038	0.100482	0.115754	0.103748	0.100118	0.0877295	0.088056	0.0951012	0.0988755	0.10708	0.102412	0.111432	0.104225	0.0872546	0.103236	0.0958003	0.0949709	0.101911	0.100962	0.106945	0.147633	0.119597	0.106606	0.100737	0.104168	0.122214	0.110198	0.107858	0.116134	0.13543	0.10646	0.126193	0.117554	0.121181	0.107802	0.11753	0.11063	0.108167	0.110609	0.108163	0.0923322	0.109543	0.105483	0.106047	0.109306	0.103604	0.101144	0.0989065	0.0989571	0.115784	0.1047	0.108393	0.124258	0.134997	0.124163	0.115899	0.151749	0.140472	0.152541	0.135069	0.187606	0.192856	0.205842	0.177455	0.190815	0.195405	0.207895	0.197345	0.200181	0.191126	0.209041	0.188296	0.197301	0.200965	0.208123	0.17359	0.200497	0.173709	0.208256	0.192756	0.192794	0.190079	0.184792	0.182286	0.172366	0.176443	0.259235	0.300946	0.306729	0.261052	0.288942	0.234583	0.227501	0.23373	0.209574	0.236423	0.238854	0.264247	0.246173	0.236041	0.220995	0.222124	0.222135	0.226831	0.219792	0.218635	0.2198	0.227975	0.229347	0.223377	0.232475	0.25891	0.245093	0.322407	0.241823	0.243742	0.219798	0.248968	0.244318	0.263282	0.274597	0.241071	0.217506	0.23477	0.239261	0.27604	0.191023	0.199006	0.245529	0.241824	0.261608	0.231472	0.202279	0.207762	0.212523	0.217531	0.207048	0.215134	0.244668	0.242302	0.237325	0.235749	0.238138	0.20918	0.202503	0.20613	0.207776	0.298733	0.211835	0.210673	0.205006	0.197379	0.241885	0.204042	0.210681	0.224476	0.233225	0.240028	0.229224	0.216562	0.220033	0.243037	0.294675	0.311942	0.312063	0.214933	0.224067	0.193672	0.200355	0.199687	0.206474	0.200803	0.203284	0.19156	0.203111	0.204278	0.209756	0.207487	0.192881	0.2217	0.211303	0.325749	0.409167	0.404512	0.398618	0.39053	0.388096	0.389587	0.3743	0.379391	0.369583	0.335977	0.332906	0.336298	0.326957	0.331031	0.314786	0.277083	0.30395	0.322136	0.318622	0.31842	0.319852	0.417305	0.408866	0.401102	0.411373	0.386027	0.384906	0.407465	0.407411	0.422758	0.407673	0.340931	0.334149	0.35429	0.346655	0.344239	0.312944	0.311764	0.274416	0.299711	0.308457	0.276743	0.300364	0.224903	0.264405	0.280939	0.322679	0.325498	0.256902	0.264213	0.246161	0.260975	0.278555	0.270108	0.273565	0.25541	0.257977	0.23883	0.250912	0.242921	0.28453	0.278439	0.283411	0.269077	0.277081	0.24942	0.226812	0.224676	0.257223	0.332921	0.290859	0.264722	0.278021	0.267544	0.252147	0.317833	0.310421	0.395903	0.384348	0.403168	0.328378	0.351595	0.348067	0.288565	0.253689	0.423761	0.442206	0.220319	0.219164
Illadopsis_cleaveri	0.202906	0.0766241	0.0766935	0.0771372	0	0.0754165	0.0739563	0.0812059	0.0694476	0.0800873	0.0752276	0.0740306	0.0632292	0.0845504	0.0798313	0.0854808	0.0901055	0.0914219	0.104149	0.0898618	0.0920647	0.0995593	0.0808777	0.0888898	0.0951992	0.087284	0.0815736	0.0975832	0.0922101	0.0923433	0.098064	0.114641	0.118128	0.117095	0.105082	0.106083	0.102501	0.104093	0.106242	0.103885	0.11062	0.103992	0.0992467	0.107191	0.117129	0.119678	0.104875	0.115644	0.108438	0.108656	0.110516	0.10494	0.0952508	0.0988992	0.109279	0.110488	0.10935	0.101718	0.103496	0.114601	0.0976453	0.0908112	0.102594	0.101358	0.112335	0.112146	0.0862442	0.0851062	0.0792795	0.104862	0.0983338	0.0990405	0.0970836	0.0893126	0.0977809	0.108348	0.090826	0.102334	0.0894448	0.111579	0.114663	0.106513	0.0907715	0.0950772	0.102475	0.105719	0.0972606	0.0960352	0.106114	0.121385	0.10938	0.105749	0.0933609	0.0936874	0.100733	0.104507	0.112712	0.108043	0.117063	0.109856	0.092886	0.108868	0.101432	0.100602	0.107542	0.106593	0.112576	0.153265	0.125228	0.112237	0.106369	0.1098	0.127845	0.115829	0.113489	0.121766	0.141062	0.112091	0.131824	0.123186	0.126813	0.113433	0.123162	0.116262	0.113798	0.116241	0.113794	0.0979637	0.115174	0.111115	0.111678	0.114938	0.109236	0.106775	0.104538	0.104589	0.121416	0.110331	0.114025	0.12989	0.140628	0.129794	0.12153	0.157381	0.146103	0.158173	0.140701	0.193237	0.198487	0.211474	0.183086	0.196447	0.201037	0.213526	0.202976	0.205812	0.196757	0.214673	0.193928	0.202933	0.206596	0.213754	0.179221	0.206129	0.17934	0.213887	0.198388	0.198425	0.19571	0.190423	0.187917	0.177997	0.182074	0.264866	0.306577	0.31236	0.266684	0.294574	0.240215	0.233132	0.239361	0.215206	0.242055	0.244486	0.269878	0.251804	0.241672	0.226626	0.227755	0.227766	0.232462	0.225424	0.224267	0.225431	0.233607	0.234979	0.229008	0.238106	0.264542	0.250724	0.328038	0.247455	0.249373	0.225429	0.2546	0.249949	0.268913	0.280228	0.246703	0.223137	0.240402	0.244892	0.281672	0.196654	0.204637	0.251161	0.247455	0.26724	0.237103	0.20791	0.213393	0.218155	0.223162	0.21268	0.220766	0.2503	0.247933	0.242956	0.24138	0.243769	0.214811	0.208135	0.211761	0.213407	0.304364	0.217467	0.216305	0.210637	0.20301	0.247516	0.209673	0.216312	0.230108	0.238857	0.24566	0.234855	0.222194	0.225664	0.248669	0.300306	0.317573	0.317694	0.220565	0.229698	0.199303	0.205987	0.205319	0.212106	0.206434	0.208915	0.197192	0.208742	0.209909	0.215387	0.213119	0.198512	0.227331	0.216935	0.33138	0.414798	0.410144	0.40425	0.396161	0.393727	0.395219	0.379931	0.385022	0.375215	0.341609	0.338537	0.341929	0.332589	0.336662	0.320417	0.282714	0.309581	0.327768	0.324253	0.324051	0.325483	0.422936	0.414498	0.406734	0.417005	0.391658	0.390538	0.413096	0.413043	0.42839	0.413304	0.346563	0.33978	0.359921	0.352287	0.34987	0.318575	0.317395	0.280047	0.305342	0.314089	0.282374	0.305995	0.230535	0.270037	0.286571	0.32831	0.33113	0.262534	0.269845	0.251792	0.266606	0.284186	0.275739	0.279197	0.261041	0.263609	0.244462	0.256543	0.248552	0.290161	0.28407	0.289042	0.274708	0.282713	0.255051	0.232444	0.230308	0.262855	0.338553	0.296491	0.270353	0.283652	0.273175	0.257779	0.323464	0.316053	0.401534	0.389979	0.408799	0.334009	0.357227	0.353698	0.294196	0.25932	0.429393	0.447838	0.22595	0.224795
