	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Donacobius_atricapilla	Locustella_ochotensis	Cisticola_juncidis	Sylvietta_virens	Aegithalos_caudatus	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Brachypodius_atriceps	Pycnonotus_jocosus	Nicator_chloris	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Agelaius_phoeniceus	Quiscalus_mexicanus	Molothrus_ater	Setophaga_coronata	Setophaga_kirtlandii	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Calcarius_ornatus	Emberiza_fucata	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Motacilla_alba	Passer_domesticus	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Peucedramus_taeniatus	Irena_cyanogastra	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Elachura_formosa	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Aleadryas_rufinucha	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Eulacestoma_nigropectus	Oreocharis_arfaki	Pachycephala_philippinensis	Falcunculus_frontatus	Oriolus_oriolus	Dryoscopus_gambensis	Dyaphorophyia_castanea	Rhagologus_leucostigma	Gymnorhina_tibicen	Mystacornis_crossleyi	Machaerirhynchus_nigripectus	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Ifrita_kowaldi	Lanius_ludovicianus	Myiagra_hebetior	Paradisaea_raggiana	Struthidea_cinerea	Chaetorhynchus_papuensis	Rhipidura_dahli	Dicrurus_megarhynchus	Daphoenositta_chrysoptera	Mohoua_ochrocephala	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Pomatostomus_ruficeps	Orthonyx_spaldingii	Dasyornis_broadbenti	Origma_solitaria	Pardalotus_punctatus	Grantiella_picta	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Grallaria_varia	Rhegmatorhina_hoffmannsi	Cephalopterus_ornatus	Neopipo_cinnamomea	Piprites_chloris	Tyrannus_savana	Tachuris_rubrigastra	Onychorhynchus_coronatus	Pachyramphus_minor	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Stercorarius_parasiticus	Glareola_pratincola	Rhinoptilus_africanus	Dromas_ardeola	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Indicator_maculatus	Picoides_pubescens	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Struthio_camelus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Sula_dactylatra	Fregata_magnificens	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Gavia_stellata	Opisthocomus_hoazin	Steatornis_caripensis	Fregetta_grallaria	Oceanites_oceanicus	Mesembrinibis_cayennensis	Nipponia_nippon	Aptenodytes_forsteri	Pygoscelis_adeliae	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Calypte_anna	Oreotrochilus_melanogaster	Podargus_strigoides	Ciconia_maguari	Phaethon_lepturus	Cochlearius_cochlearius	Egretta_garzetta	Thalassarche_chlororhynchos	Eurypyga_helias	Rhynochetos_jubatus	Hydrobates_tethys	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Antrostomus_carolinensis	Chordeiles_acutipennis	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Alopecoenas_beccarii	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Columbina_picui	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Phoenicopterus_ruber	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Podiceps_cristatus	Podilymbus_podiceps	Mesitornis_unicolor	Buceros_rhinoceros	Bucorvus_abyssinicus	Rhinopomastus_cyanomelas	Cariama_cristata	Chunga_burmeisteri	Cathartes_aura	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Apaloderma_vittatum	Trogon_melanurus	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Leptosomus_discolor
Acanthisitta_chloris	0	0.233033	0.235212	0.251206	0.248778	0.232706	0.235291	0.229638	0.237148	0.229772	0.229717	0.232239	0.222457	0.241295	0.223466	0.217122	0.214947	0.21266	0.211996	0.214282	0.214271	0.228261	0.228366	0.214503	0.214502	0.216705	0.217576	0.207583	0.207585	0.209973	0.214639	0.214588	0.208746	0.223177	0.227297	0.219208	0.227623	0.225272	0.225299	0.226438	0.227674	0.22015	0.22142	0.222047	0.234032	0.213658	0.208992	0.198448	0.19822	0.200839	0.206528	0.210514	0.19497	0.217713	0.209442	0.23461	0.212706	0.19466	0.212639	0.208955	0.216507	0.216437	0.206771	0.242099	0.223877	0.201801	0.223912	0.224286	0.216285	0.227669	0.22529	0.225634	0.222737	0.225569	0.223048	0.216429	0.223633	0.215938	0.245928	0.20003	0.210573	0.205262	0.189312	0.20225	0.195294	0.203508	0.180835	0.21378	0.193707	0.189069	0.186157	0.198745	0.181507	0.189719	0.190795	0.187631	0.204734	0.175603	0.18995	0.205682	0.183952	0.177398	0.180665	0.180665	0.179493	0.183778	0.198829	0.200306	0.185887	0.183972	0.203641	0.210168	0.178111	0.187063	0.18413	0.182898	0.184221	0.208918	0.204462	0.210198	0.208292	0.212903	0.21554	0.210853	0.175037	0.19446	0.199245	0.157172	0.183006	0.199327	0.17822	0.184078	0.196029	0.195277	0.191821	0.180138	0.209686	0.196667	0.201632	0.213004	0.167216	0.1764	0.190634	0.188228	0.193708	0.184623	0.167733	0.18221	0.166132	0.165982	0.271488	0.287005	0.261768	0.258536	0.257052	0.237674	0.197862	0.200145	0.201283	0.204278	0.224936	0.224087	0.226449	0.209165	0.221939	0.203513	0.225807	0.236048	0.204151	0.212882	0.216571	0.211067	0.235874	0.25283	0.256002	0.291161	0.203321	0.236007	0.238851	0.211104	0.20122	0.199846	0.203735	0.284894	0.282613	0.286355	0.293169	0.287134	0.273535	0.343635	0.403003	0.402791	0.396559	0.3931	0.386123	0.380956	0.39134	0.374838	0.355245	0.358394	0.344666	0.345808	0.343908	0.342429	0.336864	0.30468	0.289204	0.342895	0.344018	0.340502	0.339382	0.357521	0.361521	0.472505	0.474899	0.47911	0.481979	0.487768	0.484066	0.531506	0.541032	0.540982	0.525602	0.413785	0.410927	0.382838	0.221037	0.219766	0.203771	0.208414	0.203661	0.203666	0.200062	0.207393	0.18877	0.192959	0.188761	0.195465	0.202921	0.244236	0.225423	0.190023	0.186577	0.189927	0.182601	0.190319	0.201861	0.230993	0.217887	0.215347	0.265724	0.258314	0.27477	0.299583	0.321199	0.319322	0.246916	0.182912	0.225474	0.223676	0.221915	0.186873	0.246251	0.242616	0.187852	0.245648	0.261848	0.249012	0.185274	0.19555	0.186732	0.23554	0.239236	0.195531	0.201314	0.18962	0.193057	0.193617	0.202222	0.211729	0.233977	0.2341	0.237868	0.256784	0.231833	0.205567	0.220483	0.212437	0.193311	0.289146	0.282452	0.29934	0.312551	0.289839	0.29064	0.308154	0.223796	0.226993	0.221742	0.264537	0.262532	0.33703	0.209629	0.208553	0.17631	0.224901	0.224819	0.213418	0.231101	0.229742	0.24214	0.320304	0.265912	0.245172	0.216959	0.219958	0.253941	0.192078	0.190917	0.207375	0.213732	0.224345
Acrocephalus_arundinaceus	0.233033	0	0.061083	0.111146	0.108718	0.0950268	0.100211	0.102555	0.110065	0.10269	0.102634	0.109585	0.0998028	0.131082	0.124241	0.117897	0.115722	0.113435	0.114937	0.117223	0.117212	0.131202	0.131307	0.117444	0.117444	0.119647	0.120517	0.110524	0.110526	0.112915	0.11758	0.11753	0.111687	0.126119	0.130238	0.122149	0.130564	0.128213	0.128241	0.129379	0.130616	0.123092	0.124362	0.124988	0.136974	0.116599	0.111933	0.10139	0.101162	0.10378	0.109469	0.113455	0.0979116	0.120654	0.112384	0.137551	0.115647	0.0976015	0.11558	0.111896	0.119448	0.119378	0.109712	0.14504	0.126818	0.104742	0.126853	0.127228	0.119226	0.130611	0.128232	0.128575	0.125678	0.128511	0.125989	0.11937	0.126575	0.11888	0.148869	0.1144	0.124943	0.121887	0.105937	0.121028	0.114072	0.122286	0.117801	0.150745	0.130672	0.126035	0.123123	0.13571	0.118472	0.126684	0.12776	0.124596	0.141699	0.112568	0.126915	0.142647	0.120918	0.114363	0.11763	0.11763	0.116458	0.120743	0.135794	0.137271	0.122853	0.120937	0.140607	0.147134	0.115076	0.124028	0.121095	0.119863	0.123269	0.152922	0.14965	0.173716	0.17181	0.176421	0.179058	0.208937	0.173122	0.192545	0.197329	0.202166	0.228	0.244321	0.223213	0.229072	0.241022	0.240271	0.236815	0.225132	0.25468	0.241661	0.246626	0.257998	0.21221	0.221393	0.235628	0.233222	0.238702	0.229617	0.212727	0.227204	0.211126	0.210975	0.327969	0.343486	0.318249	0.315017	0.313533	0.294154	0.254343	0.256626	0.257764	0.260759	0.281417	0.280567	0.282929	0.265646	0.27842	0.259994	0.282288	0.292528	0.260632	0.269362	0.273051	0.267548	0.292355	0.309311	0.312482	0.347642	0.259802	0.292487	0.295331	0.267585	0.257701	0.256326	0.260215	0.341374	0.339094	0.342836	0.34965	0.343615	0.330016	0.400116	0.459484	0.459271	0.45304	0.44958	0.442604	0.437436	0.447821	0.431319	0.411726	0.414875	0.401146	0.402288	0.400389	0.39891	0.393344	0.361161	0.345685	0.399376	0.400499	0.396983	0.395862	0.414002	0.418002	0.528986	0.531379	0.535591	0.53846	0.544248	0.540546	0.587986	0.597513	0.597462	0.582082	0.470266	0.467407	0.439318	0.277517	0.276246	0.260251	0.264895	0.260141	0.260146	0.256543	0.263873	0.24525	0.249439	0.245241	0.251946	0.259402	0.300717	0.281904	0.246503	0.243058	0.246407	0.239081	0.2468	0.258342	0.287473	0.274367	0.271827	0.322204	0.314794	0.331251	0.356064	0.377679	0.375802	0.303397	0.239393	0.281955	0.280157	0.278395	0.243353	0.302732	0.299097	0.244333	0.302128	0.318329	0.305493	0.241754	0.252031	0.243212	0.292021	0.295717	0.252012	0.257794	0.2461	0.249538	0.250097	0.258702	0.268209	0.290457	0.29058	0.294349	0.313264	0.288313	0.262047	0.276963	0.268917	0.249792	0.345627	0.338933	0.35582	0.369032	0.346319	0.34712	0.364635	0.280276	0.283474	0.278222	0.321017	0.319012	0.39351	0.266109	0.265033	0.23279	0.281382	0.281299	0.269899	0.287581	0.286223	0.29862	0.376785	0.322393	0.301652	0.273439	0.276439	0.310421	0.248558	0.247398	0.263856	0.270212	0.280826
Hippolais_icterina	0.235212	0.061083	0	0.113324	0.110897	0.0972055	0.102389	0.104734	0.112244	0.104868	0.104813	0.111764	0.101981	0.13326	0.12642	0.120075	0.117901	0.115613	0.117116	0.119402	0.119391	0.133381	0.133486	0.119623	0.119622	0.121825	0.122696	0.112703	0.112705	0.115093	0.119759	0.119708	0.113865	0.128297	0.132417	0.124328	0.132743	0.130392	0.130419	0.131558	0.132794	0.12527	0.12654	0.127167	0.139152	0.118778	0.114111	0.103568	0.10334	0.105959	0.111648	0.115634	0.10009	0.122833	0.114562	0.13973	0.117826	0.0997802	0.117759	0.114075	0.121627	0.121557	0.111891	0.147219	0.128996	0.106921	0.129032	0.129406	0.121405	0.132789	0.13041	0.130754	0.127857	0.130689	0.128168	0.121549	0.128753	0.121058	0.151048	0.116579	0.127121	0.124066	0.108116	0.123207	0.11625	0.124464	0.119979	0.152924	0.132851	0.128213	0.125301	0.137889	0.12065	0.128863	0.129939	0.126775	0.143877	0.114747	0.129094	0.144825	0.123096	0.116542	0.119809	0.119809	0.118636	0.122922	0.137973	0.13945	0.125031	0.123116	0.142785	0.149312	0.117255	0.126207	0.123274	0.122042	0.125448	0.155101	0.151829	0.175895	0.173989	0.1786	0.181237	0.211116	0.175301	0.194724	0.199508	0.204344	0.230178	0.2465	0.225392	0.23125	0.243201	0.24245	0.238994	0.227311	0.256858	0.243839	0.248805	0.260176	0.214389	0.223572	0.237806	0.2354	0.24088	0.231796	0.214905	0.229382	0.213305	0.213154	0.330147	0.345664	0.320428	0.317196	0.315711	0.296333	0.256522	0.258805	0.259942	0.262937	0.283595	0.282746	0.285108	0.267824	0.280598	0.262172	0.284466	0.294707	0.26281	0.271541	0.27523	0.269727	0.294534	0.311489	0.314661	0.34982	0.26198	0.294666	0.29751	0.269763	0.25988	0.258505	0.262394	0.343553	0.341272	0.345014	0.351828	0.345793	0.332194	0.402294	0.461663	0.46145	0.455218	0.451759	0.444782	0.439615	0.449999	0.433498	0.413904	0.417053	0.403325	0.404467	0.402568	0.401089	0.395523	0.363339	0.347863	0.401554	0.402678	0.399161	0.398041	0.41618	0.42018	0.531165	0.533558	0.537769	0.540638	0.546427	0.542725	0.590165	0.599691	0.599641	0.584261	0.472444	0.469586	0.441497	0.279696	0.278425	0.26243	0.267073	0.26232	0.262325	0.258721	0.266052	0.247429	0.251618	0.24742	0.254124	0.261581	0.302895	0.284083	0.248682	0.245236	0.248586	0.24126	0.248978	0.260521	0.289652	0.276546	0.274006	0.324383	0.316973	0.333429	0.358243	0.379858	0.377981	0.305576	0.241571	0.284134	0.282335	0.280574	0.245532	0.30491	0.301276	0.246511	0.304307	0.320507	0.307671	0.243933	0.254209	0.245391	0.294199	0.297895	0.25419	0.259973	0.248279	0.251716	0.252276	0.260881	0.270388	0.292636	0.292759	0.296527	0.315443	0.290492	0.264226	0.279142	0.271096	0.25197	0.347805	0.341112	0.357999	0.37121	0.348498	0.349299	0.366813	0.282455	0.285653	0.280401	0.323196	0.321191	0.395689	0.268288	0.267212	0.234969	0.283561	0.283478	0.272077	0.28976	0.288402	0.300799	0.378963	0.324571	0.303831	0.275618	0.278618	0.3126	0.250737	0.249576	0.266034	0.272391	0.283005
Donacobius_atricapilla	0.251206	0.111146	0.113324	0	0.12412	0.113199	0.118383	0.120728	0.128238	0.120862	0.120807	0.127758	0.117975	0.149254	0.142414	0.136069	0.133895	0.131607	0.13311	0.135396	0.135385	0.149375	0.14948	0.135617	0.135616	0.137819	0.13869	0.128697	0.128699	0.131087	0.135753	0.135702	0.129859	0.144291	0.148411	0.140322	0.148737	0.146386	0.146413	0.147552	0.148788	0.141264	0.142534	0.143161	0.155146	0.134772	0.130105	0.119562	0.119334	0.121953	0.127642	0.131628	0.116084	0.138827	0.130556	0.155724	0.13382	0.115774	0.133753	0.130069	0.137621	0.137551	0.127885	0.163213	0.14499	0.122915	0.145026	0.1454	0.137399	0.148783	0.146404	0.146748	0.143851	0.146683	0.144162	0.137543	0.144747	0.137052	0.167042	0.132573	0.143115	0.14006	0.12411	0.139201	0.132244	0.140458	0.135973	0.168918	0.148845	0.144207	0.141295	0.153883	0.136644	0.144857	0.145933	0.142769	0.159871	0.130741	0.145088	0.160819	0.13909	0.132536	0.135803	0.135803	0.13463	0.138916	0.153967	0.155444	0.141025	0.13911	0.158779	0.165306	0.133249	0.142201	0.139268	0.138036	0.141442	0.171095	0.167823	0.191889	0.189983	0.194594	0.197231	0.22711	0.191295	0.210718	0.215502	0.220338	0.246172	0.262494	0.241386	0.247244	0.259195	0.258444	0.254988	0.243305	0.272852	0.259833	0.264799	0.27617	0.230383	0.239566	0.2538	0.251394	0.256874	0.24779	0.230899	0.245376	0.229299	0.229148	0.346141	0.361658	0.336421	0.333189	0.331705	0.312327	0.272516	0.274799	0.275936	0.278931	0.299589	0.29874	0.301102	0.283818	0.296592	0.278166	0.30046	0.310701	0.278804	0.287535	0.291224	0.285721	0.310527	0.327483	0.330655	0.365814	0.277974	0.31066	0.313504	0.285757	0.275874	0.274499	0.278388	0.359547	0.357266	0.361008	0.367822	0.361787	0.348188	0.418288	0.477657	0.477444	0.471212	0.467753	0.460776	0.455609	0.465993	0.449492	0.429898	0.433047	0.419319	0.420461	0.418561	0.417083	0.411517	0.379333	0.363857	0.417548	0.418672	0.415155	0.414035	0.432174	0.436174	0.547159	0.549552	0.553763	0.556632	0.562421	0.558719	0.606159	0.615685	0.615635	0.600255	0.488438	0.48558	0.457491	0.29569	0.294419	0.278424	0.283067	0.278314	0.278319	0.274715	0.282046	0.263423	0.267612	0.263414	0.270118	0.277575	0.318889	0.300077	0.264676	0.26123	0.26458	0.257254	0.264972	0.276515	0.305646	0.29254	0.29	0.340377	0.332967	0.349423	0.374236	0.395852	0.393975	0.32157	0.257565	0.300127	0.298329	0.296568	0.261526	0.320904	0.31727	0.262505	0.320301	0.336501	0.323665	0.259927	0.270203	0.261385	0.310193	0.313889	0.270184	0.275967	0.264273	0.26771	0.26827	0.276875	0.286382	0.30863	0.308753	0.312521	0.331437	0.306486	0.28022	0.295136	0.28709	0.267964	0.363799	0.357106	0.373993	0.387204	0.364492	0.365293	0.382807	0.298449	0.301647	0.296395	0.33919	0.337185	0.411683	0.284282	0.283206	0.250963	0.299555	0.299472	0.288071	0.305754	0.304395	0.316793	0.394957	0.340565	0.319825	0.291612	0.294612	0.328594	0.266731	0.26557	0.282028	0.288385	0.298999
Locustella_ochotensis	0.248778	0.108718	0.110897	0.12412	0	0.110772	0.115956	0.118301	0.125811	0.118435	0.11838	0.125331	0.115548	0.146827	0.139986	0.133642	0.131467	0.12918	0.130682	0.132968	0.132958	0.146947	0.147052	0.133189	0.133189	0.135392	0.136263	0.126269	0.126271	0.12866	0.133326	0.133275	0.127432	0.141864	0.145983	0.137894	0.14631	0.143958	0.143986	0.145125	0.146361	0.138837	0.140107	0.140734	0.152719	0.132345	0.127678	0.117135	0.116907	0.119526	0.125214	0.129201	0.113657	0.136399	0.128129	0.153297	0.131393	0.113347	0.131325	0.127642	0.135193	0.135124	0.125457	0.160786	0.142563	0.120488	0.142598	0.142973	0.134972	0.146356	0.143977	0.14432	0.141424	0.144256	0.141734	0.135116	0.14232	0.134625	0.164614	0.130145	0.140688	0.137632	0.121682	0.136773	0.129817	0.138031	0.133546	0.166491	0.146417	0.14178	0.138868	0.151456	0.134217	0.14243	0.143505	0.140342	0.157444	0.128313	0.142661	0.158392	0.136663	0.130109	0.133376	0.133376	0.132203	0.136488	0.15154	0.153017	0.138598	0.136683	0.156352	0.162879	0.130821	0.139774	0.136841	0.135608	0.139014	0.168667	0.165396	0.189461	0.187555	0.192166	0.194804	0.224683	0.188867	0.20829	0.213075	0.217911	0.243745	0.260066	0.238959	0.244817	0.256768	0.256016	0.25256	0.240878	0.270425	0.257406	0.262371	0.273743	0.227955	0.237139	0.251373	0.248967	0.254447	0.245362	0.228472	0.242949	0.226871	0.226721	0.343714	0.359231	0.333994	0.330762	0.329278	0.3099	0.270088	0.272371	0.273509	0.276504	0.297162	0.296313	0.298674	0.281391	0.294165	0.275739	0.298033	0.308274	0.276377	0.285108	0.288797	0.283293	0.3081	0.325056	0.328227	0.363387	0.275547	0.308233	0.311076	0.28333	0.273446	0.272072	0.275961	0.357119	0.354839	0.358581	0.365395	0.35936	0.345761	0.415861	0.475229	0.475017	0.468785	0.465325	0.458349	0.453181	0.463566	0.447064	0.427471	0.43062	0.416892	0.418033	0.416134	0.414655	0.40909	0.376906	0.36143	0.415121	0.416244	0.412728	0.411607	0.429747	0.433747	0.544731	0.547125	0.551336	0.554205	0.559994	0.556292	0.603731	0.613258	0.613207	0.597828	0.486011	0.483153	0.455064	0.293263	0.291991	0.275996	0.28064	0.275886	0.275891	0.272288	0.279618	0.260996	0.265185	0.260987	0.267691	0.275147	0.316462	0.297649	0.262249	0.258803	0.262153	0.254826	0.262545	0.274087	0.303218	0.290112	0.287573	0.33795	0.330539	0.346996	0.371809	0.393424	0.391548	0.319142	0.255138	0.2977	0.295902	0.294141	0.259099	0.318477	0.314842	0.260078	0.317874	0.334074	0.321238	0.2575	0.267776	0.258957	0.307766	0.311462	0.267757	0.27354	0.261846	0.265283	0.265843	0.274448	0.283955	0.306203	0.306326	0.310094	0.329009	0.304058	0.277793	0.292709	0.284662	0.265537	0.361372	0.354678	0.371566	0.384777	0.362064	0.362866	0.38038	0.296022	0.299219	0.293967	0.336762	0.334757	0.409256	0.281854	0.280779	0.248536	0.297127	0.297044	0.285644	0.303327	0.301968	0.314366	0.39253	0.338138	0.317398	0.289185	0.292184	0.326167	0.264304	0.263143	0.279601	0.285957	0.296571
Cisticola_juncidis	0.232706	0.0950268	0.0972055	0.113199	0.110772	0	0.0998837	0.102229	0.109738	0.102363	0.102307	0.109258	0.099476	0.130755	0.123914	0.11757	0.115395	0.113108	0.11461	0.116896	0.116886	0.130875	0.13098	0.117117	0.117117	0.11932	0.12019	0.110197	0.110199	0.112588	0.117253	0.117203	0.11136	0.125792	0.129911	0.121822	0.130238	0.127886	0.127914	0.129053	0.130289	0.122765	0.124035	0.124662	0.136647	0.116272	0.111606	0.101063	0.100835	0.103453	0.109142	0.113128	0.0975848	0.120327	0.112057	0.137225	0.115321	0.0972747	0.115253	0.11157	0.119121	0.119052	0.109385	0.144714	0.126491	0.104416	0.126526	0.126901	0.118899	0.130284	0.127905	0.128248	0.125351	0.128184	0.125662	0.119043	0.126248	0.118553	0.148542	0.114073	0.124616	0.12156	0.10561	0.120701	0.113745	0.121959	0.117474	0.150418	0.130345	0.125708	0.122796	0.135383	0.118145	0.126357	0.127433	0.12427	0.141372	0.112241	0.126588	0.14232	0.120591	0.114037	0.117303	0.117303	0.116131	0.120416	0.135468	0.136944	0.122526	0.120611	0.14028	0.146807	0.114749	0.123702	0.120769	0.119536	0.122942	0.152595	0.149324	0.173389	0.171483	0.176094	0.178732	0.20861	0.172795	0.192218	0.197003	0.201839	0.227673	0.243994	0.222887	0.228745	0.240696	0.239944	0.236488	0.224805	0.254353	0.241334	0.246299	0.257671	0.211883	0.221066	0.235301	0.232895	0.238375	0.22929	0.2124	0.226877	0.210799	0.210649	0.327642	0.343159	0.317922	0.31469	0.313206	0.293827	0.254016	0.256299	0.257437	0.260432	0.28109	0.28024	0.282602	0.265319	0.278093	0.259667	0.281961	0.292202	0.260305	0.269036	0.272724	0.267221	0.292028	0.308984	0.312155	0.347315	0.259475	0.292161	0.295004	0.267258	0.257374	0.256	0.259889	0.341047	0.338767	0.342509	0.349323	0.343288	0.329689	0.399789	0.459157	0.458945	0.452713	0.449253	0.442277	0.437109	0.447494	0.430992	0.411399	0.414548	0.400819	0.401961	0.400062	0.398583	0.393018	0.360834	0.345358	0.399049	0.400172	0.396656	0.395535	0.413675	0.417675	0.528659	0.531053	0.535264	0.538133	0.543921	0.540219	0.587659	0.597186	0.597135	0.581756	0.469939	0.46708	0.438992	0.27719	0.275919	0.259924	0.264568	0.259814	0.259819	0.256216	0.263546	0.244923	0.249112	0.244915	0.251619	0.259075	0.30039	0.281577	0.246176	0.242731	0.24608	0.238754	0.246473	0.258015	0.287146	0.27404	0.271501	0.321878	0.314467	0.330924	0.355737	0.377352	0.375476	0.30307	0.239066	0.281628	0.27983	0.278069	0.243026	0.302405	0.29877	0.244006	0.301801	0.318002	0.305166	0.241428	0.251704	0.242885	0.291694	0.29539	0.251685	0.257468	0.245774	0.249211	0.249771	0.258376	0.267882	0.290131	0.290254	0.294022	0.312937	0.287986	0.261721	0.276636	0.26859	0.249465	0.3453	0.338606	0.355494	0.368705	0.345992	0.346793	0.364308	0.279949	0.283147	0.277895	0.32069	0.318685	0.393184	0.265782	0.264707	0.232464	0.281055	0.280972	0.269572	0.287255	0.285896	0.298294	0.376458	0.322066	0.301326	0.273113	0.276112	0.310095	0.248231	0.247071	0.263529	0.269885	0.280499
