	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Hirundo_rustica	Sylvietta_virens	Alaudala_cheleensis	Panurus_biarmicus	Locustella_ochotensis	Nicator_chloris	Aegithalos_caudatus	Erythrocercus_mccallii	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Brachypodius_atriceps	Pycnonotus_jocosus	Cisticola_juncidis	Donacobius_atricapilla	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Oxylabes_madagascariensis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Geospiza_fortis	Nesospiza_acunhae	Sporophila_hypoxantha	Setophaga_coronata	Setophaga_kirtlandii	Rhodinocichla_rosea	Calcarius_ornatus	Emberiza_fucata	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Hypocryptadius_cinnamomeus	Passer_domesticus	Motacilla_alba	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Urocynchramus_pylzowi	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Prunella_fulvescens	Prunella_himalayana	Dicaeum_eximium	Leptocoma_aspasia	Promerops_cafer	Bombycilla_garrulus	Phainopepla_nitens	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Toxostoma_redivivum	Leucopsar_rothschildi	Sturnus_vulgaris	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Catharus_fuscescens	Cinclus_mexicanus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Tichodroma_muraria	Sitta_europaea	Elachura_formosa	Regulus_satrapa	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Aleadryas_rufinucha	Mohoua_ochrocephala	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Ifrita_kowaldi	Struthidea_cinerea	Rhipidura_dahli	Chaetorhynchus_papuensis	Paradisaea_raggiana	Dicrurus_megarhynchus	Myiagra_hebetior	Dryoscopus_gambensis	Ptilorrhoa_leucosticta	Rhagologus_leucostigma	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Mystacornis_crossleyi	Falcunculus_frontatus	Daphoenositta_chrysoptera	Pachycephala_philippinensis	Dyaphorophyia_castanea	Oriolus_oriolus	Edolisoma_coerulescens	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Oreocharis_arfaki	Eulacestoma_nigropectus	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Pardalotus_punctatus	Origma_solitaria	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Pitta_sordida	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Grallaria_varia	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Onychorhynchus_coronatus	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Mionectes_macconnelli	Tachuris_rubrigastra	Neopipo_cinnamomea	Tyrannus_savana	Pachyramphus_minor	Piprites_chloris	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Opisthocomus_hoazin	Mesembrinibis_cayennensis	Nipponia_nippon	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Fregata_magnificens	Phaethon_lepturus	Eurypyga_helias	Rhynochetos_jubatus	Nyctibius_bracteatus	Nyctibius_grandis	Podargus_strigoides	Cochlearius_cochlearius	Egretta_garzetta	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Phalacrocorax_harrisi	Sula_dactylatra	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Thalassarche_chlororhynchos	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Hydrobates_tethys	Fregetta_grallaria	Oceanites_oceanicus	Steatornis_caripensis	Aptenodytes_forsteri	Pygoscelis_adeliae	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Ciconia_maguari	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Balaeniceps_rex	Scopus_umbretta	Pelecanus_crispus	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Phaetusa_simplex	Dromas_ardeola	Rhinoptilus_africanus	Glareola_pratincola	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Mesitornis_unicolor	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Phasianus_colchicus	Tympanuchus_cupido	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Casuarius_casuarius	Dromaius_novaehollandiae	Struthio_camelus	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Gavia_stellata	Baryphthengus_martii	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Merops_nubicus	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Psilopogon_haemacephalus	Tricholaema_leucomelas	Indicator_maculatus	Picoides_pubescens	Buceros_rhinoceros	Bucorvus_abyssinicus	Upupa_epops	Leptosomus_discolor	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Apaloderma_vittatum	Trogon_melanurus	Colius_striatus	Urocolius_indicus	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Cathartes_aura	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Cariama_cristata	Chunga_burmeisteri
Acanthisitta_chloris	0	0.186451	0.182205	0.201826	0.199899	0.194545	0.210613	0.186973	0.172552	0.219837	0.193525	0.194991	0.182101	0.195562	0.188904	0.181846	0.185549	0.188325	0.199589	0.196532	0.192393	0.180479	0.188339	0.182026	0.186129	0.184269	0.186103	0.192016	0.202096	0.212384	0.214381	0.200237	0.205913	0.203953	0.197685	0.200207	0.203416	0.209267	0.203583	0.204651	0.201799	0.20918	0.194238	0.204261	0.206477	0.209123	0.219477	0.202861	0.209284	0.200598	0.192961	0.192999	0.188846	0.1876	0.191468	0.192709	0.195272	0.196638	0.198412	0.203111	0.20598	0.197141	0.193131	0.190379	0.191457	0.198954	0.188701	0.199334	0.185565	0.187232	0.184353	0.173884	0.20239	0.182284	0.172795	0.197412	0.204101	0.187183	0.186211	0.205653	0.201145	0.201328	0.202023	0.211429	0.195957	0.207017	0.205702	0.19773	0.186142	0.208463	0.216589	0.217645	0.203216	0.225027	0.190689	0.200128	0.203117	0.208512	0.179234	0.186011	0.167248	0.166127	0.186819	0.18562	0.174403	0.158065	0.176075	0.183015	0.171654	0.174107	0.171636	0.19375	0.174347	0.170499	0.178597	0.16146	0.174645	0.161521	0.161297	0.165569	0.157485	0.160066	0.157418	0.166358	0.1641	0.180819	0.178002	0.16291	0.163061	0.169879	0.159026	0.17317	0.175356	0.172486	0.167975	0.168568	0.184993	0.163983	0.181228	0.1865	0.171096	0.161714	0.180786	0.172176	0.15491	0.171911	0.160588	0.181432	0.200739	0.210932	0.15844	0.186512	0.196302	0.16994	0.162678	0.167963	0.164487	0.183837	0.163014	0.174358	0.187999	0.16724	0.174159	0.168336	0.159586	0.156984	0.158144	0.210928	0.17125	0.157519	0.163522	0.177305	0.175343	0.258645	0.289945	0.291002	0.27143	0.251007	0.261775	0.199153	0.205136	0.247129	0.268329	0.271747	0.236087	0.248531	0.23755	0.244439	0.228296	0.2198	0.255023	0.224631	0.239108	0.235245	0.243444	0.255738	0.257858	0.262767	0.256692	0.249745	0.238347	0.316063	0.307711	0.290413	0.309457	0.299257	0.266034	0.287825	0.194918	0.199987	0.218225	0.199876	0.201835	0.221555	0.21581	0.254766	0.201387	0.218264	0.248362	0.256271	0.2404	0.22303	0.208358	0.231897	0.247434	0.209225	0.221042	0.208507	0.235687	0.235898	0.252745	0.233966	0.238165	0.236572	0.24016	0.235848	0.230843	0.230861	0.230858	0.240614	0.235384	0.236919	0.261408	0.242465	0.353055	0.241241	0.261017	0.241614	0.302516	0.293198	0.29209	0.281605	0.29359	0.217986	0.220412	0.217484	0.232387	0.227812	0.239139	0.236676	0.289991	0.351706	0.393067	0.387019	0.386924	0.399645	0.381771	0.38445	0.387207	0.387155	0.360828	0.358552	0.326799	0.32681	0.326318	0.334847	0.323379	0.312888	0.303964	0.398056	0.398056	0.40053	0.401747	0.496661	0.495179	0.493066	0.517334	0.497769	0.492729	0.505922	0.529978	0.529977	0.522379	0.463144	0.457929	0.403064	0.410505	0.428492	0.278311	0.266604	0.26931	0.265445	0.273395	0.25028	0.255139	0.266174	0.187661	0.277857	0.348611	0.293842	0.271856	0.26004	0.237661	0.223418	0.265437	0.294746	0.296871	0.304081	0.309113	0.325694	0.384613	0.316969	0.313492	0.293187	0.29505	0.296315	0.402421	0.246429	0.236396	0.218035	0.211382	0.251912	0.279446	0.265601	0.278405	0.291808	0.278437	0.286149	0.305948	0.208485	0.209354	0.222877	0.222876	0.204413	0.201552	0.208035	0.186124	0.262048	0.260799	0.276783	0.25579	0.256985	0.245862	0.220078	0.224548	0.234077	0.229993	0.241846	0.236846	0.205944	0.194672	0.194664
Acrocephalus_arundinaceus	0.186451	0	0.0324187	0.0953362	0.0944089	0.0890561	0.105124	0.0814846	0.0670637	0.11435	0.0880383	0.0895046	0.0766144	0.0900758	0.0834179	0.0763595	0.0800626	0.082839	0.0941023	0.0910458	0.0869067	0.0749923	0.0828522	0.0765395	0.0806422	0.0787827	0.0806164	0.0865294	0.0966098	0.106898	0.113854	0.0997096	0.105386	0.103426	0.104647	0.107169	0.110378	0.116229	0.110545	0.111613	0.108761	0.116142	0.1012	0.111223	0.113439	0.116085	0.126439	0.109823	0.116246	0.10756	0.099923	0.0999606	0.0958084	0.094562	0.09843	0.0996707	0.102234	0.1036	0.105374	0.110073	0.112942	0.104103	0.100093	0.0973413	0.0984193	0.105916	0.0956635	0.106296	0.0925274	0.0941941	0.0913148	0.0808464	0.109352	0.0892462	0.0797567	0.104374	0.111062	0.0941451	0.0931727	0.112615	0.108107	0.10829	0.108985	0.118391	0.102919	0.113979	0.112664	0.104692	0.0931042	0.115425	0.123551	0.124607	0.110178	0.131989	0.0976508	0.10709	0.110079	0.115474	0.0967159	0.103492	0.0847293	0.0836084	0.104301	0.103102	0.0942825	0.0845763	0.102586	0.109526	0.0981652	0.100618	0.098147	0.120261	0.100858	0.0970099	0.105108	0.0879712	0.101157	0.0880321	0.087808	0.0920807	0.0839961	0.0865772	0.0839294	0.092869	0.0906116	0.10733	0.104513	0.0894213	0.0895722	0.0963899	0.0855371	0.0996816	0.101867	0.098997	0.0944866	0.0950793	0.116442	0.0954314	0.123029	0.128301	0.112897	0.103515	0.122587	0.1483	0.131034	0.158446	0.147124	0.19895	0.218257	0.22845	0.175958	0.20403	0.21382	0.187458	0.180196	0.185481	0.182005	0.201355	0.180532	0.191876	0.205517	0.184758	0.191677	0.185854	0.177104	0.174502	0.175662	0.228446	0.188768	0.175037	0.18104	0.194823	0.192861	0.286042	0.317341	0.318399	0.298827	0.278403	0.289172	0.226549	0.232532	0.274526	0.295725	0.299143	0.263484	0.275927	0.264946	0.271836	0.255693	0.247196	0.282419	0.252028	0.266505	0.262641	0.27084	0.283134	0.285254	0.290164	0.284088	0.277142	0.265744	0.34346	0.335108	0.317809	0.336854	0.326654	0.29343	0.315222	0.222315	0.227384	0.245622	0.227273	0.229232	0.248951	0.243206	0.282162	0.228784	0.245661	0.275759	0.283667	0.267796	0.250427	0.235754	0.259293	0.274831	0.236622	0.248439	0.235903	0.263083	0.263294	0.280141	0.261363	0.265562	0.263968	0.267556	0.263244	0.25824	0.258258	0.258255	0.26801	0.26278	0.264315	0.288804	0.269861	0.380452	0.268638	0.288414	0.26901	0.329913	0.320594	0.319487	0.309001	0.320986	0.245383	0.247808	0.244881	0.259783	0.255209	0.266536	0.264073	0.317388	0.379103	0.420463	0.414416	0.41432	0.427041	0.409167	0.411847	0.414604	0.414551	0.388225	0.385948	0.354195	0.354206	0.353715	0.362243	0.350775	0.340285	0.33136	0.425453	0.425453	0.427926	0.429143	0.524058	0.522576	0.520462	0.54473	0.525166	0.520126	0.533319	0.557375	0.557374	0.549776	0.49054	0.485326	0.430461	0.437901	0.455888	0.305707	0.294001	0.296706	0.292842	0.300792	0.277676	0.282536	0.293571	0.215058	0.305254	0.376008	0.321239	0.299252	0.287437	0.265058	0.250815	0.292834	0.322143	0.324267	0.331478	0.336509	0.353091	0.41201	0.344365	0.340888	0.320583	0.322447	0.323711	0.429817	0.273826	0.263792	0.245432	0.238778	0.279308	0.306842	0.292997	0.305801	0.319204	0.305834	0.313545	0.333345	0.235882	0.23675	0.250273	0.250272	0.23181	0.228948	0.235432	0.21352	0.289445	0.288196	0.304179	0.283186	0.284382	0.273259	0.247474	0.251944	0.261473	0.257389	0.269243	0.264243	0.233341	0.222069	0.22206
Hippolais_icterina	0.182205	0.0324187	0	0.0910894	0.0901621	0.0848093	0.100877	0.0772378	0.0628169	0.110103	0.0837915	0.0852578	0.0723676	0.0858291	0.0791712	0.0721127	0.0758159	0.0785922	0.0898555	0.086799	0.0826599	0.0707456	0.0786054	0.0722927	0.0763954	0.0745359	0.0763696	0.0822827	0.092363	0.102651	0.109608	0.0954628	0.101139	0.0991795	0.1004	0.102922	0.106131	0.111982	0.106298	0.107366	0.104514	0.111896	0.0969532	0.106977	0.109192	0.111838	0.122193	0.105576	0.111999	0.103313	0.0956762	0.0957139	0.0915616	0.0903152	0.0941832	0.0954239	0.0979873	0.0993529	0.101127	0.105827	0.108695	0.0998565	0.0958462	0.0930946	0.0941725	0.101669	0.0914167	0.102049	0.0882806	0.0899474	0.087068	0.0765997	0.105105	0.0849995	0.07551	0.100127	0.106816	0.0898983	0.0889259	0.108368	0.10386	0.104043	0.104738	0.114144	0.0986727	0.109732	0.108418	0.100445	0.0888574	0.111178	0.119304	0.120361	0.105931	0.127742	0.0934041	0.102844	0.105832	0.111227	0.0924691	0.0992455	0.0804826	0.0793617	0.100054	0.0988549	0.0900358	0.0803295	0.0983392	0.10528	0.0939184	0.0963711	0.0939003	0.116015	0.0966115	0.0927632	0.100861	0.0837245	0.0969098	0.0837854	0.0835612	0.0878339	0.0797494	0.0823305	0.0796826	0.0886223	0.0863648	0.103084	0.100266	0.0851745	0.0853255	0.0921431	0.0812903	0.0954348	0.0976203	0.0947502	0.0902398	0.0908326	0.112195	0.0911846	0.118783	0.124054	0.10865	0.0992687	0.11834	0.144053	0.126787	0.1542	0.142877	0.194703	0.21401	0.224203	0.171711	0.199783	0.209573	0.183212	0.175949	0.181234	0.177758	0.197109	0.176285	0.187629	0.20127	0.180511	0.18743	0.181607	0.172857	0.170255	0.171415	0.224199	0.184521	0.17079	0.176793	0.190576	0.188614	0.281795	0.313094	0.314152	0.29458	0.274156	0.284925	0.222302	0.228285	0.270279	0.291479	0.294896	0.259237	0.271681	0.260699	0.267589	0.251446	0.242949	0.278172	0.247781	0.262258	0.258394	0.266594	0.278888	0.281008	0.285917	0.279842	0.272895	0.261497	0.339213	0.330861	0.313563	0.332607	0.322407	0.289184	0.310975	0.218068	0.223137	0.241375	0.223026	0.224985	0.244704	0.23896	0.277916	0.224537	0.241414	0.271512	0.27942	0.263549	0.24618	0.231507	0.255046	0.270584	0.232375	0.244192	0.231656	0.258836	0.259048	0.275895	0.257116	0.261315	0.259721	0.26331	0.258998	0.253993	0.254011	0.254008	0.263763	0.258533	0.260069	0.284557	0.265614	0.376205	0.264391	0.284167	0.264764	0.325666	0.316347	0.31524	0.304755	0.31674	0.241136	0.243562	0.240634	0.255536	0.250962	0.262289	0.259826	0.313141	0.374856	0.416217	0.410169	0.410074	0.422794	0.40492	0.4076	0.410357	0.410304	0.383978	0.381702	0.349949	0.34996	0.349468	0.357996	0.346528	0.336038	0.327114	0.421206	0.421206	0.42368	0.424896	0.519811	0.518329	0.516216	0.540483	0.520919	0.515879	0.529072	0.553128	0.553127	0.545529	0.486294	0.481079	0.426214	0.433654	0.451641	0.30146	0.289754	0.29246	0.288595	0.296545	0.273429	0.278289	0.289324	0.210811	0.301007	0.371761	0.316992	0.295006	0.28319	0.260811	0.246568	0.288587	0.317896	0.320021	0.327231	0.332263	0.348844	0.407763	0.340119	0.336641	0.316337	0.3182	0.319464	0.425571	0.269579	0.259545	0.241185	0.234532	0.275062	0.302596	0.288751	0.301555	0.314958	0.301587	0.309298	0.329098	0.231635	0.232504	0.246027	0.246026	0.227563	0.224701	0.231185	0.209274	0.285198	0.283949	0.299933	0.278939	0.280135	0.269012	0.243228	0.247698	0.257227	0.253143	0.264996	0.259996	0.229094	0.217822	0.217813
Hirundo_rustica	0.201826	0.0953362	0.0910894	0	0.109783	0.104431	0.120499	0.0968591	0.0824382	0.129725	0.103413	0.104879	0.0919889	0.10545	0.0987924	0.091734	0.0954371	0.0982135	0.109477	0.10642	0.102281	0.0903668	0.0982267	0.091914	0.0960167	0.0941572	0.0959909	0.101904	0.111984	0.122272	0.129229	0.115084	0.120761	0.118801	0.120021	0.122543	0.125752	0.131604	0.125919	0.126987	0.124136	0.131517	0.116574	0.126598	0.128813	0.131459	0.141814	0.125197	0.131621	0.122934	0.115298	0.115335	0.111183	0.109937	0.113805	0.115045	0.117609	0.118974	0.120748	0.125448	0.128317	0.119478	0.115467	0.112716	0.113794	0.12129	0.111038	0.121671	0.107902	0.109569	0.106689	0.096221	0.124727	0.104621	0.0951312	0.119748	0.126437	0.10952	0.108547	0.127989	0.123482	0.123665	0.124359	0.133766	0.118294	0.129354	0.128039	0.120067	0.108479	0.1308	0.138925	0.139982	0.125552	0.147364	0.113025	0.122465	0.125454	0.130849	0.11209	0.118867	0.100104	0.0989829	0.119675	0.118476	0.109657	0.0999508	0.11796	0.124901	0.11354	0.115992	0.113522	0.135636	0.116233	0.112384	0.120483	0.103346	0.116531	0.103407	0.103182	0.107455	0.0993707	0.101952	0.0993039	0.108244	0.105986	0.122705	0.119888	0.104796	0.104947	0.111764	0.100912	0.115056	0.117242	0.114371	0.109861	0.110454	0.131816	0.110806	0.138404	0.143675	0.128272	0.11889	0.137961	0.163674	0.146408	0.173821	0.162498	0.214325	0.233632	0.243824	0.191332	0.219404	0.229194	0.202833	0.195571	0.200855	0.197379	0.21673	0.195906	0.20725	0.220891	0.200133	0.207052	0.201229	0.192479	0.189876	0.191037	0.243821	0.204142	0.190411	0.196414	0.210197	0.208236	0.301416	0.332716	0.333774	0.314201	0.293778	0.304546	0.241924	0.247907	0.2899	0.3111	0.314518	0.278858	0.291302	0.280321	0.28721	0.271067	0.262571	0.297794	0.267402	0.281879	0.278016	0.286215	0.298509	0.300629	0.305538	0.299463	0.292516	0.281118	0.358834	0.350482	0.333184	0.352228	0.342028	0.308805	0.330596	0.237689	0.242758	0.260996	0.242647	0.244606	0.264326	0.258581	0.297537	0.244158	0.261035	0.291133	0.299042	0.283171	0.265801	0.251129	0.274668	0.290205	0.251996	0.263813	0.251278	0.278458	0.278669	0.295516	0.276737	0.280936	0.279343	0.282931	0.278619	0.273614	0.273632	0.273629	0.283385	0.278155	0.27969	0.304179	0.285236	0.395826	0.284012	0.303788	0.284385	0.345287	0.335969	0.334861	0.324376	0.336361	0.260757	0.263183	0.260255	0.275158	0.270583	0.28191	0.279447	0.332762	0.394477	0.435838	0.42979	0.429695	0.442416	0.424542	0.427221	0.429978	0.429926	0.403599	0.401323	0.36957	0.369581	0.369089	0.377618	0.36615	0.355659	0.346735	0.440827	0.440827	0.443301	0.444518	0.539432	0.53795	0.535837	0.560105	0.54054	0.5355	0.548693	0.572749	0.572748	0.56515	0.505915	0.5007	0.445835	0.453276	0.471263	0.321082	0.309375	0.312081	0.308216	0.316167	0.293051	0.29791	0.308945	0.230432	0.320628	0.391382	0.336613	0.314627	0.302811	0.280432	0.26619	0.308208	0.337517	0.339642	0.346852	0.351884	0.368465	0.427384	0.35974	0.356263	0.335958	0.337821	0.339086	0.445192	0.2892	0.279167	0.260806	0.254153	0.294683	0.322217	0.308372	0.321176	0.334579	0.321208	0.32892	0.348719	0.251256	0.252125	0.265648	0.265647	0.247184	0.244323	0.250806	0.228895	0.304819	0.30357	0.319554	0.298561	0.299756	0.288633	0.262849	0.267319	0.276848	0.272764	0.284617	0.279617	0.248715	0.237443	0.237435
Sylvietta_virens	0.199899	0.0944089	0.0901621	0.109783	0	0.102504	0.118572	0.0949325	0.0805116	0.127798	0.101486	0.102952	0.0900623	0.103524	0.0968658	0.0898074	0.0935105	0.0962869	0.10755	0.104494	0.100355	0.0884402	0.0963001	0.0899874	0.0940901	0.0922306	0.0940643	0.0999773	0.110058	0.120346	0.127302	0.113158	0.118834	0.116874	0.118095	0.120617	0.123826	0.129677	0.123992	0.125061	0.122209	0.12959	0.114648	0.124671	0.126887	0.129533	0.139887	0.123271	0.129694	0.121008	0.113371	0.113409	0.109256	0.10801	0.111878	0.113119	0.115682	0.117048	0.118822	0.123521	0.12639	0.117551	0.113541	0.110789	0.111867	0.119364	0.109111	0.119744	0.105975	0.107642	0.104763	0.0942944	0.1228	0.102694	0.0932046	0.117822	0.12451	0.107593	0.106621	0.126063	0.121555	0.121738	0.122432	0.131839	0.116367	0.127427	0.126112	0.11814	0.106552	0.128873	0.136999	0.138055	0.123626	0.145437	0.111099	0.120538	0.123527	0.128922	0.110164	0.11694	0.0981772	0.0970563	0.117749	0.11655	0.10773	0.0980242	0.116034	0.122974	0.111613	0.114066	0.111595	0.133709	0.114306	0.110458	0.118556	0.101419	0.114604	0.10148	0.101256	0.105529	0.0974441	0.100025	0.0973773	0.106317	0.104059	0.120778	0.117961	0.102869	0.10302	0.109838	0.098985	0.11313	0.115315	0.112445	0.107935	0.108527	0.12989	0.108879	0.136477	0.141749	0.126345	0.116963	0.136035	0.161748	0.144482	0.171894	0.160572	0.212398	0.231705	0.241898	0.189406	0.217478	0.227268	0.200906	0.193644	0.198929	0.195453	0.214803	0.19398	0.205324	0.218965	0.198206	0.205125	0.199302	0.190552	0.18795	0.18911	0.241894	0.202216	0.188485	0.194488	0.208271	0.206309	0.29949	0.330789	0.331847	0.312275	0.291851	0.30262	0.239997	0.24598	0.287974	0.309173	0.312591	0.276931	0.289375	0.278394	0.285284	0.26914	0.260644	0.295867	0.265476	0.279953	0.276089	0.284288	0.296582	0.298702	0.303612	0.297536	0.29059	0.279191	0.356908	0.348556	0.331257	0.350302	0.340102	0.306878	0.32867	0.235763	0.240832	0.25907	0.24072	0.24268	0.262399	0.256654	0.29561	0.242231	0.259108	0.289207	0.297115	0.281244	0.263875	0.249202	0.272741	0.288279	0.25007	0.261886	0.249351	0.276531	0.276742	0.293589	0.274811	0.27901	0.277416	0.281004	0.276692	0.271688	0.271705	0.271702	0.281458	0.276228	0.277763	0.302252	0.283309	0.3939	0.282086	0.301862	0.282458	0.34336	0.334042	0.332935	0.322449	0.334434	0.258831	0.261256	0.258329	0.273231	0.268657	0.279984	0.277521	0.330836	0.392551	0.433911	0.427864	0.427768	0.440489	0.422615	0.425295	0.428052	0.427999	0.401673	0.399396	0.367643	0.367654	0.367163	0.375691	0.364223	0.353733	0.344808	0.4389	0.4389	0.441374	0.442591	0.537506	0.536024	0.53391	0.558178	0.538614	0.533574	0.546767	0.570823	0.570822	0.563224	0.503988	0.498774	0.443908	0.451349	0.469336	0.319155	0.307449	0.310154	0.30629	0.31424	0.291124	0.295984	0.307019	0.228505	0.318702	0.389456	0.334687	0.3127	0.300885	0.278505	0.264263	0.306282	0.335591	0.337715	0.344926	0.349957	0.366539	0.425458	0.357813	0.354336	0.334031	0.335894	0.337159	0.443265	0.287274	0.27724	0.25888	0.252226	0.292756	0.32029	0.306445	0.319249	0.332652	0.319282	0.326993	0.346793	0.249329	0.250198	0.263721	0.26372	0.245258	0.242396	0.24888	0.226968	0.302893	0.301644	0.317627	0.296634	0.29783	0.286707	0.260922	0.265392	0.274921	0.270837	0.282691	0.27769	0.246789	0.235516	0.235508
