	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Aegithalos_caudatus	Cettia_cetti	Phylloscopus_trochilus	Rhadina_sibilatrix	Erythrocercus_mccallii	Brachypodius_atriceps	Pycnonotus_jocosus	Illadopsis_cleaveri	Leiothrix_lutea	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sylvia_atricapilla	Sylvia_borin	Pomatorhinus_ruficollis	Sinosuthora_webbiana	Cisticola_juncidis	Hirundo_rustica	Donacobius_atricapilla	Locustella_ochotensis	Alaudala_cheleensis	Sylvietta_virens	Nicator_chloris	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Emberiza_fucata	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Geospiza_fortis	Nesospiza_acunhae	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Sporophila_hypoxantha	Rhodinocichla_rosea	Motacilla_alba	Passer_domesticus	Calcarius_ornatus	Lonchura_striata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Urocynchramus_pylzowi	Prunella_himalayana	Peucedramus_taeniatus	Irena_cyanogastra	Chloropsis_hardwickii	Dicaeum_eximium	Promerops_cafer	Leptocoma_aspasia	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Bombycilla_garrulus	Phainopepla_nitens	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Elachura_formosa	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Tichodroma_muraria	Chaetops_frenatus	Picathartes_gymnocephalus	Melanocharis_versteri	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Aleadryas_rufinucha	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Paradisaea_raggiana	Chaetorhynchus_papuensis	Rhipidura_dahli	Ifrita_kowaldi	Myiagra_hebetior	Struthidea_cinerea	Dicrurus_megarhynchus	Falcunculus_frontatus	Daphoenositta_chrysoptera	Edolisoma_coerulescens	Dryoscopus_gambensis	Dyaphorophyia_castanea	Mystacornis_crossleyi	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Eulacestoma_nigropectus	Mohoua_ochrocephala	Oriolus_oriolus	Pachycephala_philippinensis	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Cnemophilus_loriae	Dasyornis_broadbenti	Malurus_elegans	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Calyptomena_viridis	Smithornis_capensis	Serilophus_lunatus	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Grallaria_varia	Cephalopterus_ornatus	Mionectes_macconnelli	Neopipo_cinnamomea	Tachuris_rubrigastra	Tyrannus_savana	Onychorhynchus_coronatus	Oxyruncus_cristatus	Lepidothrix_coronata	Manacus_manacus	Aegotheles_bennettii	Chaetura_pelagica	Hemiprocne_comata	Oreotrochilus_melanogaster	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Nyctibius_bracteatus	Nyctibius_grandis	Opisthocomus_hoazin	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Corythaixoides_concolor	Tauraco_erythrolophus	Cathartes_aura	Colius_striatus	Urocolius_indicus	Apaloderma_vittatum	Trogon_melanurus	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Cariama_cristata	Chunga_burmeisteri	Buceros_rhinoceros	Bucorvus_abyssinicus	Upupa_epops	Baryphthengus_martii	Todus_mexicanus	Ceyx_cyanopectus	Chloroceryle_aenea	Halcyon_senegalensis	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Bucco_capensis	Galbula_dea	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Steatornis_caripensis	Aquila_chrysaetos	Spizaetus_tyrannus	Circaetus_pectoralis	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Pandion_haliaetus	Sagittarius_serpentarius	Leptosomus_discolor	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Phaetusa_simplex	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Alopecoenas_beccarii	Columbina_picui	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Eurypyga_helias	Phaethon_lepturus	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Numida_meleagris	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Casuarius_casuarius	Dromaius_novaehollandiae	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Eudromia_elegans	Nothocercus_julius	Nothocercus_nigrocapillus	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Rhea_americana	Rhea_pennata	Struthio_camelus	Aptenodytes_forsteri	Pygoscelis_adeliae	Ciconia_maguari	Mesembrinibis_cayennensis	Nipponia_nippon	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_pelagicus	Phalacrocorax_carbo	Sula_dactylatra	Fregata_magnificens	Gavia_stellata	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Balaeniceps_rex	Pelecanus_crispus	Cochlearius_cochlearius	Egretta_garzetta	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Hydrobates_tethys	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus
Acanthisitta_chloris	0	0.229981	0.224753	0.234771	0.243263	0.23292	0.233463	0.23066	0.247117	0.253057	0.251223	0.246261	0.241658	0.253411	0.245883	0.258668	0.25035	0.250436	0.230349	0.251861	0.266286	0.252528	0.256899	0.251294	0.25038	0.225922	0.259411	0.2579	0.252812	0.259987	0.252234	0.25438	0.285985	0.282802	0.263907	0.254796	0.246007	0.260529	0.270736	0.252854	0.250359	0.242162	0.257022	0.271355	0.2826	0.253643	0.275315	0.255983	0.253224	0.249809	0.246862	0.23436	0.244324	0.252142	0.239116	0.250392	0.232448	0.228114	0.256291	0.235496	0.230759	0.234788	0.245072	0.243578	0.247516	0.249076	0.253943	0.259955	0.253654	0.245883	0.246405	0.246195	0.250583	0.246607	0.246479	0.294008	0.25459	0.255964	0.230539	0.24353	0.258299	0.241154	0.224644	0.230523	0.22956	0.214418	0.218686	0.212975	0.206155	0.217046	0.236803	0.219735	0.223326	0.218815	0.216411	0.215207	0.233651	0.210511	0.214678	0.229353	0.228549	0.219354	0.221887	0.210203	0.225823	0.202428	0.219212	0.218771	0.227445	0.220897	0.215947	0.222531	0.203717	0.217138	0.2123	0.22742	0.209982	0.218055	0.22904	0.21073	0.201055	0.217926	0.238185	0.237972	0.218902	0.218092	0.227118	0.208773	0.202818	0.197364	0.215741	0.220287	0.226828	0.235604	0.232111	0.225559	0.214415	0.228332	0.217923	0.23172	0.227888	0.217465	0.221797	0.215894	0.237457	0.22223	0.207082	0.20453	0.21351	0.206427	0.238446	0.262625	0.256267	0.271486	0.3254	0.308763	0.25916	0.27911	0.26235	0.249164	0.261313	0.195025	0.198802	0.218993	0.21486	0.214358	0.222491	0.223635	0.229754	0.177962	0.259779	0.247899	0.250776	0.280404	0.207402	0.206269	0.184123	0.186497	0.198922	0.240189	0.219588	0.349006	0.243381	0.24443	0.256824	0.247067	0.223968	0.233453	0.212997	0.21041	0.240671	0.235741	0.275035	0.288199	0.299711	0.306813	0.301159	0.282057	0.176873	0.176865	0.180378	0.18751	0.265085	0.261646	0.250408	0.235816	0.236811	0.226393	0.212051	0.212253	0.214252	0.218765	0.18539	0.183471	0.174946	0.18099	0.17985	0.185326	0.207879	0.211267	0.19534	0.193019	0.200802	0.202157	0.189675	0.203167	0.205712	0.198748	0.208002	0.197671	0.191947	0.210263	0.212595	0.347262	0.220132	0.20613	0.206028	0.259823	0.256194	0.267037	0.261388	0.250624	0.191739	0.201567	0.212869	0.184096	0.186324	0.184241	0.186778	0.194971	0.205072	0.194013	0.218416	0.208508	0.224284	0.188929	0.163018	0.207336	0.203418	0.3254	0.394922	0.40627	0.385884	0.471741	0.367529	0.371708	0.381752	0.376333	0.342208	0.305792	0.320271	0.319126	0.335116	0.341127	0.305324	0.248919	0.251112	0.250062	0.248967	0.284315	0.277525	0.37529	0.367066	0.378881	0.376941	0.391283	0.383156	0.367932	0.387359	0.387359	0.37932	0.309682	0.309406	0.282846	0.170678	0.168386	0.167119	0.172949	0.173045	0.209227	0.215147	0.212699	0.202218	0.194237	0.20747	0.20747	0.214244	0.206332	0.208599	0.217543	0.177951	0.171883	0.193685	0.204656	0.187731	0.206649	0.232847	0.239066	0.263434	0.17362	0.176124	0.178049	0.199603	0.166653	0.170001	0.171562	0.172256	0.16188	0.181997	0.189732
Acrocephalus_arundinaceus	0.229981	0	0.0260057	0.096889	0.105382	0.095038	0.0955812	0.0927782	0.109235	0.115175	0.113342	0.108379	0.103777	0.115529	0.108001	0.120786	0.112468	0.112554	0.0924671	0.11398	0.128405	0.117008	0.12138	0.123221	0.122308	0.0978494	0.133803	0.132292	0.127204	0.134379	0.126627	0.128772	0.160378	0.157194	0.1383	0.129188	0.120399	0.134922	0.145128	0.127246	0.124751	0.116554	0.131414	0.145748	0.156992	0.128036	0.149708	0.130375	0.127617	0.124201	0.121254	0.108752	0.118716	0.126534	0.113509	0.124784	0.10684	0.102506	0.130685	0.109891	0.105153	0.109182	0.119467	0.117972	0.12191	0.12347	0.128337	0.134349	0.128049	0.120278	0.120799	0.120589	0.124977	0.121002	0.120873	0.168402	0.128985	0.130358	0.104933	0.117924	0.132694	0.115549	0.121194	0.127073	0.12611	0.113244	0.117512	0.111801	0.107382	0.118272	0.138029	0.120961	0.124552	0.120042	0.117638	0.116434	0.134877	0.111737	0.115905	0.13058	0.129776	0.120581	0.123113	0.111429	0.12705	0.103655	0.120438	0.119997	0.128672	0.122124	0.117173	0.123757	0.104943	0.118364	0.113527	0.128646	0.111208	0.121689	0.132674	0.114364	0.106341	0.150501	0.17076	0.170546	0.151476	0.150666	0.171702	0.153358	0.162916	0.157463	0.222986	0.227532	0.234073	0.242849	0.239356	0.232804	0.22166	0.235577	0.225168	0.238965	0.235133	0.22471	0.229042	0.223139	0.244702	0.229475	0.214327	0.211775	0.220755	0.213672	0.274478	0.298658	0.292299	0.307518	0.361432	0.344795	0.295193	0.315143	0.298382	0.285196	0.297345	0.231057	0.234834	0.255025	0.250893	0.25039	0.258523	0.259667	0.265786	0.213994	0.295811	0.283932	0.286808	0.316437	0.243434	0.242302	0.220155	0.22253	0.234955	0.276222	0.25562	0.385039	0.279413	0.280462	0.292857	0.2831	0.26	0.269486	0.249029	0.246443	0.276703	0.271773	0.311067	0.324231	0.335743	0.342845	0.337192	0.318089	0.212906	0.212897	0.216411	0.223543	0.301118	0.297679	0.28644	0.271848	0.272843	0.262425	0.248083	0.248285	0.250285	0.254797	0.221423	0.219504	0.210979	0.217023	0.215883	0.221359	0.243911	0.2473	0.231373	0.229051	0.236834	0.238189	0.225708	0.239199	0.241744	0.23478	0.244034	0.233704	0.22798	0.246296	0.248627	0.383294	0.256164	0.242162	0.242061	0.295856	0.292226	0.30307	0.29742	0.286656	0.227771	0.237599	0.248901	0.220128	0.222356	0.220274	0.222811	0.231003	0.241104	0.230045	0.254448	0.24454	0.260317	0.224962	0.199051	0.243368	0.23945	0.361432	0.430955	0.442303	0.421917	0.507773	0.403562	0.40774	0.417784	0.412365	0.37824	0.341824	0.356303	0.355158	0.371149	0.377159	0.341356	0.284951	0.287144	0.286095	0.285	0.320347	0.313557	0.411322	0.403098	0.414913	0.412974	0.427315	0.419188	0.403964	0.423391	0.423391	0.415352	0.345715	0.345439	0.318878	0.206711	0.204419	0.203152	0.208981	0.209078	0.245259	0.251179	0.248731	0.238251	0.230269	0.243502	0.243502	0.250277	0.242365	0.244631	0.253575	0.213983	0.207915	0.229718	0.240689	0.223764	0.242682	0.268879	0.275098	0.299467	0.209652	0.212157	0.214081	0.235636	0.202685	0.206033	0.207594	0.208288	0.197912	0.218029	0.225764
Hippolais_icterina	0.224753	0.0260057	0	0.0916613	0.100154	0.0898103	0.0903535	0.0875505	0.104008	0.109948	0.108114	0.103152	0.098549	0.110302	0.102773	0.115559	0.10724	0.107326	0.0872394	0.108752	0.123177	0.111781	0.116152	0.117994	0.117081	0.0926217	0.128576	0.127065	0.121976	0.129152	0.121399	0.123544	0.15515	0.151966	0.133072	0.12396	0.115171	0.129694	0.139901	0.122018	0.119524	0.111326	0.126186	0.14052	0.151765	0.122808	0.14448	0.125147	0.122389	0.118973	0.116027	0.103524	0.113489	0.121307	0.108281	0.119557	0.101612	0.0972783	0.125458	0.104663	0.0999255	0.103954	0.114239	0.112745	0.116682	0.118243	0.123109	0.129121	0.122821	0.11505	0.115571	0.115362	0.11975	0.115774	0.115645	0.163174	0.123757	0.12513	0.0997052	0.112697	0.127466	0.110321	0.115966	0.121845	0.120882	0.108016	0.112284	0.106574	0.102154	0.113045	0.132801	0.115733	0.119325	0.114814	0.11241	0.111206	0.129649	0.10651	0.110677	0.125352	0.124548	0.115353	0.117886	0.106202	0.121822	0.0984271	0.115211	0.11477	0.123444	0.116896	0.111945	0.11853	0.0997153	0.113137	0.108299	0.123419	0.10598	0.116461	0.127447	0.109136	0.101113	0.145273	0.165532	0.165319	0.146249	0.145439	0.166474	0.14813	0.157688	0.152235	0.217759	0.222305	0.228845	0.237622	0.234128	0.227577	0.216432	0.230349	0.21994	0.233737	0.229905	0.219482	0.223815	0.217911	0.239475	0.224248	0.209099	0.206548	0.215527	0.208444	0.26925	0.29343	0.287072	0.30229	0.356205	0.339568	0.289965	0.309915	0.293155	0.279968	0.292117	0.225829	0.229606	0.249797	0.245665	0.245163	0.253295	0.254439	0.260559	0.208767	0.290583	0.278704	0.281581	0.311209	0.238207	0.237074	0.214927	0.217302	0.229727	0.270994	0.250392	0.379811	0.274185	0.275235	0.287629	0.277872	0.254772	0.264258	0.243802	0.241215	0.271476	0.266545	0.305839	0.319004	0.330516	0.337617	0.331964	0.312861	0.207678	0.20767	0.211183	0.218315	0.29589	0.292451	0.281212	0.266621	0.267616	0.257198	0.242856	0.243058	0.245057	0.249569	0.216195	0.214276	0.205751	0.211795	0.210655	0.216131	0.238683	0.242072	0.226145	0.223824	0.231607	0.232962	0.22048	0.233971	0.236516	0.229553	0.238807	0.228476	0.222752	0.241068	0.243399	0.378066	0.250937	0.236935	0.236833	0.290628	0.286999	0.297842	0.292192	0.281428	0.222544	0.232372	0.243673	0.2149	0.217129	0.215046	0.217583	0.225776	0.235876	0.224818	0.249221	0.239312	0.255089	0.219734	0.193823	0.238141	0.234222	0.356205	0.425727	0.437075	0.416689	0.502546	0.398334	0.402512	0.412557	0.407137	0.373012	0.336596	0.351076	0.34993	0.365921	0.371932	0.336129	0.279723	0.281917	0.280867	0.279772	0.315119	0.308329	0.406095	0.397871	0.409686	0.407746	0.422087	0.41396	0.398736	0.418163	0.418163	0.410125	0.340487	0.340211	0.313651	0.201483	0.199191	0.197924	0.203754	0.20385	0.240031	0.245952	0.243504	0.233023	0.225041	0.238275	0.238275	0.245049	0.237137	0.239404	0.248347	0.208755	0.202687	0.22449	0.235461	0.218536	0.237454	0.263651	0.26987	0.294239	0.204424	0.206929	0.208854	0.230408	0.197457	0.200805	0.202367	0.203061	0.192685	0.212802	0.220537
Aegithalos_caudatus	0.234771	0.096889	0.0916613	0	0.102803	0.0924591	0.0930023	0.0901993	0.106658	0.112598	0.113215	0.108252	0.10365	0.115402	0.107874	0.120659	0.112341	0.112427	0.09234	0.116298	0.130723	0.121798	0.126169	0.128011	0.127098	0.102639	0.138593	0.137082	0.131994	0.139169	0.131416	0.133562	0.165167	0.161984	0.143089	0.133978	0.125189	0.139711	0.149918	0.132036	0.129541	0.121344	0.136204	0.150537	0.161782	0.132825	0.154497	0.135165	0.132406	0.128991	0.126044	0.113542	0.123506	0.131324	0.118298	0.129574	0.11163	0.107296	0.135475	0.114681	0.109943	0.113972	0.124256	0.122762	0.1267	0.12826	0.133127	0.139139	0.132838	0.125067	0.125589	0.125379	0.129767	0.125791	0.125663	0.173192	0.133774	0.135148	0.109723	0.122714	0.137483	0.120338	0.125983	0.131862	0.130899	0.118034	0.122302	0.116591	0.112171	0.123062	0.142819	0.125751	0.129342	0.124831	0.122427	0.121223	0.139667	0.116527	0.120694	0.135369	0.134565	0.12537	0.127903	0.116219	0.131839	0.108444	0.125228	0.124787	0.133461	0.126913	0.121963	0.128547	0.109733	0.123154	0.118316	0.133436	0.115998	0.126479	0.137464	0.119153	0.111131	0.15529	0.17555	0.175336	0.156266	0.155456	0.176492	0.158147	0.167706	0.162252	0.227776	0.232322	0.238863	0.247639	0.244146	0.237594	0.226449	0.240367	0.229957	0.243755	0.239923	0.229499	0.233832	0.227929	0.249492	0.234265	0.219117	0.216565	0.225545	0.218462	0.279268	0.303447	0.297089	0.312308	0.366222	0.349585	0.299983	0.319932	0.303172	0.289986	0.302135	0.235847	0.239624	0.259815	0.255682	0.25518	0.263313	0.264457	0.270576	0.218784	0.300601	0.288721	0.291598	0.321227	0.248224	0.247091	0.224945	0.227319	0.239744	0.281012	0.26041	0.389828	0.284203	0.285252	0.297646	0.287889	0.26479	0.274275	0.253819	0.251233	0.281493	0.276563	0.315857	0.329021	0.340533	0.347635	0.341982	0.322879	0.217695	0.217687	0.2212	0.228333	0.305907	0.302469	0.29123	0.276638	0.277633	0.267215	0.252873	0.253075	0.255074	0.259587	0.226212	0.224293	0.215769	0.221812	0.220673	0.226149	0.248701	0.252089	0.236162	0.233841	0.241624	0.242979	0.230497	0.243989	0.246534	0.23957	0.248824	0.238493	0.232769	0.251085	0.253417	0.388084	0.260954	0.246952	0.246851	0.300645	0.297016	0.307859	0.30221	0.291446	0.232561	0.242389	0.253691	0.224918	0.227146	0.225064	0.2276	0.235793	0.245894	0.234835	0.259238	0.24933	0.265106	0.229751	0.203841	0.248158	0.24424	0.366222	0.435744	0.447092	0.426707	0.512563	0.408352	0.41253	0.422574	0.417155	0.38303	0.346614	0.361093	0.359948	0.375939	0.381949	0.346146	0.289741	0.291934	0.290885	0.28979	0.325137	0.318347	0.416112	0.407888	0.419703	0.417763	0.432105	0.423978	0.408754	0.428181	0.428181	0.420142	0.350505	0.350228	0.323668	0.2115	0.209209	0.207941	0.213771	0.213867	0.250049	0.255969	0.253521	0.24304	0.235059	0.248292	0.248292	0.255066	0.247154	0.249421	0.258365	0.218773	0.212705	0.234507	0.245478	0.228554	0.247471	0.273669	0.279888	0.304256	0.214442	0.216947	0.218871	0.240426	0.207475	0.210823	0.212384	0.213078	0.202702	0.222819	0.230554
Cettia_cetti	0.243263	0.105382	0.100154	0.102803	0	0.0933113	0.0938546	0.0932802	0.115151	0.121091	0.121708	0.116745	0.112142	0.123895	0.116367	0.129152	0.120834	0.12092	0.100833	0.124791	0.139216	0.130291	0.134662	0.136504	0.135591	0.111132	0.147086	0.145575	0.140487	0.147662	0.139909	0.142055	0.17366	0.170477	0.151582	0.142471	0.133681	0.148204	0.158411	0.140529	0.138034	0.129837	0.144697	0.15903	0.170275	0.141318	0.16299	0.143658	0.140899	0.137483	0.134537	0.122035	0.131999	0.139817	0.126791	0.138067	0.120123	0.115789	0.143968	0.123173	0.118436	0.122464	0.132749	0.131255	0.135193	0.136753	0.14162	0.147632	0.141331	0.13356	0.134082	0.133872	0.13826	0.134284	0.134156	0.181685	0.142267	0.143641	0.118215	0.131207	0.145976	0.128831	0.134476	0.140355	0.139392	0.126527	0.130794	0.125084	0.120664	0.131555	0.151312	0.134244	0.137835	0.133324	0.13092	0.129716	0.14816	0.12502	0.129187	0.143862	0.143058	0.133863	0.136396	0.124712	0.140332	0.116937	0.133721	0.13328	0.141954	0.135406	0.130455	0.13704	0.118226	0.131647	0.126809	0.141929	0.124491	0.134971	0.145957	0.127646	0.119624	0.163783	0.184042	0.183829	0.164759	0.163949	0.184985	0.16664	0.176199	0.170745	0.236269	0.240815	0.247356	0.256132	0.252639	0.246087	0.234942	0.248859	0.23845	0.252247	0.248415	0.237992	0.242325	0.236422	0.257985	0.242758	0.22761	0.225058	0.234038	0.226955	0.287761	0.31194	0.305582	0.320801	0.374715	0.358078	0.308476	0.328425	0.311665	0.298479	0.310628	0.24434	0.248117	0.268308	0.264175	0.263673	0.271806	0.27295	0.279069	0.227277	0.309094	0.297214	0.300091	0.329719	0.256717	0.255584	0.233438	0.235812	0.248237	0.289504	0.268903	0.398321	0.292696	0.293745	0.306139	0.296382	0.273283	0.282768	0.262312	0.259725	0.289986	0.285056	0.32435	0.337514	0.349026	0.356128	0.350474	0.331372	0.226188	0.22618	0.229693	0.236826	0.3144	0.310962	0.299723	0.285131	0.286126	0.275708	0.261366	0.261568	0.263567	0.26808	0.234705	0.232786	0.224261	0.230305	0.229165	0.234641	0.257194	0.260582	0.244655	0.242334	0.250117	0.251472	0.23899	0.252482	0.255027	0.248063	0.257317	0.246986	0.241262	0.259578	0.26191	0.396577	0.269447	0.255445	0.255343	0.309138	0.305509	0.316352	0.310703	0.299939	0.241054	0.250882	0.262184	0.233411	0.235639	0.233556	0.236093	0.244286	0.254387	0.243328	0.267731	0.257823	0.273599	0.238244	0.212333	0.256651	0.252733	0.374715	0.444237	0.455585	0.435199	0.521056	0.416844	0.421023	0.431067	0.425648	0.391523	0.355107	0.369586	0.368441	0.384431	0.390442	0.354639	0.298234	0.300427	0.299378	0.298282	0.33363	0.32684	0.424605	0.416381	0.428196	0.426256	0.440598	0.432471	0.417247	0.436674	0.436674	0.428635	0.358997	0.358721	0.332161	0.219993	0.217701	0.216434	0.222264	0.22236	0.258542	0.264462	0.262014	0.251533	0.243552	0.256785	0.256785	0.263559	0.255647	0.257914	0.266858	0.227266	0.221198	0.243	0.253971	0.237046	0.255964	0.282162	0.288381	0.312749	0.222935	0.225439	0.227364	0.248919	0.215968	0.219316	0.220877	0.221571	0.211195	0.231312	0.239047
Phylloscopus_trochilus	0.23292	0.095038	0.0898103	0.0924591	0.0933113	0	0.0428889	0.0829363	0.104807	0.110747	0.111364	0.106401	0.101799	0.113551	0.106023	0.118808	0.11049	0.110576	0.090489	0.114447	0.128872	0.119947	0.124318	0.12616	0.125247	0.100788	0.136742	0.135231	0.130143	0.137318	0.129565	0.131711	0.163316	0.160133	0.141238	0.132127	0.123338	0.13786	0.148067	0.130185	0.12769	0.119493	0.134353	0.148686	0.159931	0.130974	0.152646	0.133314	0.130555	0.12714	0.124193	0.111691	0.121655	0.129473	0.116447	0.127723	0.109779	0.105445	0.133624	0.11283	0.108092	0.112121	0.122405	0.120911	0.124849	0.126409	0.131276	0.137288	0.130987	0.123216	0.123738	0.123528	0.127916	0.12394	0.123812	0.171341	0.131923	0.133297	0.107872	0.120863	0.135632	0.118487	0.124132	0.130011	0.129048	0.116183	0.120451	0.11474	0.11032	0.121211	0.140968	0.1239	0.127491	0.12298	0.120576	0.119372	0.137816	0.114676	0.118843	0.133518	0.132714	0.123519	0.126052	0.114368	0.129988	0.106594	0.123377	0.122936	0.13161	0.125063	0.120112	0.126696	0.107882	0.121303	0.116465	0.131585	0.114147	0.124628	0.135613	0.117302	0.10928	0.153439	0.173699	0.173485	0.154415	0.153605	0.174641	0.156296	0.165855	0.160401	0.225925	0.230471	0.237012	0.245788	0.242295	0.235743	0.224598	0.238516	0.228106	0.241904	0.238072	0.227648	0.231981	0.226078	0.247641	0.232414	0.217266	0.214714	0.223694	0.216611	0.277417	0.301596	0.295238	0.310457	0.364371	0.347734	0.298132	0.318081	0.301321	0.288135	0.300284	0.233996	0.237773	0.257964	0.253831	0.253329	0.261462	0.262606	0.268725	0.216933	0.29875	0.28687	0.289747	0.319376	0.246373	0.245241	0.223094	0.225469	0.237893	0.279161	0.258559	0.387977	0.282352	0.283401	0.295795	0.286038	0.262939	0.272424	0.251968	0.249382	0.279642	0.274712	0.314006	0.32717	0.338682	0.345784	0.340131	0.321028	0.215844	0.215836	0.219349	0.226482	0.304056	0.300618	0.289379	0.274787	0.275782	0.265364	0.251022	0.251224	0.253223	0.257736	0.224361	0.222442	0.213918	0.219961	0.218822	0.224298	0.24685	0.250238	0.234311	0.23199	0.239773	0.241128	0.228647	0.242138	0.244683	0.237719	0.246973	0.236642	0.230918	0.249234	0.251566	0.386233	0.259103	0.245101	0.245	0.298794	0.295165	0.306008	0.300359	0.289595	0.23071	0.240538	0.25184	0.223067	0.225295	0.223213	0.225749	0.233942	0.244043	0.232984	0.257387	0.247479	0.263255	0.2279	0.20199	0.246307	0.242389	0.364371	0.433893	0.445241	0.424856	0.510712	0.406501	0.410679	0.420723	0.415304	0.381179	0.344763	0.359242	0.358097	0.374088	0.380098	0.344295	0.28789	0.290083	0.289034	0.287939	0.323286	0.316496	0.414261	0.406037	0.417852	0.415912	0.430254	0.422127	0.406903	0.42633	0.42633	0.418291	0.348654	0.348378	0.321817	0.209649	0.207358	0.20609	0.21192	0.212016	0.248198	0.254118	0.25167	0.241189	0.233208	0.246441	0.246441	0.253216	0.245303	0.24757	0.256514	0.216922	0.210854	0.232656	0.243627	0.226703	0.24562	0.271818	0.278037	0.302405	0.212591	0.215096	0.21702	0.238575	0.205624	0.208972	0.210533	0.211227	0.200851	0.220968	0.228703
