	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Brachypodius_atriceps	Pycnonotus_jocosus	Illadopsis_cleaveri	Leiothrix_lutea	Pomatorhinus_ruficollis	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sinosuthora_webbiana	Sylvia_atricapilla	Sylvia_borin	Hirundo_rustica	Aegithalos_caudatus	Cettia_cetti	Horornis_vulcanius	Erythrocercus_mccallii	Hylia_prasina	Phylloscopus_trochilus	Rhadina_sibilatrix	Sylvietta_virens	Alaudala_cheleensis	Panurus_biarmicus	Nicator_chloris	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Setophaga_coronata	Setophaga_kirtlandii	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Spizella_passerina	Emberiza_fucata	Calcarius_ornatus	Cardinalis_cardinalis	Pheucticus_melanocephalus	Passerina_amoena	Sporophila_hypoxantha	Geospiza_fortis	Nesospiza_acunhae	Rhodinocichla_rosea	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Prunella_fulvescens	Prunella_himalayana	Urocynchramus_pylzowi	Lonchura_striata	Taeniopygia_guttata	Ploceus_nigricollis	Vidua_chalybeata	Vidua_macroura	Peucedramus_taeniatus	Chloropsis_cyanopogon	Chloropsis_hardwickii	Dicaeum_eximium	Leptocoma_aspasia	Irena_cyanogastra	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Tichodroma_muraria	Promerops_cafer	Bombycilla_garrulus	Phainopepla_nitens	Regulus_satrapa	Buphagus_erythrorhynchus	Rhabdornis_inornatus	Leucopsar_rothschildi	Sturnus_vulgaris	Toxostoma_redivivum	Catharus_fuscescens	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Ficedula_albicollis	Oenanthe_oenanthe	Saxicola_maurus	Cinclus_mexicanus	Elachura_formosa	Callaeas_wilsoni	Notiomystis_cincta	Chaetops_frenatus	Picathartes_gymnocephalus	Drymodes_brunneopygia	Cnemophilus_loriae	Melanocharis_versteri	Aleadryas_rufinucha	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Dicrurus_megarhynchus	Paradisaea_raggiana	Struthidea_cinerea	Ifrita_kowaldi	Myiagra_hebetior	Chaetorhynchus_papuensis	Rhipidura_dahli	Falcunculus_frontatus	Mohoua_ochrocephala	Ptilorrhoa_leucosticta	Edolisoma_coerulescens	Pachycephala_philippinensis	Dryoscopus_gambensis	Rhagologus_leucostigma	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Dyaphorophyia_castanea	Mystacornis_crossleyi	Erpornis_zantholeuca	Pteruthius_melanotis	Eulacestoma_nigropectus	Oreocharis_arfaki	Vireo_altiloquus	Oriolus_oriolus	Daphoenositta_chrysoptera	Orthonyx_spaldingii	Pomatostomus_ruficeps	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Atrichornis_clamosus	Menura_novaehollandiae	Climacteris_rufus	Ptilonorhynchus_violaceus	Calyptomena_viridis	Smithornis_capensis	Sapayoa_aenigma	Neodrepanis_coruscans	Serilophus_lunatus	Pitta_sordida	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Furnarius_figulus	Sclerurus_mexicanus	Formicarius_rufipectus	Scytalopus_superciliaris	Grallaria_varia	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Onychorhynchus_coronatus	Mionectes_macconnelli	Tachuris_rubrigastra	Neopipo_cinnamomea	Tyrannus_savana	Piprites_chloris	Lepidothrix_coronata	Manacus_manacus	Oxyruncus_cristatus	Aegotheles_bennettii	Phoenicopterus_ruber	Podiceps_cristatus	Podilymbus_podiceps	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Mesembrinibis_cayennensis	Nipponia_nippon	Colius_striatus	Urocolius_indicus	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Phaetusa_simplex	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Turnix_velox	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Phaethon_lepturus	Alectura_lathami	Callipepla_squamata	Odontophorus_gujanensis	Numida_meleagris	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Cairina_moschata	Asarcornis_scutulata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Tinamus_guttatus	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Struthio_camelus	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Eubucco_bourcierii	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Psilopogon_haemacephalus	Indicator_maculatus	Picoides_pubescens	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Eurypyga_helias	Rhynochetos_jubatus	Mesitornis_unicolor	Alopecoenas_beccarii	Caloenas_nicobarica	Columbina_picui	Columba_livia	Patagioenas_fasciata	Leptosomus_discolor	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Calonectris_borealis	Fulmarus_glacialis	Pelecanoides_urinatrix	Thalassarche_chlororhynchos	Fregetta_grallaria	Oceanites_oceanicus	Hydrobates_tethys	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Gavia_stellata	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Cathartes_aura	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Cochlearius_cochlearius	Egretta_garzetta	Baryphthengus_martii	Chloroceryle_aenea	Halcyon_senegalensis	Merops_nubicus	Todus_mexicanus	Brachypteracias_leptosomus	Eurystomus_gularis	Apaloderma_vittatum	Trogon_melanurus	Buceros_rhinoceros	Bucorvus_abyssinicus	Ciconia_maguari	Bucco_capensis	Galbula_dea	Podargus_strigoides	Aptenodytes_forsteri	Pygoscelis_adeliae	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Cariama_cristata	Chunga_burmeisteri	Nyctibius_bracteatus	Nyctibius_grandis	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Opisthocomus_hoazin	Steatornis_caripensis	Rhinopomastus_cyanomelas	Upupa_epops	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus
Acanthisitta_chloris	0	0.234013	0.229469	0.252274	0.22876	0.237942	0.226794	0.234994	0.245038	0.284086	0.260127	0.243912	0.242373	0.232286	0.23453	0.245001	0.248528	0.245174	0.259444	0.251201	0.242322	0.243881	0.236156	0.227762	0.242397	0.237331	0.2628	0.251407	0.233612	0.277024	0.269938	0.272605	0.282712	0.288219	0.295498	0.281	0.278947	0.276122	0.268004	0.264331	0.262593	0.258793	0.25726	0.262823	0.26279	0.253667	0.266677	0.263639	0.257021	0.280894	0.28089	0.273643	0.254746	0.249345	0.251905	0.266534	0.253033	0.240319	0.258383	0.262606	0.240547	0.243055	0.244654	0.244392	0.23617	0.240337	0.268595	0.245444	0.231669	0.250848	0.256397	0.257201	0.246116	0.232977	0.238089	0.246848	0.250376	0.263496	0.248913	0.21751	0.244944	0.246261	0.269453	0.234482	0.238769	0.256879	0.255515	0.236985	0.249355	0.249733	0.242061	0.254021	0.244736	0.243889	0.243392	0.245349	0.296528	0.217672	0.250402	0.221707	0.211642	0.226773	0.20411	0.20654	0.205135	0.216872	0.217734	0.217726	0.217828	0.22535	0.200895	0.2063	0.206721	0.216057	0.208634	0.212108	0.225332	0.20885	0.217182	0.214254	0.199177	0.209467	0.220406	0.213516	0.209721	0.222424	0.219669	0.23954	0.209734	0.223664	0.201093	0.224991	0.211229	0.216283	0.22688	0.214114	0.211347	0.20911	0.222086	0.220244	0.206666	0.231498	0.224389	0.203308	0.212099	0.211633	0.207865	0.222774	0.219284	0.208099	0.218548	0.22752	0.243108	0.250086	0.237253	0.251412	0.259485	0.229025	0.232901	0.24141	0.244937	0.227456	0.234274	0.250536	0.230791	0.245502	0.238846	0.255187	0.233395	0.229594	0.21748	0.26781	0.205371	0.239222	0.235232	0.316174	0.311244	0.311436	0.269267	0.2686	0.262622	0.204707	0.21413	0.303185	0.32891	0.287679	0.290133	0.291376	0.290212	0.293988	0.290049	0.285908	0.286846	0.288098	0.296186	0.279254	0.314194	0.297856	0.424158	0.294934	0.304536	0.274723	0.346266	0.303587	0.321697	0.312206	0.311395	0.255401	0.320299	0.324451	0.252488	0.267389	0.258379	0.25302	0.228786	0.435145	0.541073	0.542661	0.468538	0.506666	0.48692	0.473807	0.489365	0.483931	0.498243	0.417292	0.421139	0.424036	0.415142	0.389475	0.358066	0.367633	0.412588	0.415113	0.415204	0.415204	0.585686	0.58836	0.59332	0.566831	0.571718	0.561409	0.650972	0.604917	0.603304	0.629892	0.424365	0.441446	0.455433	0.460002	0.45216	0.257655	0.252573	0.237028	0.256275	0.239993	0.241198	0.244973	0.433146	0.422418	0.428737	0.443394	0.434773	0.3714	0.384221	0.318646	0.31044	0.352687	0.316599	0.316532	0.344155	0.293329	0.306444	0.291814	0.258908	0.254759	0.27066	0.264885	0.263135	0.24866	0.236009	0.233353	0.30635	0.248157	0.216746	0.21859	0.229212	0.206284	0.219095	0.222968	0.211282	0.263587	0.263466	0.231017	0.24024	0.235909	0.280544	0.28317	0.281868	0.277906	0.278405	0.245434	0.20531	0.245428	0.209314	0.219122	0.24446	0.213378	0.356317	0.3496	0.341227	0.321824	0.301924	0.282814	0.302359	0.226946	0.226734	0.309652	0.323047	0.324246	0.30312	0.344805	0.307265	0.300218	0.305289	0.322397	0.283771	0.25004	0.196914	0.26107	0.269208	0.243846	0.199544	0.204943	0.218923	0.222758	0.227854	0.227854	0.225213	0.217805	0.224291	0.236042	0.234731	0.239049	0.226992	0.315834	0.30709	0.304173	0.258058	0.272572	0.261268	0.434932	0.466817	0.28597	0.280372	0.293697
Acrocephalus_arundinaceus	0.234013	0	0.0496414	0.112699	0.0891851	0.0983666	0.095466	0.103666	0.120941	0.159989	0.13603	0.119815	0.118276	0.108189	0.110433	0.120904	0.124431	0.121079	0.140859	0.132615	0.123736	0.125295	0.117571	0.109176	0.123811	0.121548	0.149777	0.138384	0.120589	0.166744	0.159659	0.162326	0.172433	0.177939	0.185219	0.170721	0.168667	0.165842	0.157725	0.154052	0.152314	0.148514	0.14698	0.152543	0.15251	0.143388	0.156398	0.153359	0.146741	0.170615	0.17061	0.163364	0.144467	0.139066	0.141626	0.156255	0.142754	0.13004	0.148104	0.152327	0.130268	0.132776	0.134375	0.134113	0.125891	0.130057	0.158315	0.135165	0.121389	0.140569	0.146117	0.146921	0.135837	0.122698	0.12781	0.136568	0.140097	0.153216	0.138634	0.107231	0.134665	0.135982	0.159174	0.124202	0.128489	0.1466	0.145236	0.126706	0.139076	0.139453	0.131781	0.143742	0.134456	0.133609	0.133113	0.13507	0.186248	0.115302	0.148033	0.119337	0.109273	0.124404	0.108366	0.113127	0.148041	0.159778	0.160639	0.160631	0.160733	0.168256	0.1438	0.149206	0.149627	0.158962	0.151539	0.155013	0.168238	0.151755	0.160088	0.157159	0.142083	0.152373	0.163312	0.156422	0.152626	0.165329	0.162575	0.182445	0.152639	0.16657	0.143998	0.167897	0.154135	0.159188	0.169786	0.15702	0.154252	0.152018	0.164993	0.163152	0.149574	0.174406	0.196317	0.175236	0.184028	0.183562	0.222548	0.237456	0.233967	0.222782	0.233231	0.242203	0.25779	0.264769	0.251935	0.266094	0.274168	0.243708	0.247583	0.256093	0.259619	0.242139	0.248957	0.265219	0.245473	0.260184	0.253528	0.26987	0.248077	0.244277	0.232163	0.288344	0.225905	0.259756	0.255767	0.336708	0.331778	0.331971	0.289802	0.289134	0.283156	0.225242	0.234664	0.32372	0.349445	0.308214	0.310667	0.31191	0.310747	0.314523	0.310583	0.306442	0.30738	0.308633	0.31672	0.299788	0.334728	0.31839	0.444693	0.315468	0.32507	0.295257	0.3668	0.324121	0.342232	0.33274	0.331929	0.275935	0.340833	0.344986	0.273023	0.287923	0.278914	0.273555	0.249321	0.455679	0.561608	0.563195	0.489072	0.5272	0.507455	0.494342	0.509899	0.504466	0.518777	0.437826	0.441673	0.44457	0.435677	0.410009	0.3786	0.388168	0.433122	0.435647	0.435739	0.435739	0.606221	0.608894	0.613855	0.587365	0.592253	0.581943	0.671506	0.625451	0.623839	0.650427	0.4449	0.461981	0.475968	0.480536	0.472694	0.27819	0.273108	0.257562	0.27681	0.260527	0.261733	0.265507	0.453681	0.442953	0.449272	0.463928	0.455307	0.391935	0.404755	0.33918	0.330975	0.373221	0.337133	0.337067	0.364689	0.313864	0.326978	0.312349	0.279442	0.275294	0.291195	0.285419	0.283669	0.269195	0.256544	0.253887	0.326885	0.268692	0.237281	0.239125	0.249747	0.226819	0.239629	0.243503	0.231816	0.284122	0.284001	0.251551	0.260774	0.256444	0.301079	0.303704	0.302402	0.29844	0.298939	0.265968	0.225845	0.265963	0.229848	0.239656	0.264994	0.233912	0.376851	0.370134	0.361761	0.342359	0.322458	0.303348	0.322893	0.24748	0.247269	0.330187	0.343581	0.34478	0.323655	0.36534	0.327799	0.320752	0.325823	0.342931	0.304306	0.270574	0.217448	0.281605	0.289742	0.26438	0.220079	0.225477	0.239458	0.243293	0.248389	0.248389	0.245748	0.238339	0.244825	0.256576	0.255265	0.259584	0.247526	0.336369	0.327625	0.324707	0.278592	0.293107	0.281803	0.455467	0.487352	0.306504	0.300906	0.314232
Hippolais_icterina	0.229469	0.0496414	0	0.108155	0.0846412	0.0938227	0.0909221	0.0991221	0.116397	0.155445	0.131486	0.115271	0.113732	0.103645	0.105889	0.11636	0.119887	0.116535	0.136315	0.128071	0.119192	0.120751	0.113027	0.104632	0.119267	0.117004	0.145233	0.13384	0.116045	0.1622	0.155115	0.157782	0.167889	0.173396	0.180675	0.166177	0.164123	0.161298	0.153181	0.149508	0.14777	0.14397	0.142436	0.148	0.147966	0.138844	0.151854	0.148815	0.142197	0.166071	0.166066	0.15882	0.139923	0.134522	0.137082	0.151711	0.13821	0.125496	0.14356	0.147783	0.125724	0.128232	0.129831	0.129569	0.121347	0.125513	0.153771	0.130621	0.116846	0.136025	0.141573	0.142377	0.131293	0.118154	0.123266	0.132024	0.135553	0.148672	0.13409	0.102687	0.130121	0.131438	0.15463	0.119658	0.123946	0.142056	0.140692	0.122162	0.134532	0.134909	0.127237	0.139198	0.129912	0.129065	0.128569	0.130526	0.181705	0.110758	0.143489	0.114793	0.104729	0.11986	0.103822	0.108583	0.143497	0.155234	0.156095	0.156087	0.156189	0.163712	0.139256	0.144662	0.145083	0.154418	0.146995	0.150469	0.163694	0.147211	0.155544	0.152615	0.137539	0.147829	0.158768	0.151878	0.148082	0.160785	0.158031	0.177901	0.148095	0.162026	0.139454	0.163353	0.149591	0.154644	0.165242	0.152476	0.149709	0.147474	0.160449	0.158608	0.14503	0.169862	0.191774	0.170692	0.179484	0.179018	0.218004	0.232912	0.229423	0.218238	0.228687	0.237659	0.253247	0.260225	0.247391	0.26155	0.269624	0.239164	0.24304	0.251549	0.255076	0.237595	0.244413	0.260675	0.24093	0.25564	0.248985	0.265326	0.243533	0.239733	0.227619	0.283801	0.221361	0.255213	0.251223	0.332164	0.327234	0.327427	0.285258	0.28459	0.278612	0.220698	0.23012	0.319176	0.344901	0.30367	0.306123	0.307366	0.306203	0.309979	0.306039	0.301898	0.302836	0.304089	0.312176	0.295244	0.330184	0.313847	0.440149	0.310925	0.320527	0.290713	0.362256	0.319577	0.337688	0.328197	0.327385	0.271391	0.336289	0.340442	0.268479	0.283379	0.27437	0.269011	0.244777	0.451135	0.557064	0.558651	0.484528	0.522656	0.502911	0.489798	0.505355	0.499922	0.514233	0.433282	0.437129	0.440026	0.431133	0.405465	0.374057	0.383624	0.428578	0.431103	0.431195	0.431195	0.601677	0.60435	0.609311	0.582821	0.587709	0.577399	0.666962	0.620907	0.619295	0.645883	0.440356	0.457437	0.471424	0.475992	0.46815	0.273646	0.268564	0.253018	0.272266	0.255983	0.257189	0.260963	0.449137	0.438409	0.444728	0.459384	0.450763	0.387391	0.400211	0.334636	0.326431	0.368677	0.332589	0.332523	0.360145	0.30932	0.322434	0.307805	0.274898	0.27075	0.286651	0.280875	0.279125	0.264651	0.252	0.249344	0.322341	0.264148	0.232737	0.234581	0.245203	0.222275	0.235085	0.238959	0.227272	0.279578	0.279457	0.247007	0.25623	0.2519	0.296535	0.29916	0.297858	0.293896	0.294395	0.261424	0.221301	0.261419	0.225305	0.235112	0.26045	0.229368	0.372307	0.36559	0.357217	0.337815	0.317914	0.298804	0.318349	0.242936	0.242725	0.325643	0.339037	0.340236	0.319111	0.360796	0.323255	0.316208	0.321279	0.338388	0.299762	0.26603	0.212904	0.277061	0.285199	0.259836	0.215535	0.220934	0.234914	0.238749	0.243845	0.243845	0.241204	0.233795	0.240281	0.252032	0.250721	0.25504	0.242982	0.331825	0.323081	0.320164	0.274048	0.288563	0.277259	0.450923	0.482808	0.30196	0.296362	0.309688
Donacobius_atricapilla	0.252274	0.112699	0.108155	0	0.0897895	0.105193	0.113727	0.121927	0.139202	0.17825	0.154291	0.138076	0.136537	0.12645	0.128694	0.139165	0.142692	0.13934	0.15912	0.150876	0.141997	0.143556	0.135831	0.127437	0.142072	0.139809	0.168038	0.156645	0.13885	0.185005	0.17792	0.180587	0.190694	0.1962	0.20348	0.188982	0.186928	0.184103	0.175986	0.172313	0.170575	0.166775	0.165241	0.170804	0.170771	0.161649	0.174659	0.17162	0.165002	0.188876	0.188871	0.181625	0.162728	0.157327	0.159887	0.174516	0.161015	0.148301	0.166365	0.170588	0.148529	0.151037	0.152636	0.152374	0.144152	0.148318	0.176576	0.153426	0.13965	0.15883	0.164378	0.165182	0.154098	0.140959	0.146071	0.154829	0.158358	0.171477	0.156895	0.125492	0.152926	0.154243	0.177435	0.142463	0.14675	0.164861	0.163497	0.144967	0.157337	0.157714	0.150042	0.162003	0.152717	0.15187	0.151374	0.153331	0.204509	0.133563	0.166294	0.137598	0.127534	0.142665	0.126627	0.131388	0.166302	0.178039	0.1789	0.178892	0.178994	0.186517	0.162061	0.167467	0.167888	0.177223	0.1698	0.173274	0.186499	0.170016	0.178349	0.17542	0.160344	0.170634	0.181573	0.174682	0.170887	0.18359	0.180836	0.200706	0.1709	0.18483	0.162259	0.186158	0.172396	0.177449	0.188047	0.175281	0.172513	0.170279	0.183254	0.181413	0.167835	0.192667	0.214578	0.193497	0.202289	0.201823	0.240809	0.255717	0.252228	0.241043	0.251492	0.260464	0.276051	0.28303	0.270196	0.284355	0.292429	0.261969	0.265844	0.274354	0.27788	0.2604	0.267218	0.283479	0.263734	0.278445	0.271789	0.288131	0.266338	0.262538	0.250424	0.306605	0.244166	0.278017	0.274028	0.354969	0.350039	0.350232	0.308063	0.307395	0.301417	0.243503	0.252925	0.341981	0.367706	0.326475	0.328928	0.330171	0.329008	0.332784	0.328844	0.324703	0.325641	0.326894	0.334981	0.318049	0.352989	0.336651	0.462954	0.333729	0.343331	0.313518	0.385061	0.342382	0.360493	0.351001	0.35019	0.294196	0.359094	0.363247	0.291284	0.306184	0.297175	0.291816	0.267582	0.47394	0.579869	0.581456	0.507333	0.545461	0.525716	0.512603	0.52816	0.522727	0.537038	0.456087	0.459934	0.462831	0.453938	0.42827	0.396861	0.406429	0.451383	0.453908	0.454	0.454	0.624482	0.627155	0.632116	0.605626	0.610514	0.600204	0.689767	0.643712	0.6421	0.668688	0.463161	0.480242	0.494229	0.498797	0.490955	0.296451	0.291369	0.275823	0.295071	0.278788	0.279994	0.283768	0.471942	0.461214	0.467533	0.482189	0.473568	0.410196	0.423016	0.357441	0.349236	0.391482	0.355394	0.355328	0.38295	0.332125	0.345239	0.330609	0.297703	0.293555	0.309456	0.30368	0.30193	0.287456	0.274805	0.272148	0.345146	0.286953	0.255542	0.257386	0.268008	0.24508	0.25789	0.261764	0.250077	0.302383	0.302262	0.269812	0.279035	0.274705	0.31934	0.321965	0.320663	0.316701	0.3172	0.284229	0.244106	0.284224	0.248109	0.257917	0.283255	0.252173	0.395112	0.388395	0.380022	0.36062	0.340719	0.321609	0.341154	0.265741	0.26553	0.348448	0.361842	0.363041	0.341916	0.383601	0.34606	0.339013	0.344084	0.361192	0.322567	0.288835	0.235709	0.299866	0.308003	0.282641	0.23834	0.243738	0.257719	0.261554	0.26665	0.26665	0.264009	0.2566	0.263086	0.274837	0.273526	0.277845	0.265787	0.35463	0.345886	0.342968	0.296853	0.311368	0.300064	0.473728	0.505613	0.324765	0.319167	0.332493
Oxylabes_madagascariensis	0.22876	0.0891851	0.0846412	0.0897895	0	0.0816793	0.0902132	0.0984132	0.115688	0.154736	0.130777	0.114562	0.113023	0.102936	0.10518	0.115651	0.119178	0.115827	0.135606	0.127362	0.118483	0.120042	0.112318	0.103923	0.118558	0.116295	0.144524	0.133131	0.115336	0.161492	0.154406	0.157073	0.16718	0.172687	0.179966	0.165468	0.163414	0.160589	0.152472	0.148799	0.147061	0.143261	0.141727	0.147291	0.147257	0.138135	0.151145	0.148107	0.141489	0.165362	0.165358	0.158111	0.139214	0.133813	0.136373	0.151002	0.137501	0.124787	0.142851	0.147074	0.125015	0.127523	0.129122	0.12886	0.120638	0.124805	0.153062	0.129912	0.116137	0.135316	0.140865	0.141669	0.130584	0.117445	0.122557	0.131315	0.134844	0.147963	0.133381	0.101978	0.129412	0.130729	0.153921	0.11895	0.123237	0.141347	0.139983	0.121453	0.133823	0.1342	0.126528	0.138489	0.129203	0.128356	0.12786	0.129817	0.180996	0.110049	0.14278	0.114084	0.10402	0.119151	0.103113	0.107875	0.142788	0.154525	0.155387	0.155378	0.15548	0.163003	0.138548	0.143953	0.144374	0.153709	0.146286	0.149761	0.162985	0.146502	0.154835	0.151907	0.13683	0.14712	0.158059	0.151169	0.147374	0.160076	0.157322	0.177192	0.147386	0.161317	0.138745	0.162644	0.148882	0.153936	0.164533	0.151767	0.149	0.146765	0.15974	0.157899	0.144321	0.169153	0.191065	0.169983	0.178775	0.178309	0.217295	0.232203	0.228714	0.217529	0.227978	0.23695	0.252538	0.259516	0.246683	0.260841	0.268915	0.238455	0.242331	0.25084	0.254367	0.236886	0.243704	0.259966	0.240221	0.254931	0.248276	0.264617	0.242824	0.239024	0.22691	0.283092	0.220653	0.254504	0.250514	0.331455	0.326526	0.326718	0.284549	0.283881	0.277903	0.219989	0.229411	0.318467	0.344192	0.302961	0.305414	0.306658	0.305494	0.30927	0.30533	0.301189	0.302127	0.30338	0.311467	0.294535	0.329476	0.313138	0.43944	0.310216	0.319818	0.290005	0.361547	0.318869	0.336979	0.327488	0.326676	0.270682	0.33558	0.339733	0.26777	0.28267	0.273661	0.268302	0.244068	0.450426	0.556355	0.557942	0.483819	0.521948	0.502202	0.489089	0.504646	0.499213	0.513525	0.432573	0.43642	0.439317	0.430424	0.404756	0.373348	0.382915	0.427869	0.430394	0.430486	0.430486	0.600968	0.603641	0.608602	0.582112	0.587	0.57669	0.666253	0.620198	0.618586	0.645174	0.439647	0.456728	0.470715	0.475284	0.467441	0.272937	0.267855	0.252309	0.271557	0.255274	0.25648	0.260254	0.448428	0.4377	0.444019	0.458675	0.450054	0.386682	0.399502	0.333927	0.325722	0.367968	0.33188	0.331814	0.359437	0.308611	0.321725	0.307096	0.27419	0.270041	0.285942	0.280166	0.278416	0.263942	0.251291	0.248635	0.321632	0.263439	0.232028	0.233872	0.244494	0.221566	0.234377	0.23825	0.226563	0.278869	0.278748	0.246298	0.255521	0.251191	0.295826	0.298451	0.297149	0.293187	0.293686	0.260716	0.220592	0.26071	0.224596	0.234403	0.259741	0.228659	0.371599	0.364881	0.356508	0.337106	0.317205	0.298095	0.31764	0.242227	0.242016	0.324934	0.338328	0.339527	0.318402	0.360087	0.322546	0.315499	0.32057	0.337679	0.299053	0.265321	0.212196	0.276352	0.28449	0.259127	0.214826	0.220225	0.234205	0.23804	0.243136	0.243136	0.240495	0.233086	0.239572	0.251324	0.250012	0.254331	0.242274	0.331116	0.322372	0.319455	0.273339	0.287854	0.27655	0.450214	0.482099	0.301252	0.295653	0.308979
