	Acanthisitta_chloris	Acrocephalus_arundinaceus	Hippolais_icterina	Aegithalos_caudatus	Cettia_cetti	Horornis_vulcanius	Hylia_prasina	Cisticola_juncidis	Phylloscopus_trochilus	Rhadina_sibilatrix	Brachypodius_atriceps	Pycnonotus_jocosus	Illadopsis_cleaveri	Sinosuthora_webbiana	Sterrhoptilus_dennistouni	Zosterops_hypoxanthus	Zosterops_lateralis	Sylvia_atricapilla	Leiothrix_lutea	Pomatorhinus_ruficollis	Donacobius_atricapilla	Oxylabes_madagascariensis	Locustella_ochotensis	Hirundo_rustica	Sylvietta_virens	Nicator_chloris	Alaudala_cheleensis	Panurus_biarmicus	Agelaius_phoeniceus	Molothrus_ater	Quiscalus_mexicanus	Calcarius_ornatus	Setophaga_coronata	Setophaga_kirtlandii	Junco_hyemalis	Zonotrichia_albicollis	Melospiza_melodia	Cardinalis_cardinalis	Passerina_amoena	Pheucticus_melanocephalus	Geospiza_fortis	Sporophila_hypoxantha	Nesospiza_acunhae	Emberiza_fucata	Spizella_passerina	Chlorodrepanis_virens	Hemignathus_wilsoni	Loxia_curvirostra	Loxia_leucoptera	Serinus_canaria	Rhodinocichla_rosea	Motacilla_alba	Hypocryptadius_cinnamomeus	Passer_domesticus	Prunella_fulvescens	Prunella_himalayana	Lonchura_striata	Taeniopygia_guttata	Vidua_chalybeata	Vidua_macroura	Ploceus_nigricollis	Urocynchramus_pylzowi	Chloropsis_cyanopogon	Chloropsis_hardwickii	Irena_cyanogastra	Peucedramus_taeniatus	Dicaeum_eximium	Leptocoma_aspasia	Anthoscopus_minutus	Parus_major	Pseudopodoces_humilis	Poecile_atricapillus	Promerops_cafer	Buphagus_erythrorhynchus	Leucopsar_rothschildi	Sturnus_vulgaris	Rhabdornis_inornatus	Toxostoma_redivivum	Cinclus_mexicanus	Cercotrichas_coryphaeus	Copsychus_sechellarum	Erithacus_rubecula	Oenanthe_oenanthe	Saxicola_maurus	Ficedula_albicollis	Catharus_fuscescens	Elachura_formosa	Regulus_satrapa	Certhia_brachydactyla	Certhia_familiaris	Polioptila_caerulea	Thryothorus_ludovicianus	Sitta_europaea	Tichodroma_muraria	Callaeas_wilsoni	Notiomystis_cincta	Drymodes_brunneopygia	Melanocharis_versteri	Chaetops_frenatus	Picathartes_gymnocephalus	Cnemophilus_loriae	Aleadryas_rufinucha	Falcunculus_frontatus	Mohoua_ochrocephala	Oreocharis_arfaki	Oriolus_oriolus	Pachycephala_philippinensis	Daphoenositta_chrysoptera	Aphelocoma_coerulescens	Corvus_brachyrhynchos	Corvus_cornix	Corvus_moneduloides	Lanius_ludovicianus	Chaetorhynchus_papuensis	Rhipidura_dahli	Myiagra_hebetior	Ifrita_kowaldi	Dicrurus_megarhynchus	Struthidea_cinerea	Paradisaea_raggiana	Edolisoma_coerulescens	Erpornis_zantholeuca	Vireo_altiloquus	Pteruthius_melanotis	Eulacestoma_nigropectus	Dryoscopus_gambensis	Mystacornis_crossleyi	Dyaphorophyia_castanea	Gymnorhina_tibicen	Machaerirhynchus_nigripectus	Rhagologus_leucostigma	Orthonyx_spaldingii	Pomatostomus_ruficeps	Ptilorrhoa_leucosticta	Dasyornis_broadbenti	Grantiella_picta	Origma_solitaria	Pardalotus_punctatus	Malurus_elegans	Climacteris_rufus	Ptilonorhynchus_violaceus	Atrichornis_clamosus	Menura_novaehollandiae	Aegotheles_bennettii	Calypte_anna	Oreotrochilus_melanogaster	Chaetura_pelagica	Hemiprocne_comata	Centropus_bengalensis	Centropus_unirufus	Ceuthmochares_aereus	Piaya_cayana	Cuculus_canorus	Crotophaga_sulcirostris	Geococcyx_californianus	Podargus_strigoides	Alectura_lathami	Callipepla_squamata	Colinus_virginianus	Odontophorus_gujanensis	Numida_meleagris	Coturnix_japonica	Gallus_gallus	Meleagris_gallopavo	Tympanuchus_cupido	Phasianus_colchicus	Penelope_pileata	Anas_platyrhynchos	Anas_zonorhyncha	Asarcornis_scutulata	Cairina_moschata	Anser_cygnoid	Anseranas_semipalmata	Chauna_torquata	Apteryx_australis	Apteryx_rowi	Apteryx_haastii	Apteryx_owenii	Crypturellus_cinnamomeus	Crypturellus_undulatus	Crypturellus_soui	Nothocercus_julius	Nothocercus_nigrocapillus	Eudromia_elegans	Nothoprocta_ornata	Nothoprocta_pentlandii	Nothoprocta_perdicaria	Casuarius_casuarius	Dromaius_novaehollandiae	Rhea_americana	Rhea_pennata	Struthio_camelus	Corythaeola_cristata	Corythaixoides_concolor	Tauraco_erythrolophus	Nyctibius_bracteatus	Nyctibius_grandis	Antrostomus_carolinensis	Chordeiles_acutipennis	Nyctiprogne_leucopyga	Ardeotis_kori	Chlamydotis_macqueenii	Lophotis_ruficrista	Podiceps_cristatus	Podilymbus_podiceps	Phoenicopterus_ruber	Opisthocomus_hoazin	Steatornis_caripensis	Alopecoenas_beccarii	Columbina_picui	Caloenas_nicobarica	Columba_livia	Patagioenas_fasciata	Aramus_guarauna	Balearica_regulorum	Grus_americana	Psophia_crepitans	Atlantisia_rogersi	Zapornia_atra	Heliornis_fulica	Cariama_cristata	Chunga_burmeisteri	Apaloderma_vittatum	Trogon_melanurus	Baryphthengus_martii	Ceyx_cyanopectus	Halcyon_senegalensis	Chloroceryle_aenea	Todus_mexicanus	Merops_nubicus	Brachypteracias_leptosomus	Eurystomus_gularis	Buceros_rhinoceros	Bucorvus_abyssinicus	Galbula_dea	Indicator_maculatus	Psilopogon_haemacephalus	Ramphastos_sulfuratus	Semnornis_frantzii	Tricholaema_leucomelas	Mesitornis_unicolor	Eurypyga_helias	Rhynochetos_jubatus	Anhinga_anhinga	Anhinga_rufa	Phalacrocorax_auritus	Phalacrocorax_brasilianus	Phalacrocorax_harrisi	Phalacrocorax_carbo	Phalacrocorax_pelagicus	Sula_dactylatra	Fregata_magnificens	Aptenodytes_forsteri	Pygoscelis_adeliae	Gavia_stellata	Calonectris_borealis	Pelecanoides_urinatrix	Fulmarus_glacialis	Fregetta_grallaria	Oceanites_oceanicus	Thalassarche_chlororhynchos	Hydrobates_tethys	Ciconia_maguari	Balaeniceps_rex	Pelecanus_crispus	Scopus_umbretta	Mesembrinibis_cayennensis	Nipponia_nippon	Cathartes_aura	Aquila_chrysaetos	Spizaetus_tyrannus	Haliaeetus_albicilla	Haliaeetus_leucocephalus	Circaetus_pectoralis	Pandion_haliaetus	Sagittarius_serpentarius	Ciccaba_nigrolineata	Strix_occidentalis	Glaucidium_brasilianum	Tyto_alba	Pterocles_burchelli	Pterocles_gutturalis	Syrrhaptes_paradoxus	Cochlearius_cochlearius	Egretta_garzetta	Alca_torda	Uria_aalge	Uria_lomvia	Cepphus_grylle	Stercorarius_parasiticus	Chroicocephalus_maculipennis	Larus_smithsonianus	Rissa_tridactyla	Phaetusa_simplex	Rynchops_niger	Dromas_ardeola	Glareola_pratincola	Rhinoptilus_africanus	Arenaria_interpres	Calidris_pugnax	Limosa_lapponica	Jacana_jacana	Nycticryphes_semicollaris	Rostratula_benghalensis	Pedionomus_torquatus	Thinocorus_orbignyianus	Burhinus_bistriatus	Chionis_minor	Pluvianellus_socialis	Charadrius_alexandrinus	Charadrius_vociferus	Himantopus_himantopus	Ibidorhyncha_struthersii	Turnix_velox	Leptosomus_discolor	Phaethon_lepturus	Agapornis_roseicollis	Melopsittacus_undulatus	Amazona_guildingii	Eolophus_roseicapillus	Probosciger_aterrimus	Nestor_notabilis	Falco_cherrug	Falco_peregrinus	Herpetotheres_cachinnans	Campylorhamphus_procurvoides	Xiphorhynchus_elegans	Sclerurus_mexicanus	Furnarius_figulus	Grallaria_varia	Scytalopus_superciliaris	Rhegmatorhina_hoffmannsi	Sakesphorus_luctuosus	Cephalopterus_ornatus	Mionectes_macconnelli	Tyrannus_savana	Tachuris_rubrigastra	Neopipo_cinnamomea	Piprites_chloris	Onychorhynchus_coronatus	Oxyruncus_cristatus	Pachyramphus_minor	Lepidothrix_coronata	Manacus_manacus	Neodrepanis_coruscans	Serilophus_lunatus	Sapayoa_aenigma	Smithornis_capensis
Acanthisitta_chloris	0	0.275916	0.265989	0.282963	0.285896	0.281698	0.277405	0.281403	0.268691	0.260776	0.304196	0.279275	0.277071	0.272583	0.285198	0.301717	0.29763	0.305264	0.270264	0.274362	0.269733	0.282956	0.281671	0.284679	0.283768	0.257436	0.311362	0.27884	0.276733	0.276971	0.281722	0.285315	0.280928	0.291817	0.300243	0.301039	0.291917	0.274445	0.288422	0.274083	0.281265	0.290221	0.273119	0.305666	0.293335	0.276185	0.279746	0.28732	0.288609	0.290146	0.272177	0.28557	0.265521	0.300821	0.273134	0.274097	0.309605	0.290421	0.286112	0.279241	0.269952	0.271797	0.285573	0.284821	0.277718	0.265626	0.280357	0.263702	0.28457	0.276327	0.271841	0.279085	0.25557	0.274901	0.27836	0.282809	0.267062	0.294023	0.296485	0.291469	0.286448	0.28254	0.268136	0.268583	0.271231	0.27187	0.311676	0.293291	0.297368	0.300024	0.289749	0.266027	0.273326	0.267598	0.266048	0.302376	0.270041	0.258469	0.295572	0.269981	0.245757	0.235792	0.254617	0.244338	0.261259	0.264831	0.262474	0.246334	0.268029	0.275934	0.273456	0.270996	0.296675	0.260237	0.297209	0.268736	0.234005	0.240342	0.250734	0.241878	0.259893	0.274187	0.273981	0.28006	0.243354	0.25617	0.249296	0.253304	0.255152	0.251876	0.238373	0.268703	0.29949	0.232013	0.274944	0.257754	0.244869	0.271249	0.271395	0.250437	0.23256	0.191267	0.20082	0.33658	0.340688	0.33948	0.342648	0.307388	0.37977	0.385725	0.376413	0.375143	0.373298	0.336588	0.338638	0.292888	0.355016	0.476398	0.486561	0.438472	0.36259	0.419691	0.397024	0.393211	0.411068	0.404977	0.370347	0.365821	0.363464	0.359891	0.35759	0.345354	0.326582	0.315242	0.441639	0.441639	0.442846	0.435635	0.719137	0.709352	0.700448	0.6949	0.715959	0.735369	0.738596	0.738511	0.739036	0.485227	0.493268	0.513875	0.514598	0.497329	0.324766	0.292851	0.325342	0.284016	0.291863	0.333511	0.312484	0.304855	0.303053	0.299331	0.27289	0.300209	0.323151	0.253313	0.301914	0.295347	0.318209	0.32885	0.311483	0.344844	0.339117	0.278352	0.277881	0.26849	0.304646	0.370907	0.37446	0.349578	0.257116	0.25971	0.338431	0.333101	0.35208	0.374288	0.345362	0.357568	0.393298	0.437579	0.379597	0.331602	0.447478	0.398776	0.37301	0.398024	0.434195	0.385104	0.388555	0.390943	0.307731	0.38699	0.418876	0.264082	0.269557	0.287773	0.290111	0.285236	0.292393	0.290278	0.263907	0.242047	0.258076	0.250492	0.248524	0.253349	0.262256	0.252716	0.246599	0.24418	0.248633	0.254026	0.236542	0.248748	0.26452	0.278531	0.254252	0.246927	0.231462	0.23017	0.240902	0.241093	0.24344	0.233927	0.260196	0.248759	0.269695	0.270934	0.269946	0.290378	0.288998	0.283813	0.313681	0.276297	0.290604	0.260056	0.271282	0.263705	0.26133	0.2656	0.256578	0.252909	0.256618	0.261583	0.270276	0.260158	0.290388	0.290023	0.299054	0.310853	0.2785	0.351525	0.322016	0.348856	0.318561	0.333003	0.269887	0.297562	0.30138	0.260015	0.257657	0.282683	0.280931	0.451416	0.294812	0.271512	0.351799	0.339293	0.353345	0.312253	0.3224	0.326614	0.290634	0.290558	0.257052	0.240209	0.238911	0.241136	0.245741	0.249542	0.247492	0.211836	0.218811	0.231532	0.247261	0.237542	0.264645	0.22777	0.238115	0.249648	0.217815	0.236568	0.21911	0.213406	0.240206	0.246197	0.231485	0.239983
Acrocephalus_arundinaceus	0.275916	0	0.0327505	0.0920958	0.0950285	0.0908308	0.0865374	0.0955932	0.0828807	0.0749656	0.121184	0.0962628	0.0940591	0.0895708	0.102186	0.118705	0.114618	0.122252	0.0872521	0.0913503	0.0890303	0.102253	0.100969	0.110186	0.109275	0.0899714	0.146788	0.114266	0.121079	0.121317	0.126068	0.129661	0.125274	0.136163	0.144589	0.145385	0.136263	0.118791	0.132768	0.118429	0.125611	0.134567	0.117465	0.150012	0.137681	0.120531	0.124092	0.131666	0.132955	0.134492	0.116523	0.129916	0.109867	0.145167	0.11748	0.118443	0.153951	0.134767	0.130458	0.123587	0.114298	0.116143	0.129919	0.129167	0.122064	0.109972	0.124703	0.108048	0.128916	0.120673	0.116187	0.123431	0.0999164	0.119249	0.122708	0.127157	0.11141	0.138371	0.140833	0.135817	0.130796	0.126888	0.112484	0.112931	0.115579	0.116218	0.156024	0.137639	0.141716	0.144372	0.134097	0.110375	0.117674	0.111946	0.136959	0.173287	0.140952	0.12938	0.166483	0.140892	0.126456	0.128687	0.147512	0.137233	0.154154	0.157726	0.15537	0.139229	0.160924	0.168829	0.166351	0.163892	0.189571	0.153133	0.190105	0.161631	0.1269	0.133238	0.14363	0.134774	0.152789	0.167083	0.166877	0.172956	0.13625	0.149066	0.142191	0.1462	0.148048	0.144772	0.131269	0.161598	0.192386	0.124909	0.196828	0.179639	0.166753	0.193133	0.193279	0.216349	0.198472	0.171413	0.180966	0.421512	0.425619	0.424412	0.427579	0.392319	0.464702	0.470657	0.461345	0.460074	0.45823	0.42152	0.42357	0.37782	0.439948	0.56133	0.571493	0.523404	0.447522	0.504623	0.481955	0.478143	0.496	0.489909	0.455279	0.450753	0.448396	0.444822	0.442522	0.430286	0.411514	0.400174	0.526571	0.526571	0.527778	0.520567	0.804069	0.794284	0.78538	0.779832	0.800891	0.820301	0.823528	0.823443	0.823968	0.570158	0.5782	0.598807	0.59953	0.582261	0.409698	0.377782	0.410274	0.368948	0.376795	0.418443	0.397416	0.389786	0.387985	0.384263	0.357822	0.385141	0.408083	0.338244	0.386846	0.380278	0.403141	0.413782	0.396414	0.429776	0.424048	0.363284	0.362813	0.353422	0.389577	0.455839	0.459391	0.43451	0.342048	0.344642	0.423362	0.418033	0.437012	0.45922	0.430294	0.4425	0.478229	0.522511	0.464529	0.416534	0.53241	0.483707	0.457941	0.482956	0.519127	0.470036	0.473487	0.475875	0.392663	0.471922	0.503808	0.349013	0.354488	0.372705	0.375043	0.370168	0.377325	0.37521	0.348839	0.326979	0.343008	0.335424	0.333456	0.338281	0.347187	0.337648	0.331531	0.329112	0.333565	0.338958	0.321474	0.33368	0.349452	0.363463	0.339184	0.331858	0.316394	0.315102	0.325834	0.326025	0.328372	0.318859	0.345128	0.333691	0.354627	0.355866	0.354878	0.37531	0.37393	0.368745	0.398613	0.361229	0.375536	0.344988	0.356214	0.348637	0.346262	0.350532	0.34151	0.337841	0.34155	0.346515	0.355207	0.34509	0.37532	0.374955	0.383986	0.395785	0.363432	0.436457	0.406948	0.433787	0.403493	0.417934	0.354819	0.382494	0.386312	0.344947	0.342589	0.367615	0.365863	0.536348	0.379744	0.356444	0.436731	0.424225	0.438277	0.397185	0.407332	0.411546	0.375566	0.37549	0.341984	0.325141	0.323842	0.326068	0.330672	0.334474	0.332424	0.296767	0.303743	0.316463	0.332193	0.322474	0.349577	0.312702	0.323047	0.33458	0.302747	0.3215	0.304042	0.298338	0.325138	0.331129	0.316417	0.324915
Hippolais_icterina	0.265989	0.0327505	0	0.0821684	0.085101	0.0809034	0.07661	0.0856658	0.0729533	0.0650382	0.111256	0.0863354	0.0841317	0.0796434	0.0922586	0.108777	0.10469	0.112325	0.0773247	0.0814229	0.0791029	0.0923259	0.0910415	0.100258	0.0993473	0.080044	0.136861	0.104338	0.111152	0.111389	0.116141	0.119734	0.115347	0.126235	0.134661	0.135457	0.126335	0.108864	0.12284	0.108502	0.115683	0.12464	0.107537	0.140084	0.127754	0.110603	0.114165	0.121738	0.123028	0.124565	0.106595	0.119989	0.0999397	0.13524	0.107553	0.108515	0.144024	0.12484	0.120531	0.113659	0.10437	0.106216	0.119991	0.11924	0.112137	0.100045	0.114776	0.0981206	0.118989	0.110746	0.10626	0.113504	0.089989	0.109322	0.11278	0.11723	0.101482	0.128443	0.130906	0.12589	0.120869	0.11696	0.102557	0.103003	0.105651	0.106291	0.146097	0.127711	0.131789	0.134445	0.12417	0.100448	0.107746	0.102018	0.127032	0.16336	0.131025	0.119453	0.156556	0.130965	0.116529	0.11876	0.137585	0.127306	0.144227	0.147799	0.145443	0.129302	0.150997	0.158902	0.156424	0.153964	0.179643	0.143205	0.180178	0.151704	0.116973	0.123311	0.133702	0.124847	0.142861	0.157156	0.156949	0.163028	0.126322	0.139138	0.132264	0.136272	0.13812	0.134844	0.121341	0.151671	0.182458	0.114981	0.186901	0.169711	0.156826	0.183206	0.183352	0.206422	0.188544	0.161485	0.171039	0.411585	0.415692	0.414484	0.417652	0.382392	0.454775	0.460729	0.451418	0.450147	0.448303	0.411592	0.413642	0.367892	0.43002	0.551402	0.561566	0.513476	0.437595	0.494695	0.472028	0.468216	0.486072	0.479981	0.445351	0.440825	0.438469	0.434895	0.432594	0.420358	0.401586	0.390247	0.516644	0.516644	0.51785	0.51064	0.794142	0.784357	0.775452	0.769904	0.790964	0.810374	0.813601	0.813515	0.814041	0.560231	0.568272	0.58888	0.589602	0.572333	0.399771	0.367855	0.400347	0.35902	0.366867	0.408515	0.387489	0.379859	0.378057	0.374336	0.347894	0.375214	0.398156	0.328317	0.376919	0.370351	0.393214	0.403854	0.386487	0.419848	0.414121	0.353357	0.352885	0.343494	0.37965	0.445912	0.449464	0.424582	0.33212	0.334715	0.413435	0.408106	0.427085	0.449293	0.420366	0.432572	0.468302	0.512584	0.454602	0.406607	0.522483	0.47378	0.448014	0.473028	0.5092	0.460109	0.46356	0.465947	0.382735	0.461994	0.493881	0.339086	0.344561	0.362778	0.365115	0.36024	0.367398	0.365282	0.338912	0.317051	0.333081	0.325497	0.323529	0.328353	0.33726	0.32772	0.321603	0.319185	0.323637	0.32903	0.311546	0.323752	0.339525	0.353536	0.329256	0.321931	0.306467	0.305174	0.315907	0.316097	0.318445	0.308932	0.335201	0.323764	0.3447	0.345939	0.344951	0.365383	0.364003	0.358818	0.388686	0.351302	0.365608	0.33506	0.346287	0.338709	0.336335	0.340605	0.331582	0.327913	0.331623	0.336587	0.34528	0.335162	0.365393	0.365027	0.374059	0.385858	0.353504	0.426529	0.39702	0.42386	0.393565	0.408007	0.344892	0.372567	0.376384	0.335019	0.332661	0.357688	0.355936	0.52642	0.369817	0.346517	0.426804	0.414298	0.42835	0.387258	0.397404	0.401619	0.365638	0.365563	0.332057	0.315214	0.313915	0.316141	0.320745	0.324547	0.322496	0.28684	0.293816	0.306536	0.322266	0.312547	0.339649	0.302775	0.313119	0.324652	0.29282	0.311572	0.294115	0.28841	0.31521	0.321201	0.30649	0.314988
Aegithalos_caudatus	0.282963	0.0920958	0.0821684	0	0.0916504	0.0874527	0.0849984	0.10264	0.0899277	0.0820126	0.128231	0.10331	0.101106	0.0966178	0.109233	0.125752	0.121665	0.129299	0.094299	0.0983972	0.0960773	0.1093	0.108016	0.117232	0.116322	0.0970183	0.153835	0.121313	0.128126	0.128364	0.133115	0.136708	0.132321	0.14321	0.151636	0.152432	0.143309	0.125838	0.139815	0.125476	0.132658	0.141614	0.124512	0.157059	0.144728	0.127578	0.131139	0.138713	0.140002	0.141539	0.12357	0.136963	0.116914	0.152214	0.124527	0.12549	0.160998	0.141814	0.137505	0.130634	0.121345	0.12319	0.136966	0.136214	0.129111	0.117019	0.13175	0.115095	0.135963	0.12772	0.123234	0.130478	0.106963	0.126296	0.129755	0.134204	0.118457	0.145418	0.14788	0.142864	0.137843	0.133935	0.119531	0.119978	0.122626	0.123265	0.163071	0.144686	0.148763	0.151419	0.141144	0.117422	0.124721	0.118993	0.144006	0.180334	0.147999	0.136427	0.17353	0.147939	0.133503	0.135734	0.154559	0.14428	0.161201	0.164773	0.162417	0.146276	0.167971	0.175876	0.173398	0.170939	0.196618	0.160179	0.197152	0.168678	0.133947	0.140285	0.150676	0.141821	0.159835	0.17413	0.173924	0.180003	0.143297	0.156113	0.149238	0.153247	0.155094	0.151818	0.138316	0.168645	0.199433	0.131955	0.203875	0.186685	0.1738	0.20018	0.200326	0.223396	0.205519	0.17846	0.188013	0.428559	0.432666	0.431459	0.434626	0.399366	0.471749	0.477704	0.468392	0.467121	0.465277	0.428567	0.430617	0.384867	0.446995	0.568377	0.57854	0.530451	0.454569	0.51167	0.489002	0.48519	0.503047	0.496956	0.462325	0.4578	0.455443	0.451869	0.449569	0.437333	0.418561	0.407221	0.533618	0.533618	0.534825	0.527614	0.811116	0.801331	0.792427	0.786879	0.807938	0.827348	0.830575	0.83049	0.831015	0.577205	0.585247	0.605854	0.606576	0.589307	0.416745	0.384829	0.417321	0.375995	0.383842	0.42549	0.404463	0.396833	0.395032	0.39131	0.364869	0.392188	0.41513	0.345291	0.393893	0.387325	0.410188	0.420829	0.403461	0.436823	0.431095	0.370331	0.36986	0.360469	0.396624	0.462886	0.466438	0.441557	0.349095	0.351689	0.430409	0.42508	0.444059	0.466267	0.437341	0.449547	0.485276	0.529558	0.471576	0.423581	0.539457	0.490754	0.464988	0.490003	0.526174	0.477083	0.480534	0.482922	0.39971	0.478969	0.510855	0.35606	0.361535	0.379752	0.38209	0.377214	0.384372	0.382257	0.355886	0.334026	0.350055	0.342471	0.340503	0.345328	0.354234	0.344695	0.338578	0.336159	0.340611	0.346005	0.328521	0.340727	0.356499	0.37051	0.346231	0.338905	0.323441	0.322149	0.332881	0.333072	0.335419	0.325906	0.352175	0.340738	0.361674	0.362913	0.361925	0.382357	0.380977	0.375792	0.40566	0.368276	0.382583	0.352034	0.363261	0.355684	0.353309	0.357579	0.348557	0.344888	0.348597	0.353561	0.362254	0.352137	0.382367	0.382002	0.391033	0.402832	0.370479	0.443504	0.413995	0.440834	0.41054	0.424981	0.361866	0.389541	0.393359	0.351994	0.349636	0.374662	0.37291	0.543395	0.386791	0.363491	0.443778	0.431272	0.445324	0.404232	0.414379	0.418593	0.382613	0.382537	0.349031	0.332188	0.330889	0.333115	0.337719	0.341521	0.339471	0.303814	0.31079	0.32351	0.33924	0.329521	0.356624	0.319749	0.330094	0.341627	0.309794	0.328547	0.311089	0.305384	0.332185	0.338175	0.323464	0.331962
Cettia_cetti	0.285896	0.0950285	0.085101	0.0916504	0	0.05419	0.0879311	0.105573	0.0928603	0.0849452	0.131163	0.106242	0.104039	0.0995504	0.112166	0.128684	0.124597	0.132232	0.0972317	0.10133	0.0990099	0.112233	0.110949	0.120165	0.119254	0.099951	0.156768	0.124245	0.131059	0.131296	0.136048	0.139641	0.135254	0.146142	0.154568	0.155364	0.146242	0.128771	0.142747	0.128409	0.13559	0.144547	0.127444	0.159991	0.147661	0.13051	0.134072	0.141645	0.142935	0.144472	0.126502	0.139896	0.119847	0.155147	0.12746	0.128422	0.163931	0.144747	0.140438	0.133566	0.124277	0.126123	0.139898	0.139147	0.132044	0.119952	0.134683	0.118028	0.138896	0.130653	0.126167	0.133411	0.109896	0.129229	0.132687	0.137137	0.121389	0.14835	0.150813	0.145797	0.140776	0.136867	0.122464	0.12291	0.125558	0.126198	0.166004	0.147618	0.151696	0.154352	0.144077	0.120355	0.127653	0.121925	0.146939	0.183267	0.150932	0.13936	0.176463	0.150872	0.136436	0.138667	0.157492	0.147213	0.164134	0.167706	0.16535	0.149209	0.170904	0.178809	0.176331	0.173871	0.19955	0.163112	0.200085	0.171611	0.13688	0.143218	0.153609	0.144754	0.162768	0.177063	0.176856	0.182935	0.146229	0.159045	0.152171	0.156179	0.158027	0.154751	0.141248	0.171578	0.202365	0.134888	0.206808	0.189618	0.176733	0.203113	0.203259	0.226329	0.208451	0.181392	0.190946	0.431492	0.435599	0.434391	0.437559	0.402299	0.474682	0.480636	0.471325	0.470054	0.46821	0.431499	0.433549	0.387799	0.449927	0.571309	0.581473	0.533383	0.457502	0.514602	0.491935	0.488123	0.505979	0.499888	0.465258	0.460732	0.458376	0.454802	0.452501	0.440265	0.421493	0.410154	0.536551	0.536551	0.537757	0.530547	0.814049	0.804264	0.795359	0.789811	0.810871	0.830281	0.833508	0.833422	0.833948	0.580138	0.588179	0.608787	0.609509	0.59224	0.419678	0.387762	0.420254	0.378927	0.386774	0.428422	0.407396	0.399766	0.397964	0.394243	0.367801	0.395121	0.418062	0.348224	0.396826	0.390258	0.413121	0.423761	0.406394	0.439755	0.434028	0.373264	0.372792	0.363401	0.399557	0.465819	0.469371	0.444489	0.352027	0.354622	0.433342	0.428013	0.446992	0.4692	0.440273	0.452479	0.488209	0.532491	0.474509	0.426514	0.54239	0.493687	0.467921	0.492935	0.529107	0.480016	0.483467	0.485854	0.402642	0.481901	0.513788	0.358993	0.364468	0.382685	0.385022	0.380147	0.387305	0.385189	0.358819	0.336958	0.352988	0.345404	0.343436	0.34826	0.357167	0.347627	0.34151	0.339092	0.343544	0.348937	0.331453	0.343659	0.359432	0.373443	0.349163	0.341838	0.326374	0.325081	0.335814	0.336004	0.338352	0.328839	0.355108	0.343671	0.364607	0.365846	0.364858	0.38529	0.38391	0.378725	0.408593	0.371209	0.385515	0.354967	0.366194	0.358616	0.356242	0.360512	0.351489	0.34782	0.35153	0.356494	0.365187	0.355069	0.3853	0.384934	0.393966	0.405765	0.373411	0.446436	0.416927	0.443767	0.413472	0.427914	0.364799	0.392474	0.396291	0.354926	0.352568	0.377595	0.375843	0.546327	0.389724	0.366424	0.446711	0.434205	0.448257	0.407165	0.417311	0.421526	0.385545	0.38547	0.351964	0.335121	0.333822	0.336048	0.340652	0.344454	0.342403	0.306747	0.313723	0.326443	0.342173	0.332454	0.359556	0.322682	0.333026	0.344559	0.312727	0.331479	0.314022	0.308317	0.335117	0.341108	0.326397	0.334895
