d-phlag_0005-c_min3max25	0	1500	500	0	0.25	2	T118	T48	32
d-phlag_0005-c_min3max25	45	1457	492	6	0.25	3	T157	T198	11
d-phlag_0005-c_min3max25	10	1890	100	0	0.05	1	T171	T77	31
d-phlag_0005-c_min3max25	17	1683	300	0	0.15	1	T24	T36	47
d-phlag_0005-c_min3max25	1400	0	5	595	0.3	3	T1	T140	37
d-phlag_0005-c_min3max25	1400	0	0	600	0.3	1	T187	T11	14
d-phlag_0005-c_min3max25	0	1800	0	200	0.1	2	T58	T103	21
d-phlag_0005-c_min3max25	1399	1	10	590	0.3	3	T54	T121	30
d-phlag_0005-c_min3max25	1400	0	600	0	0.3	1	T81	T56	48
d-phlag_0005-c_min3max25	1400	0	0	600	0.3	1	T161	T158	8
d-phlag_0005-c_min3max25	1534	67	139	260	0.2	3	T14	T148	10
d-phlag_0005-c_min3max25	1789	13	132	66	0.1	3	T18	T11	48
d-phlag_0005-c_min3max25	1222	178	32	568	0.3	4	T20	T61	42
d-phlag_0005-c_min3max25	3	1397	600	0	0.3	2	T14	T127	12
d-phlag_0005-c_min3max25	0	1700	0	300	0.15	1	T82	T190	6
d-phlag_0005-c_min3max25	0	1400	0	600	0.3	2	T136	T196	28
d-phlag_0005-c_min3max25	0	1802	0	198	0.1	3	T130	T52	43
d-phlag_0005-c_min3max25	1545	55	1	399	0.2	2	T109	T76	36
d-phlag_0005-c_min3max25	28	1873	99	0	0.05	3	T117	T95	31
d-phlag_0005-c_min3max25	1800	0	0	200	0.1	5	T149	T49	21
d-phlag_0005-c_min3max25	69	1531	398	2	0.2	2	T108	T137	11
d-phlag_0005-c_min3max25	0	1500	500	0	0.25	4	T43	T21	25
d-phlag_0005-c_min3max25	1396	4	10	590	0.3	2	T25	T56	7
d-phlag_0005-c_min3max25	940	460	309	291	0.3	1	T105	T80	27
d-phlag_0005-c_min3max25	2	1598	400	0	0.2	2	T175	T194	41
d-phlag_0005-c_min3max25	2	1598	398	2	0.2	2	T24	T36	47
d-phlag_0005-c_min3max25	2	1800	198	0	0.1	3	T171	T77	31
d-phlag_0005-c_min3max25	13	1789	198	0	0.1	3	T16	T115	32
d-phlag_0005-c_min3max25	1502	0	0	498	0.25	3	T70	T7	17
d-phlag_0005-c_min3max25	0	1901	99	0	0.05	3	T70	T7	17
d-phlag_0005-c_min3max25	3	1597	400	0	0.2	1	T195	T176	34
d-phlag_0005-c_min3max25	1397	3	1	599	0.3	1	T50	T1	14
d-phlag_0005-c_min3max25	15	1685	299	1	0.15	2	T14	T180	4
d-phlag_0005-c_min3max25	1800	0	200	0	0.1	1	T132	T61	32
d-phlag_0005-c_min3max25	16	1784	200	0	0.1	1	T25	T128	30
d-phlag_0005-c_min3max25	0	1600	0	400	0.2	2	T81	T56	48
d-phlag_0005-c_min3max25	1500	0	500	0	0.25	1	T126	T75	41
d-phlag_0005-c_min3max25	3	1697	300	0	0.15	2	T53	T162	11
d-phlag_0005-c_min3max25	27	1673	300	0	0.15	3	T135	T177	4
d-phlag_0005-c_min3max25	11	1789	200	0	0.1	2	T51	T110	40
d-phlag_0005-c_min3max25	1800	0	200	0	0.1	2	T81	T56	48
d-phlag_0005-c_min3max25	1500	0	2	498	0.25	2	T174	T115	28
d-phlag_0005-c_min3max25	1600	1	3	396	0.2	3	T159	T58	33
d-phlag_0005-c_min3max25	1600	0	15	385	0.2	1	T36	T83	35
d-phlag_0005-c_min3max25	1700	0	0	300	0.15	1	T94	T180	29
d-phlag_0005-c_min3max25	0	1800	0	200	0.1	1	T24	T36	47
d-phlag_0005-c_min3max25	1598	2	1	399	0.2	1	T176	T46	37
d-phlag_0005-c_min3max25	1800	100	0	100	0.05	2	T171	T24	37
d-phlag_0005-c_min3max25	10	1690	299	1	0.15	4	T74	T152	48
d-phlag_0005-c_min3max25	1643	57	47	253	0.15	4	T142	T10	17
d-phlag_0005-c_min3max25	82	1518	400	0	0.2	1	T25	T57	1
d-phlag_0005-c_min3max25	29	1371	600	0	0.3	3	T128	T77	35
d-phlag_0005-c_min3max25	0	1500	500	0	0.25	2	T30	T18	6
d-phlag_0005-c_min3max25	42	1658	299	1	0.15	2	T179	T106	9
d-phlag_0005-c_min3max25	1495	5	6	494	0.25	4	T90	T80	40
d-phlag_0005-c_min3max25	6	1595	399	0	0.2	3	T85	T8	46
d-phlag_0005-c_min3max25	1023	777	24	176	0.1	2	T86	T33	50
d-phlag_0005-c_min3max25	8	1892	99	1	0.05	2	T112	T100	36
d-phlag_0005-c_min3max25	0	1500	500	0	0.25	1	T101	T107	17
d-phlag_0005-c_min3max25	1175	325	426	74	0.25	4	T125	T69	44
d-phlag_0005-c_min3max25	1899	1	0	100	0.05	1	T142	T118	9
d-phlag_0005-c_min3max25	3	1797	199	1	0.1	4	T30	T103	41
d-phlag_0005-c_min3max25	1239	561	158	42	0.1	2	T193	T33	50
d-phlag_0005-c_min3max25	1054	546	0	400	0.2	2	T89	T145	50
d-phlag_0005-c_min3max25	1	1899	100	0	0.05	1	T35	T184	19
d-phlag_0005-c_min3max25	1901	0	99	0	0.05	3	T152	T81	13
d-phlag_0005-c_min3max25	0	1901	0	99	0.05	3	T129	T57	11
d-phlag_0005-c_min3max25	17	1683	299	1	0.15	4	T24	T115	23
d-phlag_0005-c_min3max25	1793	7	5	195	0.1	4	T167	T124	33
d-phlag_0005-c_min3max25	2	1698	300	0	0.15	1	T170	T98	49
d-phlag_0005-c_min3max25	1697	3	9	291	0.15	3	T132	T170	11
d-phlag_0005-c_min3max25	1400	0	0	600	0.3	2	T114	T60	18
d-phlag_0005-c_min3max25	1400	0	600	0	0.3	1	T151	T102	1
d-phlag_0005-c_min3max25	0	1800	199	1	0.1	2	T117	T137	40
d-phlag_0005-c_min3max25	1543	157	288	12	0.15	1	T98	T160	45
d-phlag_0005-c_min3max25	0	1600	399	1	0.2	1	T80	T81	4
d-phlag_0005-c_min3max25	1500	0	500	0	0.25	1	T150	T36	4
d-phlag_0005-c_min3max25	49	1351	600	0	0.3	5	T170	T98	49
