T129	T171	67446310914.798874	408778.6697665581
T13	T165	617056267.9860123	3871.351723610506
T14	T149	26422820899.294426	402967.86186525295
T150	T78	2982608814.279737	47710.2103873944
T150	T89	2982608814.279737	47710.2103873944
T15	T27	3484474004.2959085	111878.1428720909
T15	T88	3484474004.2959085	111878.1428720909
T165	T175	579516218.7629793	11030.18891834309
T170	T146	43377309900.5628	415883.3632398908
T170	T84	43377309900.5628	415883.3632398908
T175	T139	539623997.8326668	13827.145940005874
T175	T189	539623997.8326668	13827.145940005874
T193	T35	150787002.15148515	15738.859321493597
T193	T5	150787002.15148515	15738.859321493597
T1	T130	43116949196.00031	472877.392124669
T1	T182	43116949196.00031	472877.392124669
T69	T133	50648703957.172226	533021.784829022
T69	T77	50648703957.172226	533021.784829022
T92	T153	39347229286.272736	504833.78203939163
T92	T99	39347229286.272736	504833.78203939163
