BP-HMM	1590	10	0	400	0.2	0.99
BP-HMM	1700	0	0	300	0.15	0.66
BP-HMM	1600	0	1	399	0.2	0.33
BP-HMM	1336	64	1	599	0.3	0.33
BP-HMM	1700	0	2	298	0.15	0.99
BP-HMM	879	721	399	1	0.2	0.33
BP-HMM	1700	0	6	294	0.15	0.66
BP-HMM	1400	0	0	600	0.3	0.66
BP-HMM	1049	651	0	300	0.15	0.99
BP-HMM	1797	3	1	199	0.1	0.66
BP-HMM	1899	1	0	100	0.05	0.99
BP-HMM	912	788	137	163	0.15	0.33
BP-HMM	1384	16	0	600	0.3	0.33
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1398	2	0	600	0.3	0.66
BP-HMM	1500	0	0	500	0.25	0.66
BP-HMM	1799	1	0	200	0.1	0.99
BP-HMM	1499	1	4	496	0.25	0.33
BP-HMM	1900	0	0	100	0.05	0.99
BP-HMM	1600	0	0	400	0.2	0.99
BP-HMM	1500	0	4	496	0.25	0.33
BP-HMM	1898	2	0	100	0.05	0.99
BP-HMM	1761	39	0	200	0.1	0.66
BP-HMM	1499	1	2	498	0.25	0.66
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1400	0	0	600	0.3	0.66
BP-HMM	1600	0	0	400	0.2	0.66
BP-HMM	1700	0	1	299	0.15	0.33
BP-HMM	1696	4	0	300	0.15	0.66
BP-HMM	1800	0	0	200	0.1	0.99
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1794	6	0	200	0.1	0.66
BP-HMM	1800	0	0	200	0.1	0.99
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1532	368	83	17	0.05	0.66
BP-HMM	842	958	200	0	0.1	0.66
BP-HMM	1900	0	0	100	0.05	0.66
BP-HMM	1398	2	0	600	0.3	0.66
BP-HMM	1399	1	0	600	0.3	0.99
BP-HMM	1600	0	0	400	0.2	0.99
BP-HMM	1800	0	0	200	0.1	0.99
BP-HMM	1900	0	0	100	0.05	0.99
BP-HMM	1493	7	0	500	0.25	0.99
BP-HMM	1798	2	0	200	0.1	0.66
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1900	0	0	100	0.05	0.99
BP-HMM	1619	281	0	100	0.05	0.66
BP-HMM	1400	0	0	600	0.3	0.66
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1797	3	0	200	0.1	0.99
BP-HMM	1572	28	3	397	0.2	0.99
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1800	0	1	199	0.1	0.66
BP-HMM	1399	1	0	600	0.3	0.66
BP-HMM	1900	0	2	98	0.05	0.33
BP-HMM	1600	0	0	400	0.2	0.99
BP-HMM	871	729	265	135	0.2	0.66
BP-HMM	1109	791	0	100	0.05	0.66
BP-HMM	1779	21	0	200	0.1	0.33
BP-HMM	1875	25	14	86	0.05	0.66
BP-HMM	1900	0	4	96	0.05	0.33
BP-HMM	1599	1	0	400	0.2	0.99
BP-HMM	1109	791	52	48	0.05	0.66
BP-HMM	1799	1	1	199	0.1	0.33
BP-HMM	1591	9	0	400	0.2	0.66
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1392	8	0	600	0.3	0.66
BP-HMM	1565	335	1	99	0.05	0.66
BP-HMM	1891	9	0	100	0.05	0.66
BP-HMM	1400	0	2	598	0.3	0.33
BP-HMM	1800	0	2	198	0.1	0.66
BP-HMM	1800	0	8	192	0.1	0.66
BP-HMM	1500	0	6	494	0.25	0.99
BP-HMM	1399	1	0	600	0.3	0.33
BP-HMM	1498	2	4	496	0.25	0.33
BP-HMM	1700	0	0	300	0.15	0.66
BP-HMM	1899	1	0	100	0.05	0.33
BP-HMM	1798	2	1	199	0.1	0.99
BP-HMM	1647	53	7	293	0.15	0.33
BP-HMM	1600	0	0	400	0.2	0.66
BP-HMM	1800	0	1	199	0.1	0.33
BP-HMM	1492	8	0	500	0.25	0.66
BP-HMM	1400	0	1	599	0.3	0.33
BP-HMM	1686	14	1	299	0.15	0.33
BP-HMM	1899	1	3	97	0.05	0.33
BP-HMM	1799	1	0	200	0.1	0.99
BP-HMM	1500	0	0	500	0.25	0.66
BP-HMM	1400	0	1	599	0.3	0.66
BP-HMM	1799	1	5	195	0.1	0.33
BP-HMM	1600	0	3	397	0.2	0.66
BP-HMM	1698	2	0	300	0.15	0.33
BP-HMM	1500	0	1	499	0.25	0.33
BP-HMM	946	954	100	0	0.05	0.99
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1699	1	0	300	0.15	0.99
BP-HMM	1896	4	0	100	0.05	0.33
BP-HMM	1639	61	0	300	0.15	0.66
BP-HMM	1599	1	2	398	0.2	0.33
BP-HMM	1375	25	0	600	0.3	0.33
BP-HMM	1700	0	0	300	0.15	0.99
BP-HMM	1766	34	0	200	0.1	0.33
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1600	0	1	399	0.2	0.66
BP-HMM	1700	0	2	298	0.15	0.33
BP-HMM	1399	1	0	600	0.3	0.33
BP-HMM	1558	42	0	400	0.2	0.33
BP-HMM	1698	2	7	293	0.15	0.66
BP-HMM	1697	3	0	300	0.15	0.66
BP-HMM	1394	6	1	599	0.3	0.33
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1700	0	0	300	0.15	0.99
BP-HMM	1596	4	0	400	0.2	0.66
BP-HMM	1800	0	0	200	0.1	0.66
BP-HMM	1700	0	0	300	0.15	0.99
BP-HMM	1600	0	0	400	0.2	0.66
BP-HMM	1654	46	0	300	0.15	0.66
BP-HMM	1400	0	0	600	0.3	0.33
BP-HMM	1899	1	0	100	0.05	0.66
BP-HMM	1700	0	0	300	0.15	0.99
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1900	0	4	96	0.05	0.66
BP-HMM	1800	0	6	194	0.1	0.33
BP-HMM	1599	1	0	400	0.2	0.99
BP-HMM	1900	0	0	100	0.05	0.66
BP-HMM	1789	11	0	200	0.1	0.33
BP-HMM	1600	0	0	400	0.2	0.99
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1600	0	1	399	0.2	0.99
BP-HMM	1598	2	3	397	0.2	0.66
BP-HMM	1597	3	0	400	0.2	0.33
BP-HMM	1900	0	2	98	0.05	0.99
BP-HMM	1594	6	2	398	0.2	0.33
BP-HMM	1500	0	0	500	0.25	0.66
BP-HMM	1331	569	58	42	0.05	0.33
BP-HMM	1399	1	0	600	0.3	0.66
BP-HMM	1898	2	100	0	0.05	0.33
BP-HMM	1498	2	0	500	0.25	0.99
BP-HMM	1900	0	1	99	0.05	0.99
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1399	1	0	600	0.3	0.66
BP-HMM	1556	344	67	33	0.05	0.66
BP-HMM	1088	512	0	400	0.2	0.66
BP-HMM	1599	1	0	400	0.2	0.99
BP-HMM	1888	12	10	90	0.05	0.33
BP-HMM	1595	5	0	400	0.2	0.66
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1400	0	0	600	0.3	0.66
BP-HMM	1894	6	0	100	0.05	0.66
BP-HMM	1600	0	0	400	0.2	0.99
BP-HMM	1634	266	61	39	0.05	0.33
BP-HMM	1897	3	0	100	0.05	0.99
BP-HMM	1900	0	2	98	0.05	0.33
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1494	6	0	500	0.25	0.66
BP-HMM	1699	1	0	300	0.15	0.66
BP-HMM	1799	1	0	200	0.1	0.99
BP-HMM	991	909	94	6	0.05	0.33
BP-HMM	1500	0	1	499	0.25	0.66
BP-HMM	1176	224	0	600	0.3	0.66
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1600	0	0	400	0.2	0.66
BP-HMM	1699	1	1	299	0.15	0.33
BP-HMM	1483	17	7	493	0.25	0.33
BP-HMM	1034	866	0	100	0.05	0.99
BP-HMM	1251	249	1	499	0.25	0.33
BP-HMM	1004	896	69	31	0.05	0.99
BP-HMM	1266	234	2	498	0.25	0.33
BP-HMM	1797	3	0	200	0.1	0.99
BP-HMM	1900	0	9	91	0.05	0.33
BP-HMM	1700	0	0	300	0.15	0.33
BP-HMM	1597	3	0	400	0.2	0.66
BP-HMM	1400	0	0	600	0.3	0.66
BP-HMM	1400	0	0	600	0.3	0.99
BP-HMM	1321	179	2	498	0.25	0.66
BP-HMM	1793	7	1	199	0.1	0.33
BP-HMM	1799	1	0	200	0.1	0.66
BP-HMM	1500	0	1	499	0.25	0.33
BP-HMM	1899	1	0	100	0.05	0.99
BP-HMM	1700	0	1	299	0.15	0.99
BP-HMM	1400	0	34	566	0.3	0.66
BP-HMM	1598	2	0	400	0.2	0.33
BP-HMM	1892	8	0	100	0.05	0.33
BP-HMM	1696	4	0	300	0.15	0.66
BP-HMM	1599	1	0	400	0.2	0.66
BP-HMM	1699	1	0	300	0.15	0.99
BP-HMM	1699	1	0	300	0.15	0.66
BP-HMM	1592	8	1	399	0.2	0.33
BP-HMM	1800	0	0	200	0.1	0.66
BP-HMM	1800	0	1	199	0.1	0.33
BP-HMM	1500	0	5	495	0.25	0.33
BP-HMM	1900	0	2	98	0.05	0.99
BP-HMM	1797	3	1	199	0.1	0.99
BP-HMM	1500	0	0	500	0.25	0.66
BP-HMM	1798	2	9	191	0.1	0.33
BP-HMM	1692	8	0	300	0.15	0.33
BP-HMM	1500	0	0	500	0.25	0.99
BP-HMM	1478	22	0	500	0.25	0.33
BP-HMM	1800	0	0	200	0.1	0.66
