PresentBP+HMM	population_size_change	N716_10X_up	967	233	255	45	0.2	1.0
PresentBP+HMM	population_size_change	N274_10X_down	1350	0	15	135	0.1	1.0
PresentBP+HMM	population_size_change	N299_10X_down	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N220_10X_up	1193	7	180	120	0.2	1.0
PresentBP+HMM	population_size_change	N238_10X_up	1124	1	375	0	0.25	1.0
PresentBP+HMM	population_size_change	N717_10X_down	1275	0	4	221	0.15	1.0
PresentBP+HMM	population_size_change	N274_10X_down	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N119_10X_down	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N299_10X_down	1125	0	375	0	0.25	1.0
PresentBP+HMM	population_size_change	N238_10X_up	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N716_10X_up	1180	245	64	11	0.05	1.0
PresentBP+HMM	population_size_change	N717_10X_down	1425	0	0	75	0.05	1.0
PresentBP+HMM	population_size_change	N220_10X_up	1349	1	150	0	0.1	1.0
PresentBP+HMM	population_size_change	N716_10X_up	1125	0	375	0	0.25	1.0
PresentBP+HMM	population_size_change	N274_10X_down	1275	0	5	220	0.15	1.0
PresentBP+HMM	population_size_change	N716_10X_up	1048	227	193	32	0.15	1.0
PresentBP+HMM	population_size_change	N118_10X_up	1350	0	150	0	0.1	1.0
PresentBP+HMM	population_size_change	N220_10X_up	1469	1	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N498_10X_down	1125	0	375	0	0.25	1.0
PresentBP+HMM	population_size_change	N716_10X_up	1215	255	27	3	0.02	1.0
PresentBP+HMM	population_size_change	N274_10X_down	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N118_10X_up	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N620_10X_up	1123	2	371	4	0.25	1.0
PresentBP+HMM	population_size_change	N498_10X_down	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N717_10X_down	1350	0	13	137	0.1	1.0
PresentBP+HMM	population_size_change	N716_10X_up	1093	257	122	28	0.1	1.0
PresentBP+HMM	population_size_change	N238_10X_up	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N118_10X_up	1275	0	225	0	0.15	1.0
PresentBP+HMM	population_size_change	N620_10X_up	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N119_10X_down	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N238_10X_up	1199	1	300	0	0.2	1.0
PresentBP+HMM	population_size_change	N274_10X_down	1119	6	110	265	0.25	1.0
PresentBP+HMM	population_size_change	N717_10X_down	1194	6	0	300	0.2	1.0
PresentBP+HMM	population_size_change	N299_10X_down	1350	0	150	0	0.1	1.0
PresentBP+HMM	population_size_change	N119_10X_down	1273	2	209	16	0.15	1.0
PresentBP+HMM	population_size_change	N118_10X_up	1200	0	300	0	0.2	1.0
PresentBP+HMM	population_size_change	N220_10X_up	1124	1	375	0	0.25	1.0
PresentBP+HMM	population_size_change	N118_10X_up	1125	0	375	0	0.25	1.0
PresentBP+HMM	population_size_change	N299_10X_down	1200	0	300	0	0.2	1.0
PresentBP+HMM	population_size_change	N299_10X_down	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N220_10X_up	1274	1	225	0	0.15	1.0
PresentBP+HMM	population_size_change	N274_10X_down	1194	6	258	42	0.2	1.0
PresentBP+HMM	population_size_change	N118_10X_up	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N620_10X_up	1470	0	30	0	0.02	1.0
PresentBP+HMM	population_size_change	N498_10X_down	1200	0	300	0	0.2	1.0
PresentBP+HMM	population_size_change	N299_10X_down	1275	0	225	0	0.15	1.0
PresentBP+HMM	population_size_change	N620_10X_up	1200	0	300	0	0.2	1.0
PresentBP+HMM	population_size_change	N119_10X_down	1124	1	319	56	0.25	1.0
PresentBP+HMM	population_size_change	N717_10X_down	1464	6	0	30	0.02	1.0
PresentBP+HMM	population_size_change	N498_10X_down	1425	0	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N717_10X_down	1124	1	0	375	0.25	1.0
PresentBP+HMM	population_size_change	N620_10X_up	1350	0	150	0	0.1	1.0
PresentBP+HMM	population_size_change	N220_10X_up	1424	1	75	0	0.05	1.0
PresentBP+HMM	population_size_change	N498_10X_down	1275	0	225	0	0.15	1.0
PresentBP+HMM	population_size_change	N238_10X_up	1275	0	225	0	0.15	1.0
PresentBP+HMM	population_size_change	N119_10X_down	1198	2	272	28	0.2	1.0
PresentBP+HMM	population_size_change	N620_10X_up	1275	0	225	0	0.15	1.0
PresentBP+HMM	population_size_change	N238_10X_up	1350	0	150	0	0.1	1.0
PresentBP+HMM	population_size_change	N498_10X_down	1350	0	150	0	0.1	1.0
PresentBP+HMM	population_size_change	N119_10X_down	1350	0	150	0	0.1	1.0
